Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,132.675872802734,..,..,..,137.02099609375,..,..
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,397.244323730469,..,..,..,305.631408691406,..,..
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,26.8646812438965,..,..,..,24.3254432678223,..,..
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,683.569580078125,..,..,..,593.236206054688,..,..
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,183.464645385742,..,..,..,137.026016235352,..,..
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.960302889347076,..,..,..,0.907441437244415,..,..
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.38819229602814,..,..,..,0.813175797462463,..,..
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,158.373550415039,..,..,..,121.251792907715,..,..
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,170.510192871094,..,..,..,156.216384887695,..,..
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,327.497222900391,..,..,..,251.499496459961,..,..
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.12527513504028,..,..,..,1.97864305973053,..,..
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,738.792724609375,..,..,..,648.649597167969,..,..
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,102.622909545898,..,..,..,84.527229309082,..,..
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,353.387847900391,..,..,..,403.622467041016,..,..
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,169.850723266602,..,..,..,126.29174041748,..,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,421.303802490234,..,..,..,385.109832763672,..,..
Cote d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,192.623016357422,..,..,..,135.529281616211,..,..
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.280730962753296,..,..,..,0.224557399749756,..,..
Curacao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.896731615066528,..,..,..,0.783035397529602,..,..
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.537211656570435,..,..,..,0.447778731584549,..,..
Czechia,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.98106527328491,..,..,..,5.15228033065796,..,..
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.37746143341064,..,..,..,4.52095031738281,..,..
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,74.3278579711914,..,..,..,56.5578956604004,..,..
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.16892576217651,..,..,..,0.978288173675537,..,..
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,14.9408473968506,..,..,..,13.4068174362183,..,..
East Asia & Pacific (Benchmark),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.401490569114685,..,..,..,0.330362319946289,..,..
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.75580775737762,..,..,..,1.87355172634125,..,..
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.332518994808197,..,..,..,0.261182099580765,..,..
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,192.373352050781,..,..,..,120.147300720215,..,..
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.349933266639709,..,..,..,0.322539001703262,..,..
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.24044942855835,..,..,..,4.22839832305908,..,..
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,4.10256099700928,..,..,..,5.51214981079102,..,..
Europe & Central Asia (Benchmark),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Faroe Islands,FRO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.538571536540985,..,..,..,0.479922503232956,..,..
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.736398696899414,..,..,..,0.64069676399231,..,..
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.539617478847504,..,..,..,0.417772859334946,..,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,201.050933837891,..,..,..,161.989501953125,..,..
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.72364234924316,..,..,..,7.00939893722534,..,..
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.45118048787117,..,..,..,0.441481411457062,..,..
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.554219961166382,..,..,..,0.477932453155518,..,..
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.09635865688324,..,..,..,0.886162579059601,..,..
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.464867830276489,..,..,..,0.359082967042923,..,..
Greenland,GRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.13562560081482,..,..,..,0.95234626531601,..,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,2.17720293998718,..,..
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2371.13793945313,..,..,..,1676.8828125,..,..
Guinea-Bissau,GNB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,125.814231872559,..,..,..,111.937591552734,..,..
Guyana,GUY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,65.1578369140625,..,..,..,56.5280075073242,..,..
Haiti,HTI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,18.9302520751953,..,..,..,..,..,..
High income (Benchmark),HIB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Honduras,HND,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,11.0900077819824,..,..,..,7.63810253143311,..,..
"Hong Kong SAR, China",HKG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.97412586212158,..,..,..,5.12673425674438,..,..
Hungary,HUN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,79.0276565551758,..,..,..,65.4413986206055,..,..
Iceland,ISL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,140.221725463867,..,..,..,132.001434326172,..,..
India,IND,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.22528553009033,..,..,..,8.18745422363281,..,..
Indonesia,IDN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2531.96923828125,..,..,..,2931.43725585938,..,..
"Iran, Islamic Rep.",IRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,6586.521484375,..,..,..,..,..,..
Iraq,IRQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,424.625640869141,..,..,..,337.562469482422,..,..
Ireland,IRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.892800867557526,..,..,..,0.76914519071579,..,..
Israel,ISR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.72152876853943,..,..,..,3.16579937934875,..,..
Italy,ITA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.671244621276855,..,..,..,0.513964653015137,..,..
Jamaica,JAM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,32.3871726989746,..,..,..,41.8378295898438,..,..
Japan,JPN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,72.3288269042969,..,..,..,51.2901840209961,..,..
Jordan,JOR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.211987197399139,..,..,..,0.180264115333557,..,..
Kazakhstan,KAZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,44.7893829345703,..,..,..,49.7075881958008,..,..
Kenya,KEN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,23.9641857147217,..,..,..,25.4670753479004,..,..
"Korea, Rep.",KOR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,491.808319091797,..,..,..,444.204864501953,..,..
Kosovo,XKX,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Kuwait,KWT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.200527295470238,..,..,..,0.193708226084709,..,..
Kyrgyz Republic,KGZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.15760612487793,..,..,..,7.22231483459473,..,..
Lao PDR,LAO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1141.7578125,..,..,..,1012.02081298828,..,..
Latin America & Caribbean (Benchmark),LCB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Latvia,LVA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.249790549278259,..,..,..,0.28418156504631,..,..
Lebanon,LBN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,606.482275894273,..,..,..,1573.66857910156,..,..
Lesotho,LSO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,4.08924865722656,..,..,..,3.65306448936462,..,..
Liberia,LBR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,21.256742477417,..,..,..,34.6121139526367,..,..
Libya,LBY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Lithuania,LTU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.238815769553185,..,..,..,0.229113474488258,..,..
Low income (Benchmark),LIB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Lower middle income (Benchmark),LMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Luxembourg,LUX,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.78641414642334,..,..,..,0.716853976249695,..,..
"Macao SAR, China",MAC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Madagascar,MDG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,604.501037597656,..,..,..,664.990295410156,..,..
Malawi,MWI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,202.51774597168,..,..,..,201.039825439453,..,..
Malaysia,MYS,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.22394096851349,..,..,..,0.872016668319702,..,..
Maldives,MDV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.93921494483948,..,..,..,3.90309453010559,..,..
Mali,MLI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,165.108947753906,..,..,..,122.601608276367,..,..
Malta,MLT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.438141465187073,..,..,..,0.375361323356628,..,..
Mauritania,MRT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.68754434585571,..,..,..,6.45717716217041,..,..
Mauritius,MUS,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,10.8065319061279,..,..,..,9.59937858581543,..,..
Mexico,MEX,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.20859146118164,..,..,..,8.08911609649658,..,..
Middle East & North Africa (Benchmark),MEB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Moldova,MDA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.54711318016052,..,..,..,2.82636904716492,..,..
Mongolia,MNG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,346.492980957031,..,..,..,310.560028076172,..,..
Montenegro,MNE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.181827276945114,..,..,..,0.144938573241234,..,..
Montserrat,MSR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.51878130435944,..,..,..,1.08343541622162,..,..
Morocco,MAR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.28274035453796,..,..,..,2.83908128738403,..,..
Mozambique,MOZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,15.220892906189,..,..,..,13.1507034301758,..,..
Myanmar,MMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,158.996978759766,..,..,..,..,..,..
Namibia,NAM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.12276220321655,..,..,..,4.99391317367554,..,..
Nepal,NPL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,12.1942939758301,..,..,..,10.8455390930176,..,..
Netherlands,NLD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.703152656555176,..,..,..,0.612836420536041,..,..
New Zealand,NZL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.85105836391449,..,..,..,0.766690611839294,..,..
Nicaragua,NIC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.98766660690308,..,..,..,4.89155054092407,..,..
Niger,NER,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,166.194915771484,..,..,..,145.739837646484,..,..
Nigeria,NGA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,57.9726104736328,..,..,..,63.4843139648438,..,..
North America (Benchmark),NAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
North Macedonia,MKD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,9.42687511444092,..,..,..,8.46940994262695,..,..
Norway,NOR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,9.04805088043213,..,..,..,8.43325519561768,..,..
Oman,OMN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.188679039478302,..,..,..,0.134553372859955,..,..
Pakistan,PAK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,18.548807144165,..,..,..,21.8877925872803,..,..
Panama,PAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.500729441642761,..,..,..,0.489869177341461,..,..
Paraguay,PRY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1626.04675292969,..,..,..,1625.9638671875,..,..
Peru,PER,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.11250555515289,..,..,..,0.775203466415405,..,..
Philippines,PHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,12.5314292907715,..,..,..,11.72838306427,..,..
Poland,POL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.01928460597992,..,..,..,0.859777271747589,..,..
Portugal,PRT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.43833264708519,..,..,..,0.377578437328339,..,..
Puerto Rico,PRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Qatar,QAT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.81627452373505,..,..,..,1.55477666854858,..,..
Romania,ROU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.712729036808014,..,..,..,0.561812341213226,..,..
Russian Federation,RUT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,10.6455869674683,..,..,..,11.3697957992554,..,..
Rwanda,RWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,183.568298339844,..,..,..,162.189270019531,..,..
San Marino,SMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,4.95974254608154,..,..,..,3.98565340042114,..,..
Saudi Arabia,SAU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.58378159999847,..,..,..,1.63769328594208,..,..
Senegal,SEN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,137.485595703125,..,..,..,149.343841552734,..,..
Serbia,SRB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,19.3730545043945,..,..,..,19.5294456481934,..,..
Seychelles,SYC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,4.95181798934937,..,..,..,4.61706113815308,..,..
Sierra Leone,SLE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1239.67370605469,..,..,..,1559.57238769531,..,..
Singapore,SGP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.02942562103271,..,..,..,0.84065192937851,..,..
Sint Maarten,SXM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.127769947052,..,..,..,..,..,..
Slovak Republic,SVK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.279028654098511,..,..,..,0.235935658216476,..,..
Slovenia,SVN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.441400825977325,..,..,..,0.389303356409073,..,..
