index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
26425,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other","Triple drug therapy consists of beta-blockers, statins, aspirin vs. None",Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,2345.93,United States,2001,3428.3
26426,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Tricyclic antidepressant vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,853.66,United States,2001,1247.52
26427,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Selective serotonin reuptake inhibitor vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,1798.78,United States,2001,2628.71
26428,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Hemoglobin test vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,1227.27,United States,2001,1793.51
26429,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Iron for all vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,932.48,United States,2001,1362.7
26430,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Syndromic management vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,10000,United States,2001,14613.83
26431,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",PCR assay for STDs vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,14137.9,United States,2001,20660.89
26432,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bangladesh, Bhutan, India, North Korea, Maldives, Myanmar, Nepal, Timor-Leste",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Clinical breast exam for breast cancer vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,12333.3,United States,2001,18023.68
26433,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bangladesh, Bhutan, India, North Korea, Maldives, Myanmar, Nepal, Timor-Leste",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Mammography for breast cancer vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,21344.5,United States,2001,31192.5
26434,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bangladesh, Bhutan, India, North Korea, Maldives, Myanmar, Nepal, Timor-Leste",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Visual inspection using acetic acid for cervical cancer vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,678.76,United States,2001,991.92
26435,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bangladesh, Bhutan, India, North Korea, Maldives, Myanmar, Nepal, Timor-Leste",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",HPV DNA test for cervical cancer vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,710.49,United States,2001,1038.3
26436,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bangladesh, Bhutan, India, North Korea, Maldives, Myanmar, Nepal, Timor-Leste",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other",Blood pressure measurement for cardiovascular disease vs. None,Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,2186.05,United States,2001,3194.66
26437,Packaging health services when resources are limited: the example of a cervical cancer screening visit,"Increasing evidence supporting the value of screening women for cervical cancer once in their lifetime, coupled with mounting interest in scaling up successful screening demonstration projects, present challenges to public health decision makers seeking to take full advantage of the single-visit opportunity to provide additional services. We present an analytic framework for packaging multiple interventions during a single point of contact, explicitly taking into account a budget and scarce human resources, constraints acknowledged as significant obstacles for provision of health services in poor countries.We developed a binary integer programming (IP) model capable of identifying an optimal package of health services to be provided during a single visit for a particular target population. Inputs to the IP model are derived using state-transition models, which compute lifetime costs and health benefits associated with each intervention. In a simplified example of a single lifetime cervical cancer screening visit, we identified packages of interventions among six diseases that maximized disability-adjusted life years (DALYs) averted subject to budget and human resource constraints in four resource-poor regions. Data were obtained from regional reports and surveys from the World Health Organization, international databases, the published literature, and expert opinion. With only a budget constraint, interventions for depression and iron deficiency anemia were packaged with cervical cancer screening, while the more costly breast cancer and cardiovascular disease interventions were not. Including personnel constraints resulted in shifting of interventions included in the package, not only across diseases but also between low- and high-intensity intervention options within diseases.The results of our example suggest several key themes: Packaging other interventions during a one-time visit has the potential to increase health gains; the shortage of personnel represents a real-world constraint that can impact the optimal package of services; and the shortage of different types of personnel may influence the contents of the package of services. Our methods provide a general framework to enhance a decision maker's ability to simultaneously consider costs, benefits, and important nonmonetary constraints. We encourage analysts working on real-world problems to shift from considering costs and benefits of interventions for a single disease to exploring what synergies might be achievable by thinking across disease burdens.",2006-XX-12830,17105337,PLoS Med,Jane J Kim,2006,3 / 11,e434,No,17105337,"Jane J Kim; Joshua A Salomon; Milton C Weinstein; Sue J Goldie; Packaging health services when resources are limited: the example of a cervical cancer screening visit, PLoS Med, ; 3(11):1549-1676; e434",DALY,"Bangladesh, Bhutan, India, North Korea, Maldives, Myanmar, Nepal, Timor-Leste",Not Stated,"Care Delivery, Diagnostic, Medical Procedure, Pharmaceutical, Screening, Surgical, Other","Triple drug therapy consists of beta-blockers, statins, aspirin vs. None",Not Stated,64 Years,19 Years,Female,Full,,3.00,3.00,2518.15,United States,2001,3679.98
