index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32024,Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis,"INTRODUCTION: Heterosexual men are not considered a key population in the HIV response and are mostly absent from pre-exposure prophylaxis (PrEP) studies to date. Yet, South African men face considerable HIV risk. We estimate the incremental cost-effectiveness of providing oral PrEP, injectable PrEP, or a combination of both to heterosexual South African men to assess whether providing PrEP would efficiently use resources. METHODS: Epidemiological and costing models estimated the one-year costs and outcomes associated with PrEP use in 3 scenarios. PrEP uptake was estimated for younger (aged 18-24) and older (aged 25-49) men using a discrete choice experiment. Scenarios were compared with a baseline scenario of male condom use, while a health system perspective was used to estimate discounted lifetime costs averted per HIV infection. PrEP benefit was estimated in disability-adjusted life years (DALYs) averted. Uncertainty around the estimated incremental cost-effectiveness ratios (ICERs) was assessed using deterministic and probabilistic sensitivity analyses. RESULTS: No PrEP intervention scenarios were cost-effective for both age groups at a willingness-to-pay threshold of $1175/DALY averted. The lowest ICER ($2873/DALY averted) was for the provision of oral PrEP to older men, although probability of cost-effectiveness was just 0.26%. Results found that ICERs were sensitive to HIV incidence and antiretroviral coverage. CONCLUSIONS: This study estimates that providing PrEP to heterosexual South African men is not cost-effective at current cost-effectiveness thresholds. Given the ICERs'' sensitivity to several variables, alongside the heterogeneity of HIV infection among South African men, PrEP may be cost-effective for older men with high incidence and other subgroups based on locality and race. We recommend further investigation to better identify and target these groups.",2020-99-35362,32141959,J Acquir Immune Defic Syndr,Michelle Vogelzang,2020,84 / 2,173-181,No,32141959,"Michelle Vogelzang; Fern Terris-Prestholt; Peter Vickerman; Sinead Delany-Moretlwe; Danielle Travill; Matthew Quaife; Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis, J Acquir Immune Defic Syndr, 2020 Jun 1; 84(2):1525-4135; 173-181",DALY,South Africa,Not Stated,Pharmaceutical,injection pre-exposure prophylaxis vs. None,Not Stated,40 Years,12 Years,Male,Full,,3.00,3.00,6152,United States,2018,6340.74
32025,Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis,"INTRODUCTION: Heterosexual men are not considered a key population in the HIV response and are mostly absent from pre-exposure prophylaxis (PrEP) studies to date. Yet, South African men face considerable HIV risk. We estimate the incremental cost-effectiveness of providing oral PrEP, injectable PrEP, or a combination of both to heterosexual South African men to assess whether providing PrEP would efficiently use resources. METHODS: Epidemiological and costing models estimated the one-year costs and outcomes associated with PrEP use in 3 scenarios. PrEP uptake was estimated for younger (aged 18-24) and older (aged 25-49) men using a discrete choice experiment. Scenarios were compared with a baseline scenario of male condom use, while a health system perspective was used to estimate discounted lifetime costs averted per HIV infection. PrEP benefit was estimated in disability-adjusted life years (DALYs) averted. Uncertainty around the estimated incremental cost-effectiveness ratios (ICERs) was assessed using deterministic and probabilistic sensitivity analyses. RESULTS: No PrEP intervention scenarios were cost-effective for both age groups at a willingness-to-pay threshold of $1175/DALY averted. The lowest ICER ($2873/DALY averted) was for the provision of oral PrEP to older men, although probability of cost-effectiveness was just 0.26%. Results found that ICERs were sensitive to HIV incidence and antiretroviral coverage. CONCLUSIONS: This study estimates that providing PrEP to heterosexual South African men is not cost-effective at current cost-effectiveness thresholds. Given the ICERs'' sensitivity to several variables, alongside the heterogeneity of HIV infection among South African men, PrEP may be cost-effective for older men with high incidence and other subgroups based on locality and race. We recommend further investigation to better identify and target these groups.",2020-99-35362,32141959,J Acquir Immune Defic Syndr,Michelle Vogelzang,2020,84 / 2,173-181,No,32141959,"Michelle Vogelzang; Fern Terris-Prestholt; Peter Vickerman; Sinead Delany-Moretlwe; Danielle Travill; Matthew Quaife; Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis, J Acquir Immune Defic Syndr, 2020 Jun 1; 84(2):1525-4135; 173-181",DALY,South Africa,Not Stated,Pharmaceutical,oral and injection pre-exposure prophylaxis vs. None,Not Stated,40 Years,12 Years,Male,Full,,3.00,3.00,5559,United States,2018,5729.55
32026,Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis,"INTRODUCTION: Heterosexual men are not considered a key population in the HIV response and are mostly absent from pre-exposure prophylaxis (PrEP) studies to date. Yet, South African men face considerable HIV risk. We estimate the incremental cost-effectiveness of providing oral PrEP, injectable PrEP, or a combination of both to heterosexual South African men to assess whether providing PrEP would efficiently use resources. METHODS: Epidemiological and costing models estimated the one-year costs and outcomes associated with PrEP use in 3 scenarios. PrEP uptake was estimated for younger (aged 18-24) and older (aged 25-49) men using a discrete choice experiment. Scenarios were compared with a baseline scenario of male condom use, while a health system perspective was used to estimate discounted lifetime costs averted per HIV infection. PrEP benefit was estimated in disability-adjusted life years (DALYs) averted. Uncertainty around the estimated incremental cost-effectiveness ratios (ICERs) was assessed using deterministic and probabilistic sensitivity analyses. RESULTS: No PrEP intervention scenarios were cost-effective for both age groups at a willingness-to-pay threshold of $1175/DALY averted. The lowest ICER ($2873/DALY averted) was for the provision of oral PrEP to older men, although probability of cost-effectiveness was just 0.26%. Results found that ICERs were sensitive to HIV incidence and antiretroviral coverage. CONCLUSIONS: This study estimates that providing PrEP to heterosexual South African men is not cost-effective at current cost-effectiveness thresholds. Given the ICERs'' sensitivity to several variables, alongside the heterogeneity of HIV infection among South African men, PrEP may be cost-effective for older men with high incidence and other subgroups based on locality and race. We recommend further investigation to better identify and target these groups.",2020-99-35362,32141959,J Acquir Immune Defic Syndr,Michelle Vogelzang,2020,84 / 2,173-181,No,32141959,"Michelle Vogelzang; Fern Terris-Prestholt; Peter Vickerman; Sinead Delany-Moretlwe; Danielle Travill; Matthew Quaife; Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis, J Acquir Immune Defic Syndr, 2020 Jun 1; 84(2):1525-4135; 173-181",DALY,South Africa,Not Stated,Pharmaceutical,oral pre-exposure prophylaxis only vs. None,Not Stated,Not Stated,19 Years,Male,Full,,3.00,3.00,2873,United States,2018,2961.14
32027,Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis,"INTRODUCTION: Heterosexual men are not considered a key population in the HIV response and are mostly absent from pre-exposure prophylaxis (PrEP) studies to date. Yet, South African men face considerable HIV risk. We estimate the incremental cost-effectiveness of providing oral PrEP, injectable PrEP, or a combination of both to heterosexual South African men to assess whether providing PrEP would efficiently use resources. METHODS: Epidemiological and costing models estimated the one-year costs and outcomes associated with PrEP use in 3 scenarios. PrEP uptake was estimated for younger (aged 18-24) and older (aged 25-49) men using a discrete choice experiment. Scenarios were compared with a baseline scenario of male condom use, while a health system perspective was used to estimate discounted lifetime costs averted per HIV infection. PrEP benefit was estimated in disability-adjusted life years (DALYs) averted. Uncertainty around the estimated incremental cost-effectiveness ratios (ICERs) was assessed using deterministic and probabilistic sensitivity analyses. RESULTS: No PrEP intervention scenarios were cost-effective for both age groups at a willingness-to-pay threshold of $1175/DALY averted. The lowest ICER ($2873/DALY averted) was for the provision of oral PrEP to older men, although probability of cost-effectiveness was just 0.26%. Results found that ICERs were sensitive to HIV incidence and antiretroviral coverage. CONCLUSIONS: This study estimates that providing PrEP to heterosexual South African men is not cost-effective at current cost-effectiveness thresholds. Given the ICERs'' sensitivity to several variables, alongside the heterogeneity of HIV infection among South African men, PrEP may be cost-effective for older men with high incidence and other subgroups based on locality and race. We recommend further investigation to better identify and target these groups.",2020-99-35362,32141959,J Acquir Immune Defic Syndr,Michelle Vogelzang,2020,84 / 2,173-181,No,32141959,"Michelle Vogelzang; Fern Terris-Prestholt; Peter Vickerman; Sinead Delany-Moretlwe; Danielle Travill; Matthew Quaife; Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis, J Acquir Immune Defic Syndr, 2020 Jun 1; 84(2):1525-4135; 173-181",DALY,South Africa,Not Stated,Pharmaceutical,injection pre-exposure prophylaxis only vs. None,Not Stated,40 Years,12 Years,Male,Full,,3.00,3.00,3499,United States,2018,3606.35
32028,Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis,"INTRODUCTION: Heterosexual men are not considered a key population in the HIV response and are mostly absent from pre-exposure prophylaxis (PrEP) studies to date. Yet, South African men face considerable HIV risk. We estimate the incremental cost-effectiveness of providing oral PrEP, injectable PrEP, or a combination of both to heterosexual South African men to assess whether providing PrEP would efficiently use resources. METHODS: Epidemiological and costing models estimated the one-year costs and outcomes associated with PrEP use in 3 scenarios. PrEP uptake was estimated for younger (aged 18-24) and older (aged 25-49) men using a discrete choice experiment. Scenarios were compared with a baseline scenario of male condom use, while a health system perspective was used to estimate discounted lifetime costs averted per HIV infection. PrEP benefit was estimated in disability-adjusted life years (DALYs) averted. Uncertainty around the estimated incremental cost-effectiveness ratios (ICERs) was assessed using deterministic and probabilistic sensitivity analyses. RESULTS: No PrEP intervention scenarios were cost-effective for both age groups at a willingness-to-pay threshold of $1175/DALY averted. The lowest ICER ($2873/DALY averted) was for the provision of oral PrEP to older men, although probability of cost-effectiveness was just 0.26%. Results found that ICERs were sensitive to HIV incidence and antiretroviral coverage. CONCLUSIONS: This study estimates that providing PrEP to heterosexual South African men is not cost-effective at current cost-effectiveness thresholds. Given the ICERs'' sensitivity to several variables, alongside the heterogeneity of HIV infection among South African men, PrEP may be cost-effective for older men with high incidence and other subgroups based on locality and race. We recommend further investigation to better identify and target these groups.",2020-99-35362,32141959,J Acquir Immune Defic Syndr,Michelle Vogelzang,2020,84 / 2,173-181,No,32141959,"Michelle Vogelzang; Fern Terris-Prestholt; Peter Vickerman; Sinead Delany-Moretlwe; Danielle Travill; Matthew Quaife; Cost-Effectiveness of HIV Pre-exposure Prophylaxis Among Heterosexual Men in South Africa: A Cost-Utility Modeling Analysis, J Acquir Immune Defic Syndr, 2020 Jun 1; 84(2):1525-4135; 173-181",DALY,South Africa,Not Stated,Pharmaceutical,oral and injection pre-exposure prophylaxis vs. None,Not Stated,40 Years,12 Years,Male,Full,,3.00,3.00,3081,United States,2018,3175.53
32029,A Mobile Phone-Based Support Intervention to Increase Use of Postabortion Family Planning in Cambodia: Cost-Effectiveness Evaluation,"BACKGROUND: Despite progress over the last decade, there is a continuing unmet need for contraception in Cambodia. Interventions delivered by mobile phone could help increase uptake and continuation of contraception, particularly among hard-to-reach populations, by providing interactive personalized support inexpensively wherever the person is located and whenever needed. OBJECTIVE: The objective of this study was to evaluate the cost-effectiveness of mobile phone-based support added to standard postabortion family planning care in Cambodia, according to the results of the MOTIF (MObile Technology for Improved Family planning) trial. METHODS: A model was created to estimate the costs and effects of the intervention versus standard care. We adopted a societal perspective when estimating costs, including direct and indirect costs for users. The incremental cost-effectiveness ratio was calculated for the base case, as well as a deterministic and probabilistic sensitivity analysis, which we compared against a range of likely cost-effectiveness thresholds. RESULTS: The incremental cost of mobile phone-based support was estimated to be an additional US $8160.49 per 1000 clients, leading to an estimated 518 couple-years of protection (CYPs) gained per 1000 clients and 99 disability-adjusted life-years (DALYs) averted. The incremental cost-effectiveness ratio was US $15.75 per additional CYP and US $82.57 per DALY averted. The model was most sensitive to personnel and mobile service costs. Assuming a range of cost-effectiveness thresholds from US $58 to US $176 for Cambodia, the probability of the intervention being cost-effective ranged from 11% to 95%. CONCLUSIONS: This study demonstrates that the cost-effectiveness of the intervention delivered by mobile phone assessed in the MOTIF trial lies within the estimated range of the cost-effectiveness threshold for Cambodia. When assessing value in interventions to improve the uptake and adherence of family planning services, the use of interactive mobile phone messaging and counselling for women who have had an abortion should be considered as an option by policy makers. TRIAL REGISTRATION: ClinicalTrials.gov NCT01823861; https://clinicaltrials.gov/ct2/show/NCT01823861.",2020-99-35590,32130166,JMIR Mhealth Uhealth,Jeremy Hill,2020,8 / 2,e16276,No,32130166,"Jeremy Hill; Jourdan McGinn; John Cairns; Caroline Free; Chris Smith; A Mobile Phone-Based Support Intervention to Increase Use of Postabortion Family Planning in Cambodia: Cost-Effectiveness Evaluation, JMIR Mhealth Uhealth, 2020 Feb 25; 8(2):2291-5222; e16276",DALY,Cambodia,Not Stated,"Care Delivery, Health Education or Behavior, Maternal / Neonatal / Reproductive Care",mobile phone-based support for post abortion family planning vs. Standard/Usual Care- oral contraception; intrauterine device; surgical abortion; medical abortion,Not Stated,64 Years,12 Years,Female,Full,,Not Stated,Not Stated,82.57,United States,2014,90.27
32030,Cost utility analysis of HIV pre exposure prophylaxis among men who have sex with men in Israel,"BACKGROUND: Between 2011 and 2015, Men who have sex with men (MSM) accounted for nearly half of new HIV cases among men in Israel. This study carries out a cost-utility analysis of PrEP (HIV Pre Exposure Prophylaxis), an antiretroviral medication that can protect against the acquisition of HIV infection, whose incidence rate in Israel is around 1.74 per 1000 MSM. METHOD: Epidemiological, demographic, health service utilisation and economic data were integrated into a spread-sheet model in order to calculate the cost per averted disability-adjusted life year (DALY) of the intervention from a societal perspective, in mid-2018 US$ using a 3% discount rate. Cost utility analyses were performed for both types of PrEP delivery (continuous regimen and on-demand), together with sensitivity analyses on numbers of condom users who take up PrEP (baseline 25%) and subsequently abandon condom use (baseline 75%), PrEP efficacy (baseline 86%), PrEP prices and monitoring costs. RESULTS: Around 21.3% of MSM are high risk (as defined by having unprotected anal intercourse). Offering PrEP to this group would have a ten year net cost of around 1563 million USD, preventing 493 persons from becoming HIV-positive, averting around 1616 DALYs at a cost per averted DALY of around 967,744 USD. This will render the intervention to be not cost-effective. PrEP drug prices would have to fall dramatically (by 90.7%) for the intervention to become cost-effective (i.e. having a cost per averted DALY less than thrice GNP per capita) in Israel. PrEP remains not cost-effective (at 475,673 USD per averted DALY) even if intervention costs were reduced by using an ""on demand"" instead of a daily schedule. Even if there were no changes in condom use, the resultant 411,694 USD cost-utility ratio is still not cost-effective. CONCLUSIONS: Despite PrEPs high effectiveness against HIV, PrEP was found not to be cost-effective in the Israeli context because of a combination of relatively low HIV incidence, high PrEP costs, with a likelyhood that some low-risk MSM (ie: who use condoms) may well begin taking PrEP and as a consequence many of these will abandon condom use. Therefore, ways of minimizing these last two phenomena need to be found.",2020-99-35476,32103750,BMC Public Health,G M Ginsberg,2020,20 / 1,271,No,32103750,"G M Ginsberg; D Chemtob; Derek Richards; Angel Enrique; Nora Eilert; Matthew Franklin; Jorge Palacios; Daniel Duffy; Caroline Earley; Judith Chapman; Grace Jell; Sarah Sollesse; Ladislav Timulak; Cost utility analysis of HIV pre exposure prophylaxis among men who have sex with men in Israel, BMC Public Health, 2020 Oct 23; 20(1):1471-2458; 271",DALY,Israel,Not Stated,Pharmaceutical,pre exposure prophylaxis vs. None,men who have sex with men,Not Stated,19 Years,Male,Full,", Lifetime",3.00,3.00,967744,United States,2018,997434.53
32031,Cost utility analysis of HIV pre exposure prophylaxis among men who have sex with men in Israel,"BACKGROUND: Between 2011 and 2015, Men who have sex with men (MSM) accounted for nearly half of new HIV cases among men in Israel. This study carries out a cost-utility analysis of PrEP (HIV Pre Exposure Prophylaxis), an antiretroviral medication that can protect against the acquisition of HIV infection, whose incidence rate in Israel is around 1.74 per 1000 MSM. METHOD: Epidemiological, demographic, health service utilisation and economic data were integrated into a spread-sheet model in order to calculate the cost per averted disability-adjusted life year (DALY) of the intervention from a societal perspective, in mid-2018 US$ using a 3% discount rate. Cost utility analyses were performed for both types of PrEP delivery (continuous regimen and on-demand), together with sensitivity analyses on numbers of condom users who take up PrEP (baseline 25%) and subsequently abandon condom use (baseline 75%), PrEP efficacy (baseline 86%), PrEP prices and monitoring costs. RESULTS: Around 21.3% of MSM are high risk (as defined by having unprotected anal intercourse). Offering PrEP to this group would have a ten year net cost of around 1563 million USD, preventing 493 persons from becoming HIV-positive, averting around 1616 DALYs at a cost per averted DALY of around 967,744 USD. This will render the intervention to be not cost-effective. PrEP drug prices would have to fall dramatically (by 90.7%) for the intervention to become cost-effective (i.e. having a cost per averted DALY less than thrice GNP per capita) in Israel. PrEP remains not cost-effective (at 475,673 USD per averted DALY) even if intervention costs were reduced by using an ""on demand"" instead of a daily schedule. Even if there were no changes in condom use, the resultant 411,694 USD cost-utility ratio is still not cost-effective. CONCLUSIONS: Despite PrEPs high effectiveness against HIV, PrEP was found not to be cost-effective in the Israeli context because of a combination of relatively low HIV incidence, high PrEP costs, with a likelyhood that some low-risk MSM (ie: who use condoms) may well begin taking PrEP and as a consequence many of these will abandon condom use. Therefore, ways of minimizing these last two phenomena need to be found.",2020-99-35476,32103750,BMC Public Health,G M Ginsberg,2020,20 / 1,271,No,32103750,"G M Ginsberg; D Chemtob; Derek Richards; Angel Enrique; Nora Eilert; Matthew Franklin; Jorge Palacios; Daniel Duffy; Caroline Earley; Judith Chapman; Grace Jell; Sarah Sollesse; Ladislav Timulak; Cost utility analysis of HIV pre exposure prophylaxis among men who have sex with men in Israel, BMC Public Health, 2020 Oct 23; 20(1):1471-2458; 271",DALY,Israel,Not Stated,Pharmaceutical,pre exposure prophylaxis vs. None,men who have sex with men,Not Stated,19 Years,Male,Full,", Lifetime",3.00,3.00,1046219,United States,2018,1078317.15
32032,Cost utility analysis of HIV pre exposure prophylaxis among men who have sex with men in Israel,"BACKGROUND: Between 2011 and 2015, Men who have sex with men (MSM) accounted for nearly half of new HIV cases among men in Israel. This study carries out a cost-utility analysis of PrEP (HIV Pre Exposure Prophylaxis), an antiretroviral medication that can protect against the acquisition of HIV infection, whose incidence rate in Israel is around 1.74 per 1000 MSM. METHOD: Epidemiological, demographic, health service utilisation and economic data were integrated into a spread-sheet model in order to calculate the cost per averted disability-adjusted life year (DALY) of the intervention from a societal perspective, in mid-2018 US$ using a 3% discount rate. Cost utility analyses were performed for both types of PrEP delivery (continuous regimen and on-demand), together with sensitivity analyses on numbers of condom users who take up PrEP (baseline 25%) and subsequently abandon condom use (baseline 75%), PrEP efficacy (baseline 86%), PrEP prices and monitoring costs. RESULTS: Around 21.3% of MSM are high risk (as defined by having unprotected anal intercourse). Offering PrEP to this group would have a ten year net cost of around 1563 million USD, preventing 493 persons from becoming HIV-positive, averting around 1616 DALYs at a cost per averted DALY of around 967,744 USD. This will render the intervention to be not cost-effective. PrEP drug prices would have to fall dramatically (by 90.7%) for the intervention to become cost-effective (i.e. having a cost per averted DALY less than thrice GNP per capita) in Israel. PrEP remains not cost-effective (at 475,673 USD per averted DALY) even if intervention costs were reduced by using an ""on demand"" instead of a daily schedule. Even if there were no changes in condom use, the resultant 411,694 USD cost-utility ratio is still not cost-effective. CONCLUSIONS: Despite PrEPs high effectiveness against HIV, PrEP was found not to be cost-effective in the Israeli context because of a combination of relatively low HIV incidence, high PrEP costs, with a likelyhood that some low-risk MSM (ie: who use condoms) may well begin taking PrEP and as a consequence many of these will abandon condom use. Therefore, ways of minimizing these last two phenomena need to be found.",2020-99-35476,32103750,BMC Public Health,G M Ginsberg,2020,20 / 1,271,No,32103750,"G M Ginsberg; D Chemtob; Derek Richards; Angel Enrique; Nora Eilert; Matthew Franklin; Jorge Palacios; Daniel Duffy; Caroline Earley; Judith Chapman; Grace Jell; Sarah Sollesse; Ladislav Timulak; Cost utility analysis of HIV pre exposure prophylaxis among men who have sex with men in Israel, BMC Public Health, 2020 Oct 23; 20(1):1471-2458; 271",DALY,Israel,Not Stated,Pharmaceutical,pre exposure prophylaxis vs. None,men who have sex with men,Not Stated,19 Years,Male,Full,", Lifetime",3.00,3.00,798876,United States,2018,823385.63
32033,Japanese encephalitis vaccination in the Philippines: A cost-effectiveness analysis comparing alternative delivery strategies,"INTRODUCTION: Japanese encephalitis (JE) is a mosquito-borne viral infection of the brain that can cause permanent brain damage and death. In the Philippines, efforts are underway to deliver a live attenuated JE vaccine (CD-JEV) to children under five years of age (YOA), who are disproportionately infected. Multiple vaccination strategies are being considered. METHODS: We conducted a cost-effectiveness analysis comparing three vaccination strategies to the current state of no vaccination from the societal and government perspectives: (1) national routine vaccination only, (2) sub-national campaign followed by national routine, and (3) national campaign followed by national routine. We developed a Markov model to estimate impact of vaccination or no vaccination over the child''s lifetime horizon, assuming an annual incidence of 10.6 cases per 100,000. Costs of illness ($859/case), vaccine ($0.50/dose), routine vaccination ($0.95/dose), and campaign vaccination ($0.98/dose) were based on hospital financial records, expert opinion and literature. The societal perspective included transportation and opportunity costs of caregiver time, in addition to costs incurred by the health system. RESULTS: JE vaccination via national campaign followed by national routine delivery was the most cost-effective strategy modeled with a cost per disability adjusted life year (DALY) averted of $233 and $29 from the government and societal perspectives, respectively. Results were similar for other delivery strategies with cost/DALY ranging from $233 to $265 from the government perspective and $29-$57 from the societal perspective. JE vaccination was projected to prevent 27,856-37,277 cases, 5571-7455 deaths, and 173,233-230,704 DALYs among children under five over 20 consecutive birth cohorts. Total incremental costs of vaccination versus no vaccination over 20 birth cohorts were $6.6-$9.8 million from the societal perspective ($230 K-$440 K annually) and $45.9-$53.9 million ($2.2 M-$2.7 M annually) from the governmental perspective. CONCLUSION: Vaccination with CD-JEV in the Philippines is projected to be cost-effective, reducing long-term costs associated with JE illness and improving health outcomes compared to no vaccination.",2020-99-36420,32085954,Vaccine,Elisabeth Vodicka,2020,38 / 13,2833-2840,Yes,32085954,"Elisabeth Vodicka; Marita Zimmermann; Anna Lena Lopez; Maria Wilda Silva; Leonita Gorgolon; Toda Kohei; Jessica Mooney; Farzana Muhib; Clint Pecenka; Anthony A Marfin; Japanese encephalitis vaccination in the Philippines: A cost-effectiveness analysis comparing alternative delivery strategies, Vaccine, 2020 Mar 17; 38(13):1873-2518; 2833-2840",DALY,Philippines,Not Stated,"Care Delivery, Immunization",nationwide routine japanese encephalitis immunization vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,57,United States,2017,60.18
32034,Japanese encephalitis vaccination in the Philippines: A cost-effectiveness analysis comparing alternative delivery strategies,"INTRODUCTION: Japanese encephalitis (JE) is a mosquito-borne viral infection of the brain that can cause permanent brain damage and death. In the Philippines, efforts are underway to deliver a live attenuated JE vaccine (CD-JEV) to children under five years of age (YOA), who are disproportionately infected. Multiple vaccination strategies are being considered. METHODS: We conducted a cost-effectiveness analysis comparing three vaccination strategies to the current state of no vaccination from the societal and government perspectives: (1) national routine vaccination only, (2) sub-national campaign followed by national routine, and (3) national campaign followed by national routine. We developed a Markov model to estimate impact of vaccination or no vaccination over the child''s lifetime horizon, assuming an annual incidence of 10.6 cases per 100,000. Costs of illness ($859/case), vaccine ($0.50/dose), routine vaccination ($0.95/dose), and campaign vaccination ($0.98/dose) were based on hospital financial records, expert opinion and literature. The societal perspective included transportation and opportunity costs of caregiver time, in addition to costs incurred by the health system. RESULTS: JE vaccination via national campaign followed by national routine delivery was the most cost-effective strategy modeled with a cost per disability adjusted life year (DALY) averted of $233 and $29 from the government and societal perspectives, respectively. Results were similar for other delivery strategies with cost/DALY ranging from $233 to $265 from the government perspective and $29-$57 from the societal perspective. JE vaccination was projected to prevent 27,856-37,277 cases, 5571-7455 deaths, and 173,233-230,704 DALYs among children under five over 20 consecutive birth cohorts. Total incremental costs of vaccination versus no vaccination over 20 birth cohorts were $6.6-$9.8 million from the societal perspective ($230 K-$440 K annually) and $45.9-$53.9 million ($2.2 M-$2.7 M annually) from the governmental perspective. CONCLUSION: Vaccination with CD-JEV in the Philippines is projected to be cost-effective, reducing long-term costs associated with JE illness and improving health outcomes compared to no vaccination.",2020-99-36420,32085954,Vaccine,Elisabeth Vodicka,2020,38 / 13,2833-2840,Yes,32085954,"Elisabeth Vodicka; Marita Zimmermann; Anna Lena Lopez; Maria Wilda Silva; Leonita Gorgolon; Toda Kohei; Jessica Mooney; Farzana Muhib; Clint Pecenka; Anthony A Marfin; Japanese encephalitis vaccination in the Philippines: A cost-effectiveness analysis comparing alternative delivery strategies, Vaccine, 2020 Mar 17; 38(13):1873-2518; 2833-2840",DALY,Philippines,Not Stated,"Care Delivery, Immunization",one time regional japanese encephalitis immunization --> national japanese encephalitis immunization at 9 months vs. None,"Ilocos, Cagayan Valley, and Central Luz",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,50,United States,2017,52.79
32035,Japanese encephalitis vaccination in the Philippines: A cost-effectiveness analysis comparing alternative delivery strategies,"INTRODUCTION: Japanese encephalitis (JE) is a mosquito-borne viral infection of the brain that can cause permanent brain damage and death. In the Philippines, efforts are underway to deliver a live attenuated JE vaccine (CD-JEV) to children under five years of age (YOA), who are disproportionately infected. Multiple vaccination strategies are being considered. METHODS: We conducted a cost-effectiveness analysis comparing three vaccination strategies to the current state of no vaccination from the societal and government perspectives: (1) national routine vaccination only, (2) sub-national campaign followed by national routine, and (3) national campaign followed by national routine. We developed a Markov model to estimate impact of vaccination or no vaccination over the child''s lifetime horizon, assuming an annual incidence of 10.6 cases per 100,000. Costs of illness ($859/case), vaccine ($0.50/dose), routine vaccination ($0.95/dose), and campaign vaccination ($0.98/dose) were based on hospital financial records, expert opinion and literature. The societal perspective included transportation and opportunity costs of caregiver time, in addition to costs incurred by the health system. RESULTS: JE vaccination via national campaign followed by national routine delivery was the most cost-effective strategy modeled with a cost per disability adjusted life year (DALY) averted of $233 and $29 from the government and societal perspectives, respectively. Results were similar for other delivery strategies with cost/DALY ranging from $233 to $265 from the government perspective and $29-$57 from the societal perspective. JE vaccination was projected to prevent 27,856-37,277 cases, 5571-7455 deaths, and 173,233-230,704 DALYs among children under five over 20 consecutive birth cohorts. Total incremental costs of vaccination versus no vaccination over 20 birth cohorts were $6.6-$9.8 million from the societal perspective ($230 K-$440 K annually) and $45.9-$53.9 million ($2.2 M-$2.7 M annually) from the governmental perspective. CONCLUSION: Vaccination with CD-JEV in the Philippines is projected to be cost-effective, reducing long-term costs associated with JE illness and improving health outcomes compared to no vaccination.",2020-99-36420,32085954,Vaccine,Elisabeth Vodicka,2020,38 / 13,2833-2840,Yes,32085954,"Elisabeth Vodicka; Marita Zimmermann; Anna Lena Lopez; Maria Wilda Silva; Leonita Gorgolon; Toda Kohei; Jessica Mooney; Farzana Muhib; Clint Pecenka; Anthony A Marfin; Japanese encephalitis vaccination in the Philippines: A cost-effectiveness analysis comparing alternative delivery strategies, Vaccine, 2020 Mar 17; 38(13):1873-2518; 2833-2840",DALY,Philippines,Not Stated,"Care Delivery, Immunization",one time nationwide campaign for japanese encephalitis immunization --> nationwide routine for japanese encephalitis immunization at 9 months vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,29,United States,2017,30.62
