index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
30419,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Timor-Leste,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,747.26,International,2015,815.97
30420,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Togo,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,147.9,International,2015,161.5
30421,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Tonga,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,11176.5,International,2015,12204.19
30422,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Trinidad and Tobago,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,1098.89,International,2015,1199.93
30423,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Tunisia,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,108.9,International,2015,118.91
30424,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Turkey,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,194.41,International,2015,212.29
30425,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Turkmenistan,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,207.21,International,2015,226.26
30426,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Belarus,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,127.11,International,2015,138.8
30427,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Uganda,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,151.08,International,2015,164.97
30428,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Ukraine,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,Not Stated,49.72,International,2015,54.29
