index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
19325,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; targeting approach, 90% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,128788,United States,2017,135981.36
19326,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,Plan C – zero cost for PrEP drug; test-and-treat PrEP coverage vs. None,Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,396874,United States,2017,419041.11
19327,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; non-targeting approach, 10% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,261863,United States,2017,276489.17
19328,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; non-targeting approach, 30% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,192991,United States,2017,203770.37
19329,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; non-targeting approach, 90% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,180901,United States,2017,191005.09
19330,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; targeting approach, 10% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,307290,United States,2017,324453.46
19331,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; targeting approach, 30% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,228274,United States,2017,241024.08
19332,Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?,"Pre-exposure prophylaxis (PrEP) targeting high-risk men who have sex with men (MSM) has been shown to be a cost-effective HIV control measure. However, the approach could be a challenge in low HIV incidence places with a low proportion of high-risk MSM. To examine the impact of PrEP in such setting in Asia, we developed an epidemic model and conducted cost-effectiveness analysis using empirical multicentre clinical and HIV sequence data from HIV-infected MSM in Hong Kong, in conjunction with behavioural data of local MSM. Without PrEP, the HIV incidence (per 100 person-years) would increase from 1.1 to 1.6 between 2011 and 2021. PrEP could avert 3-63% of total new infections in a five-year period (2017-2021), the variability of which depends on the implementation strategies and combination with test-and-treat. However, under current market drug price in 2016, the incremental cost per quality-adjusted life-year gained (QALYG) of PrEP (USD1583136/QALYG) is almost 3 times higher than test-and-treat intervention alone (USD396874/QALYG). Assuming 93% fall of PrEP drug price and in combination with test-and-treat, putting 30% of MSM on non-targeting PrEP would be more feasible, cost-effective (USD268915/QALYG), and could avert more new infections (40%). PrEP could contribute to HIV epidemic control in a low incidence place.",2018-01-26579,30076362,Sci Rep,Ngai Sze Wong,2018,8 / 1,11641,No,30076362,"Ngai Sze Wong; Tsz Ho Kwan; Owen T Y Tsang; Man Po Lee; Wing Cheong Yam; Wilson Lam; Wai Shing Leung; Jacky M C Chan; Kai Man Ho; Shui Shan Lee; Pre-exposure prophylaxis (PrEP) for MSM in low HIV incidence places: should high risk individuals be targeted?, Sci Rep, 2018 Jan 10; 8(1):2045-2322; 11641",QALY,China,Not Stated,Pharmaceutical,"Plan C – zero cost for PrEP drug; targeting approach, 90% PrEP coverage vs. None",Men who have sex with men (MSM),Not Stated,19 Years,Male,Full,5 Years,3.50,3.50,168400,United States,2017,177805.86
19333,Cost-effectiveness of prostate boost with high-dose-rate brachytherapy versus intensity-modulated radiation therapy in the treatment of intermediate-high risk prostate cancer,"PURPOSE: The recently published ASCENDE-RT randomized clinical trial demonstrated improved biochemical control, albeit with increased toxicity, for a prostate boost with brachytherapy versus external beam radiation therapy alone in patients with intermediate-high risk prostate cancer. In this study, we investigated the cost-effectiveness of these two modalities in the treatment of intermediate-high risk prostate cancer. METHODS AND MATERIALS: A multistate Markov model was created to model a patient with intermediate-high risk prostate cancer. The two treatment options modeled were (1) 23 fractions of intensity-modulated radiation therapy (IMRT) and two fractions of high-dose-rate prostate brachytherapy (brachytherapy boost) and (2) 44 fractions of IMRT (IMRT alone). Each patient received 1 year of hormone therapy, per the ASCENDE-RT protocol. Model assumptions, including clinical outcomes, toxicity, and utilities were derived from the medical literature. Costs of radiation therapy were estimated using Medicare reimbursement data. RESULTS: The estimated expected lifetime cost of brachytherapy boost was $68,696, compared to $114,944 for IMRT alone. Brachytherapy boost significantly lowered expected lifetime treatment costs because it decreased the incidence of metastatic castration-resistant prostate cancer, cutting the use of expensive targeted therapy for metastatic castration-resistant prostate cancer. Brachytherapy boost had an expected quality-adjusted life years of 10.8 years, compared to 9.3 years for IMRT alone. One-way sensitivity analyses of our results found brachytherapy boost to be cost-effective over a wide range of cost, utility, and cancer progression rate assumptions. CONCLUSIONS: IMRT with high-dose-rate brachytherapy boost is a cost-effective treatment for intermediate-high risk prostate cancer compared to IMRT alone.",2018-01-26580,30076108,Brachytherapy,Charles C Vu,2018,/,,No,30076108,"Charles C Vu; Kevin G Blas; Thomas B Lanni; Gary S Gustafson; Daniel J Krauss; Cost-effectiveness of prostate boost with high-dose-rate brachytherapy versus intensity-modulated radiation therapy in the treatment of intermediate-high risk prostate cancer, Brachytherapy, 2018 Jul 31; ():1538-4721",QALY,United States of America,Not Stated,Medical Procedure,High-dose-rate brachytherapy vs. 44 fractions of intensity-modulated radiation therapy (IMRT),Not Stated,Not Stated,19 Years,Male,Full,Lifetime,3.00,3.00,-30832,United States,2016,-33247.62
19334,Comparative cost-effectiveness analysis of the subacromial spacer for irreparable and massive rotator cuff tears,"PURPOSE: There is ongoing debate regarding the optimal surgical treatment of irreparable rotator cuff tears (IRCT). This study aimed to assess within the Italian health care system the cost-effectiveness of subacromial spacer as a treatment modality for patients with IRCT. METHODS: An expected-value decision analysis was created comparing costs and outcomes of patients undergoing arthroscopic subacromial spacer implantation, rotator cuff repair (RCR), total shoulder arthroplasty, and conservative treatment for IRCTs. A broad literature search provided input data to extrapolate and inform treatment success and failure rates, costs, and health utility states for these outcomes. The primary outcome assessed was an incremental cost-effectiveness ratio (ICER) of subacromial spacer implantation versus shoulder arthroplasty, RCR, and conservative treatment. RESULTS: Subacromial spacer is favorable over both arthroscopic partial repair and shoulder arthroplasty since it costs less than both options and increases effectiveness by 0.06 and 0.10 quality-adjusted life years (QALYs), respectively. While conservative treatment is the least costly management strategy, subacromial spacer results in a gain of 0.05 QALYs for the additional cost of 522 euro, resulting in an ICER of 10,440 euro/QALY gain, which is below the standard willingness to pay ratio of $50,000 USD. Strategies with an ICER of less than 50,000 USD are considered to be cost-effective. CONCLUSIONS: Based on the available evidence and reasonably conservative assumptions, subacromial spacer is likely to provide a safe, effective, and cost-effective option for patients with massive IRCTs. Furthermore, this cost-effectiveness analysis may ultimately serve as a guide for development of health care system and insurer policy as well as clinical practice.",2018-01-26604,30066101,Int Orthop,Alessandro Castagna,2018,/,,No,30066101,"Alessandro Castagna; Raffaele Garofalo; Eran Maman; Alisha C Gray; Elizabeth A Brooks; Comparative cost-effectiveness analysis of the subacromial spacer for irreparable and massive rotator cuff tears, Int Orthop, 2018 Jul 31; ():1432-5195",QALY,Italy,Not Stated,Surgical,InSpace™ subacromial spacer implant vs. Non-operative care,Not Stated,Not Stated,19 Years,"Female, Male",Full,24 Months,Not Stated,Not Stated,10440,Euro,2017,12456.69
19335,Comparative cost-effectiveness analysis of the subacromial spacer for irreparable and massive rotator cuff tears,"PURPOSE: There is ongoing debate regarding the optimal surgical treatment of irreparable rotator cuff tears (IRCT). This study aimed to assess within the Italian health care system the cost-effectiveness of subacromial spacer as a treatment modality for patients with IRCT. METHODS: An expected-value decision analysis was created comparing costs and outcomes of patients undergoing arthroscopic subacromial spacer implantation, rotator cuff repair (RCR), total shoulder arthroplasty, and conservative treatment for IRCTs. A broad literature search provided input data to extrapolate and inform treatment success and failure rates, costs, and health utility states for these outcomes. The primary outcome assessed was an incremental cost-effectiveness ratio (ICER) of subacromial spacer implantation versus shoulder arthroplasty, RCR, and conservative treatment. RESULTS: Subacromial spacer is favorable over both arthroscopic partial repair and shoulder arthroplasty since it costs less than both options and increases effectiveness by 0.06 and 0.10 quality-adjusted life years (QALYs), respectively. While conservative treatment is the least costly management strategy, subacromial spacer results in a gain of 0.05 QALYs for the additional cost of 522 euro, resulting in an ICER of 10,440 euro/QALY gain, which is below the standard willingness to pay ratio of $50,000 USD. Strategies with an ICER of less than 50,000 USD are considered to be cost-effective. CONCLUSIONS: Based on the available evidence and reasonably conservative assumptions, subacromial spacer is likely to provide a safe, effective, and cost-effective option for patients with massive IRCTs. Furthermore, this cost-effectiveness analysis may ultimately serve as a guide for development of health care system and insurer policy as well as clinical practice.",2018-01-26604,30066101,Int Orthop,Alessandro Castagna,2018,/,,No,30066101,"Alessandro Castagna; Raffaele Garofalo; Eran Maman; Alisha C Gray; Elizabeth A Brooks; Comparative cost-effectiveness analysis of the subacromial spacer for irreparable and massive rotator cuff tears, Int Orthop, 2018 Jul 31; ():1432-5195",QALY,Italy,Not Stated,Surgical,Arthroscopic partial rotator cuff repair vs. InSpace™,Not Stated,Not Stated,19 Years,"Female, Male",Full,24 Months,Not Stated,Not Stated,-116417,Euro,2017,-138905.18
19336,Comparative cost-effectiveness analysis of the subacromial spacer for irreparable and massive rotator cuff tears,"PURPOSE: There is ongoing debate regarding the optimal surgical treatment of irreparable rotator cuff tears (IRCT). This study aimed to assess within the Italian health care system the cost-effectiveness of subacromial spacer as a treatment modality for patients with IRCT. METHODS: An expected-value decision analysis was created comparing costs and outcomes of patients undergoing arthroscopic subacromial spacer implantation, rotator cuff repair (RCR), total shoulder arthroplasty, and conservative treatment for IRCTs. A broad literature search provided input data to extrapolate and inform treatment success and failure rates, costs, and health utility states for these outcomes. The primary outcome assessed was an incremental cost-effectiveness ratio (ICER) of subacromial spacer implantation versus shoulder arthroplasty, RCR, and conservative treatment. RESULTS: Subacromial spacer is favorable over both arthroscopic partial repair and shoulder arthroplasty since it costs less than both options and increases effectiveness by 0.06 and 0.10 quality-adjusted life years (QALYs), respectively. While conservative treatment is the least costly management strategy, subacromial spacer results in a gain of 0.05 QALYs for the additional cost of 522 euro, resulting in an ICER of 10,440 euro/QALY gain, which is below the standard willingness to pay ratio of $50,000 USD. Strategies with an ICER of less than 50,000 USD are considered to be cost-effective. CONCLUSIONS: Based on the available evidence and reasonably conservative assumptions, subacromial spacer is likely to provide a safe, effective, and cost-effective option for patients with massive IRCTs. Furthermore, this cost-effectiveness analysis may ultimately serve as a guide for development of health care system and insurer policy as well as clinical practice.",2018-01-26604,30066101,Int Orthop,Alessandro Castagna,2018,/,,No,30066101,"Alessandro Castagna; Raffaele Garofalo; Eran Maman; Alisha C Gray; Elizabeth A Brooks; Comparative cost-effectiveness analysis of the subacromial spacer for irreparable and massive rotator cuff tears, Int Orthop, 2018 Jul 31; ():1432-5195",QALY,Italy,Not Stated,Surgical,Reverse shoulder arthroplasty vs. InSpace™ subacromial spacer implant,Not Stated,Not Stated,19 Years,"Female, Male",Full,24 Months,Not Stated,Not Stated,-137040,Euro,2017,-163511.9
19337,Intraductal papillary mucinous neoplasms of the pancreas - a cost-effectiveness analysis of management strategies for the branch-duct subtype,"BACKGROUND: Branch-duct intraductal papillary mucinous neoplasm (BD-IPMN) presents a clinical conundrum. Rigorous long-term surveillance or surgical resection is recommended. The economic consequences of the management have not been fully investigated. METHODS: A Markov decision model compared 4 strategies for low-risk BD-IPMN: I = upfront total pancreatectomy, II = upfront partial pancreatectomy, III = initial surveillance, IV = watchful waiting. Surveillance was based on the Swedish Guidelines for Pancreatic Cancer. Probabilities and costs were obtained from the participating unit and from the scientific literature. The incremental cost-effectiveness ratios (ICERs) were calculated and sensitivity analyses were performed by varying relevant parameters. Survival was reported in quality-adjusted life-years (QALYs). RESULTS: Strategy III was the most cost-effective strategy with an ICER of euro31 682 compared to strategy IV. Strategy I was the most expensive but yielded the best QALY (9.32). Total number of years, annual risk of pancreatic cancer and annual risk of a low-risk BD-IPMN turning into a high-risk lesion had the greatest impact in the model. CONCLUSIONS: Initial surveillance seems to be the most cost-effective strategy in the management of low-risk asymptomatic BD-IPMN. However, the possibility of personalized approaches remains to be investigated.",2018-01-26605,30064727,HPB (Oxford),Linus Aronsson,2018,/,,No,30064727,"Linus Aronsson; Daniel Ansari; Bodil Andersson; Ulf Persson; Adam Fridhammar; Roland Andersson; Intraductal papillary mucinous neoplasms of the pancreas - a cost-effectiveness analysis of management strategies for the branch-duct subtype, HPB (Oxford), 2018 Jul 28; ():1365-182X",QALY,Sweden,Not Stated,"Care Delivery, Surgical",Initial surveillance vs. Watchful waiting: symptomatic lesions (BDIPMN/high-risk BD-IPMN/cancer) were investigated and underwent partial pancreatectomy if deemed operable,Not Stated,65 Years,65 Years,"Female, Male",Full,35 Years,3.00,3.00,31682,Euro,2017,37801.99
19338,Intraductal papillary mucinous neoplasms of the pancreas - a cost-effectiveness analysis of management strategies for the branch-duct subtype,"BACKGROUND: Branch-duct intraductal papillary mucinous neoplasm (BD-IPMN) presents a clinical conundrum. Rigorous long-term surveillance or surgical resection is recommended. The economic consequences of the management have not been fully investigated. METHODS: A Markov decision model compared 4 strategies for low-risk BD-IPMN: I = upfront total pancreatectomy, II = upfront partial pancreatectomy, III = initial surveillance, IV = watchful waiting. Surveillance was based on the Swedish Guidelines for Pancreatic Cancer. Probabilities and costs were obtained from the participating unit and from the scientific literature. The incremental cost-effectiveness ratios (ICERs) were calculated and sensitivity analyses were performed by varying relevant parameters. Survival was reported in quality-adjusted life-years (QALYs). RESULTS: Strategy III was the most cost-effective strategy with an ICER of euro31 682 compared to strategy IV. Strategy I was the most expensive but yielded the best QALY (9.32). Total number of years, annual risk of pancreatic cancer and annual risk of a low-risk BD-IPMN turning into a high-risk lesion had the greatest impact in the model. CONCLUSIONS: Initial surveillance seems to be the most cost-effective strategy in the management of low-risk asymptomatic BD-IPMN. However, the possibility of personalized approaches remains to be investigated.",2018-01-26605,30064727,HPB (Oxford),Linus Aronsson,2018,/,,No,30064727,"Linus Aronsson; Daniel Ansari; Bodil Andersson; Ulf Persson; Adam Fridhammar; Roland Andersson; Intraductal papillary mucinous neoplasms of the pancreas - a cost-effectiveness analysis of management strategies for the branch-duct subtype, HPB (Oxford), 2018 Jul 28; ():1365-182X",QALY,Sweden,Not Stated,Not Stated,Partial pancreatectomy vs. Watchful waiting,Not Stated,79 Years,Not Stated,"Female, Male",Full,35 Years,3.00,3.00,278696,Euro,2017,332531.48
19339,Intraductal papillary mucinous neoplasms of the pancreas - a cost-effectiveness analysis of management strategies for the branch-duct subtype,"BACKGROUND: Branch-duct intraductal papillary mucinous neoplasm (BD-IPMN) presents a clinical conundrum. Rigorous long-term surveillance or surgical resection is recommended. The economic consequences of the management have not been fully investigated. METHODS: A Markov decision model compared 4 strategies for low-risk BD-IPMN: I = upfront total pancreatectomy, II = upfront partial pancreatectomy, III = initial surveillance, IV = watchful waiting. Surveillance was based on the Swedish Guidelines for Pancreatic Cancer. Probabilities and costs were obtained from the participating unit and from the scientific literature. The incremental cost-effectiveness ratios (ICERs) were calculated and sensitivity analyses were performed by varying relevant parameters. Survival was reported in quality-adjusted life-years (QALYs). RESULTS: Strategy III was the most cost-effective strategy with an ICER of euro31 682 compared to strategy IV. Strategy I was the most expensive but yielded the best QALY (9.32). Total number of years, annual risk of pancreatic cancer and annual risk of a low-risk BD-IPMN turning into a high-risk lesion had the greatest impact in the model. CONCLUSIONS: Initial surveillance seems to be the most cost-effective strategy in the management of low-risk asymptomatic BD-IPMN. However, the possibility of personalized approaches remains to be investigated.",2018-01-26605,30064727,HPB (Oxford),Linus Aronsson,2018,/,,No,30064727,"Linus Aronsson; Daniel Ansari; Bodil Andersson; Ulf Persson; Adam Fridhammar; Roland Andersson; Intraductal papillary mucinous neoplasms of the pancreas - a cost-effectiveness analysis of management strategies for the branch-duct subtype, HPB (Oxford), 2018 Jul 28; ():1365-182X",QALY,Sweden,Not Stated,Surgical,Total pancreatectomy vs. Watchful waiting: symptomatic lesions were investigated and underwent partial pancreatectomy if deemed operable.,Not Stated,65 Years,65 Years,"Female, Male",Full,35 Years,3.00,3.00,167731,Euro,2017,200131.46
