index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32829,Cost-Effectiveness of Mechanical Thrombectomy for Treatment of Nonminor Ischemic Stroke Across Europe,"BACKGROUND AND PURPOSE: Mechanical thrombectomy (MT) has been recommended for the treatment of nonminor ischemic stroke by national and international guidelines, but cost-effectiveness evidence has been generated for only a few countries using heterogeneous evaluation methods. We estimate the cost-effectiveness of MT across 32 European countries. METHODS: A Markov model was developed to estimate the cost-effectiveness of MT compared with standard care over a 5-year time horizon. Patients with ischemic stroke eligible for MT were identified from 2017 country-specific incidence data. A societal perspective was adopted, including health, social, and informal care costs, and productivity losses. Model outcomes were expressed as quality-adjusted life years. Sensitivity analyses were conducted to test the robustness of findings. RESULTS: We identified 267 514 ischemic stroke cases that were eligible for MT treatment across 32 European countries. MT was found to be more effective and cheaper than standard care in two-thirds of the countries (21/32) and cost-effective in all but one country (Bulgaria). Across Europe, the intervention was estimated to produce over 101 327 additional quality-adjusted life years (95% uncertainty interval, 65 180-149 085) and cost savings of $981 million (€868 million, 95% uncertainty interval, -1544 to 2564) and of $1.7 billion (€1.5 billion, 95% uncertainty interval, -1.2 to 3.6) in health and social care and societal costs, respectively. CONCLUSIONS: MT is highly likely to be cost-effective compared with standard care across Europe as a whole and in the vast majority of European countries.",2021-01-34387,33423511,Stroke,Paolo Candio,2021,52 / 2,664-673,No,33423511,"Paolo Candio; Mara Violato; Jose Leal; Ramon Luengo-Fernandez; Cost-Effectiveness of Mechanical Thrombectomy for Treatment of Nonminor Ischemic Stroke Across Europe, Stroke, 2021 Jan; 52(2):1524-4628; 664-673",QALY,United Kingdom,Cerebrovascular diseases,"Pharmaceutical, Surgical",mechanical thrombectomy + intravenous thrombolysis vs. intravenous thrombolysis,Not Stated,Not Stated,20 Years,"Male, Female",Full,5 Years,3.50,3.50,Not Stated,United States,2017,Not Stated
32830,Cost-Effectiveness of Mechanical Thrombectomy for Treatment of Nonminor Ischemic Stroke Across Europe,"BACKGROUND AND PURPOSE: Mechanical thrombectomy (MT) has been recommended for the treatment of nonminor ischemic stroke by national and international guidelines, but cost-effectiveness evidence has been generated for only a few countries using heterogeneous evaluation methods. We estimate the cost-effectiveness of MT across 32 European countries. METHODS: A Markov model was developed to estimate the cost-effectiveness of MT compared with standard care over a 5-year time horizon. Patients with ischemic stroke eligible for MT were identified from 2017 country-specific incidence data. A societal perspective was adopted, including health, social, and informal care costs, and productivity losses. Model outcomes were expressed as quality-adjusted life years. Sensitivity analyses were conducted to test the robustness of findings. RESULTS: We identified 267 514 ischemic stroke cases that were eligible for MT treatment across 32 European countries. MT was found to be more effective and cheaper than standard care in two-thirds of the countries (21/32) and cost-effective in all but one country (Bulgaria). Across Europe, the intervention was estimated to produce over 101 327 additional quality-adjusted life years (95% uncertainty interval, 65 180-149 085) and cost savings of $981 million (€868 million, 95% uncertainty interval, -1544 to 2564) and of $1.7 billion (€1.5 billion, 95% uncertainty interval, -1.2 to 3.6) in health and social care and societal costs, respectively. CONCLUSIONS: MT is highly likely to be cost-effective compared with standard care across Europe as a whole and in the vast majority of European countries.",2021-01-34387,33423511,Stroke,Paolo Candio,2021,52 / 2,664-673,No,33423511,"Paolo Candio; Mara Violato; Jose Leal; Ramon Luengo-Fernandez; Cost-Effectiveness of Mechanical Thrombectomy for Treatment of Nonminor Ischemic Stroke Across Europe, Stroke, 2021 Jan; 52(2):1524-4628; 664-673",QALY,"Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, French Republic, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Iceland, Israel, Norway, Switzerland, United Kingdom",Cerebrovascular diseases,Pharmaceutical,mechanical thrombectomy + intravenous thrombolysis vs. intravenous thrombolysis,Not Stated,Not Stated,20 Years,"Male, Female",Full,5 Years,3.50,3.50,Not Stated,United States,2017,Not Stated
32831,Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation,"BACKGROUND: The current standard of care (SOC) for whole breast radiotherapy (WBRT) in the US is conventional tangential photon fields. Advanced WBRT techniques may provide similar tumor control and better normal tissue sparing, but it is controversial whether the medical benefits of an advanced technology are significant enough to justify its higher cost. OBJECTIVE: To analyze the cost-effectiveness of six advanced WBRT techniques compared with SOC. METHODS: We developed a Markov model to simulate health states for one cohort of women (65-year-old) with early-stage breast cancer over 15 years after WBRT. The cost effectiveness analyses of field-in-field (FIF), hybrid intensity modulated radiotherapy (IMRT), full IMRT, standard volumetric modulated arc therapy (STD-VMAT), multiple arc VMAT (MA-VMAT), non-coplanar VMAT (NC-VMAT) compared with SOC were performed with both tumor control and radiogenic side effects considered. Transition probabilities and utilities for each health state were obtained from literature. Costs incurred by payers were adopted from literature and Medicare data. Quality-adjusted life years (QALYs) and incremental cost-effectiveness ratio (ICER) were calculated. One-way sensitivity analyses and probabilistic sensitivity analyses (PSA) were performed to evaluate the impact of uncertainties on the final results. RESULTS: FIF has the lowest ICER value of 1,511 $/QALY. The one-way analyses show that the cost-effectiveness of advanced WBRT techniques is most sensitive to the probability of developing contralateral breast cancer. PSAs show that SOC is more cost effective than almost all advanced WBRT techniques at a willingness-to-pay (WTP) threshold of 50,000 $/QALY, while FIF, hybrid IMRT and MA-VMAT are more cost-effective than SOC with a probability of 59.2%, 72.3% and 72.6% at a WTP threshold of 100,000 $/QALY, respectively. CONCLUSIONS: FIF might be the most cost-effective option for WBRT patients at a WTP threshold of 50,000 $/QALY, while hybrid IMRT and MA-VMAT might be the most cost-effective options at a WTP threshold of 100,000 $/QALY.",2021-01-34382,33684139,PLoS One,Yibo Xie,2021,16 / 3,e0248220,No,33684139,"Yibo Xie; Beibei Guo; Rui Zhang; Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation, PLoS One , 2021; 16(3):1932-6203; e0248220",QALY,United States of America,"Malignant neoplasms, breast and female genital organs",Medical Procedure,field-in-field whole breast radiotherapy vs. conventional tangential photon fields (standard of care),"early stage breast cancer, post lumpectomy",65 Years,65 Years,Female,Full,15 Years,3.00,3.00,1511,United States,2019,1601.5
32832,Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation,"BACKGROUND: The current standard of care (SOC) for whole breast radiotherapy (WBRT) in the US is conventional tangential photon fields. Advanced WBRT techniques may provide similar tumor control and better normal tissue sparing, but it is controversial whether the medical benefits of an advanced technology are significant enough to justify its higher cost. OBJECTIVE: To analyze the cost-effectiveness of six advanced WBRT techniques compared with SOC. METHODS: We developed a Markov model to simulate health states for one cohort of women (65-year-old) with early-stage breast cancer over 15 years after WBRT. The cost effectiveness analyses of field-in-field (FIF), hybrid intensity modulated radiotherapy (IMRT), full IMRT, standard volumetric modulated arc therapy (STD-VMAT), multiple arc VMAT (MA-VMAT), non-coplanar VMAT (NC-VMAT) compared with SOC were performed with both tumor control and radiogenic side effects considered. Transition probabilities and utilities for each health state were obtained from literature. Costs incurred by payers were adopted from literature and Medicare data. Quality-adjusted life years (QALYs) and incremental cost-effectiveness ratio (ICER) were calculated. One-way sensitivity analyses and probabilistic sensitivity analyses (PSA) were performed to evaluate the impact of uncertainties on the final results. RESULTS: FIF has the lowest ICER value of 1,511 $/QALY. The one-way analyses show that the cost-effectiveness of advanced WBRT techniques is most sensitive to the probability of developing contralateral breast cancer. PSAs show that SOC is more cost effective than almost all advanced WBRT techniques at a willingness-to-pay (WTP) threshold of 50,000 $/QALY, while FIF, hybrid IMRT and MA-VMAT are more cost-effective than SOC with a probability of 59.2%, 72.3% and 72.6% at a WTP threshold of 100,000 $/QALY, respectively. CONCLUSIONS: FIF might be the most cost-effective option for WBRT patients at a WTP threshold of 50,000 $/QALY, while hybrid IMRT and MA-VMAT might be the most cost-effective options at a WTP threshold of 100,000 $/QALY.",2021-01-34382,33684139,PLoS One,Yibo Xie,2021,16 / 3,e0248220,No,33684139,"Yibo Xie; Beibei Guo; Rui Zhang; Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation, PLoS One , 2021; 16(3):1932-6203; e0248220",QALY,United States of America,"Malignant neoplasms, breast and female genital organs",Medical Procedure,hybrid intensity modulated radiotherapy for whole breast vs. conventional tangential photon fields whole breast radiotherapy (standard of care),"early stage breast cancer, post lumpectomy",65 Years,65 Years,Female,Full,15 Years,3.00,3.00,86316,United States,2019,91486.04
32833,Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation,"BACKGROUND: The current standard of care (SOC) for whole breast radiotherapy (WBRT) in the US is conventional tangential photon fields. Advanced WBRT techniques may provide similar tumor control and better normal tissue sparing, but it is controversial whether the medical benefits of an advanced technology are significant enough to justify its higher cost. OBJECTIVE: To analyze the cost-effectiveness of six advanced WBRT techniques compared with SOC. METHODS: We developed a Markov model to simulate health states for one cohort of women (65-year-old) with early-stage breast cancer over 15 years after WBRT. The cost effectiveness analyses of field-in-field (FIF), hybrid intensity modulated radiotherapy (IMRT), full IMRT, standard volumetric modulated arc therapy (STD-VMAT), multiple arc VMAT (MA-VMAT), non-coplanar VMAT (NC-VMAT) compared with SOC were performed with both tumor control and radiogenic side effects considered. Transition probabilities and utilities for each health state were obtained from literature. Costs incurred by payers were adopted from literature and Medicare data. Quality-adjusted life years (QALYs) and incremental cost-effectiveness ratio (ICER) were calculated. One-way sensitivity analyses and probabilistic sensitivity analyses (PSA) were performed to evaluate the impact of uncertainties on the final results. RESULTS: FIF has the lowest ICER value of 1,511 $/QALY. The one-way analyses show that the cost-effectiveness of advanced WBRT techniques is most sensitive to the probability of developing contralateral breast cancer. PSAs show that SOC is more cost effective than almost all advanced WBRT techniques at a willingness-to-pay (WTP) threshold of 50,000 $/QALY, while FIF, hybrid IMRT and MA-VMAT are more cost-effective than SOC with a probability of 59.2%, 72.3% and 72.6% at a WTP threshold of 100,000 $/QALY, respectively. CONCLUSIONS: FIF might be the most cost-effective option for WBRT patients at a WTP threshold of 50,000 $/QALY, while hybrid IMRT and MA-VMAT might be the most cost-effective options at a WTP threshold of 100,000 $/QALY.",2021-01-34382,33684139,PLoS One,Yibo Xie,2021,16 / 3,e0248220,No,33684139,"Yibo Xie; Beibei Guo; Rui Zhang; Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation, PLoS One , 2021; 16(3):1932-6203; e0248220",QALY,United States of America,"Malignant neoplasms, breast and female genital organs",Medical Procedure,full intensity modulated radiotherapy for whole breast vs. conventional tangential photon fields whole breast radiotherapy (standard of care),"early stage breast cancer, post lumpectomy",65 Years,65 Years,Female,Full,15 Years,3.00,3.00,121087,United States,2019,128339.71
32834,Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation,"BACKGROUND: The current standard of care (SOC) for whole breast radiotherapy (WBRT) in the US is conventional tangential photon fields. Advanced WBRT techniques may provide similar tumor control and better normal tissue sparing, but it is controversial whether the medical benefits of an advanced technology are significant enough to justify its higher cost. OBJECTIVE: To analyze the cost-effectiveness of six advanced WBRT techniques compared with SOC. METHODS: We developed a Markov model to simulate health states for one cohort of women (65-year-old) with early-stage breast cancer over 15 years after WBRT. The cost effectiveness analyses of field-in-field (FIF), hybrid intensity modulated radiotherapy (IMRT), full IMRT, standard volumetric modulated arc therapy (STD-VMAT), multiple arc VMAT (MA-VMAT), non-coplanar VMAT (NC-VMAT) compared with SOC were performed with both tumor control and radiogenic side effects considered. Transition probabilities and utilities for each health state were obtained from literature. Costs incurred by payers were adopted from literature and Medicare data. Quality-adjusted life years (QALYs) and incremental cost-effectiveness ratio (ICER) were calculated. One-way sensitivity analyses and probabilistic sensitivity analyses (PSA) were performed to evaluate the impact of uncertainties on the final results. RESULTS: FIF has the lowest ICER value of 1,511 $/QALY. The one-way analyses show that the cost-effectiveness of advanced WBRT techniques is most sensitive to the probability of developing contralateral breast cancer. PSAs show that SOC is more cost effective than almost all advanced WBRT techniques at a willingness-to-pay (WTP) threshold of 50,000 $/QALY, while FIF, hybrid IMRT and MA-VMAT are more cost-effective than SOC with a probability of 59.2%, 72.3% and 72.6% at a WTP threshold of 100,000 $/QALY, respectively. CONCLUSIONS: FIF might be the most cost-effective option for WBRT patients at a WTP threshold of 50,000 $/QALY, while hybrid IMRT and MA-VMAT might be the most cost-effective options at a WTP threshold of 100,000 $/QALY.",2021-01-34382,33684139,PLoS One,Yibo Xie,2021,16 / 3,e0248220,No,33684139,"Yibo Xie; Beibei Guo; Rui Zhang; Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation, PLoS One , 2021; 16(3):1932-6203; e0248220",QALY,United States of America,"Malignant neoplasms, breast and female genital organs",Medical Procedure,standard volumetric modulated arc radiotherapy for whole breast vs. conventional tangential photon fields whole breast radiotherapy (standard of care),"early stage breast cancer, post lumpectomy",65 Years,65 Years,Female,Full,15 Years,3.00,3.00,99315,United States,2019,105263.64
32835,Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation,"BACKGROUND: The current standard of care (SOC) for whole breast radiotherapy (WBRT) in the US is conventional tangential photon fields. Advanced WBRT techniques may provide similar tumor control and better normal tissue sparing, but it is controversial whether the medical benefits of an advanced technology are significant enough to justify its higher cost. OBJECTIVE: To analyze the cost-effectiveness of six advanced WBRT techniques compared with SOC. METHODS: We developed a Markov model to simulate health states for one cohort of women (65-year-old) with early-stage breast cancer over 15 years after WBRT. The cost effectiveness analyses of field-in-field (FIF), hybrid intensity modulated radiotherapy (IMRT), full IMRT, standard volumetric modulated arc therapy (STD-VMAT), multiple arc VMAT (MA-VMAT), non-coplanar VMAT (NC-VMAT) compared with SOC were performed with both tumor control and radiogenic side effects considered. Transition probabilities and utilities for each health state were obtained from literature. Costs incurred by payers were adopted from literature and Medicare data. Quality-adjusted life years (QALYs) and incremental cost-effectiveness ratio (ICER) were calculated. One-way sensitivity analyses and probabilistic sensitivity analyses (PSA) were performed to evaluate the impact of uncertainties on the final results. RESULTS: FIF has the lowest ICER value of 1,511 $/QALY. The one-way analyses show that the cost-effectiveness of advanced WBRT techniques is most sensitive to the probability of developing contralateral breast cancer. PSAs show that SOC is more cost effective than almost all advanced WBRT techniques at a willingness-to-pay (WTP) threshold of 50,000 $/QALY, while FIF, hybrid IMRT and MA-VMAT are more cost-effective than SOC with a probability of 59.2%, 72.3% and 72.6% at a WTP threshold of 100,000 $/QALY, respectively. CONCLUSIONS: FIF might be the most cost-effective option for WBRT patients at a WTP threshold of 50,000 $/QALY, while hybrid IMRT and MA-VMAT might be the most cost-effective options at a WTP threshold of 100,000 $/QALY.",2021-01-34382,33684139,PLoS One,Yibo Xie,2021,16 / 3,e0248220,No,33684139,"Yibo Xie; Beibei Guo; Rui Zhang; Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation, PLoS One , 2021; 16(3):1932-6203; e0248220",QALY,United States of America,"Malignant neoplasms, breast and female genital organs",Medical Procedure,noncoplanar volumetric modulated arc radiotherapy for whole breast vs. conventional tangential photon fields whole breast radiotherapy (standard of care),"early stage breast cancer, post lumpectomy",65 Years,65 Years,Female,Full,15 Years,3.00,3.00,97759,United States,2019,103614.44
32836,Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation,"BACKGROUND: The current standard of care (SOC) for whole breast radiotherapy (WBRT) in the US is conventional tangential photon fields. Advanced WBRT techniques may provide similar tumor control and better normal tissue sparing, but it is controversial whether the medical benefits of an advanced technology are significant enough to justify its higher cost. OBJECTIVE: To analyze the cost-effectiveness of six advanced WBRT techniques compared with SOC. METHODS: We developed a Markov model to simulate health states for one cohort of women (65-year-old) with early-stage breast cancer over 15 years after WBRT. The cost effectiveness analyses of field-in-field (FIF), hybrid intensity modulated radiotherapy (IMRT), full IMRT, standard volumetric modulated arc therapy (STD-VMAT), multiple arc VMAT (MA-VMAT), non-coplanar VMAT (NC-VMAT) compared with SOC were performed with both tumor control and radiogenic side effects considered. Transition probabilities and utilities for each health state were obtained from literature. Costs incurred by payers were adopted from literature and Medicare data. Quality-adjusted life years (QALYs) and incremental cost-effectiveness ratio (ICER) were calculated. One-way sensitivity analyses and probabilistic sensitivity analyses (PSA) were performed to evaluate the impact of uncertainties on the final results. RESULTS: FIF has the lowest ICER value of 1,511 $/QALY. The one-way analyses show that the cost-effectiveness of advanced WBRT techniques is most sensitive to the probability of developing contralateral breast cancer. PSAs show that SOC is more cost effective than almost all advanced WBRT techniques at a willingness-to-pay (WTP) threshold of 50,000 $/QALY, while FIF, hybrid IMRT and MA-VMAT are more cost-effective than SOC with a probability of 59.2%, 72.3% and 72.6% at a WTP threshold of 100,000 $/QALY, respectively. CONCLUSIONS: FIF might be the most cost-effective option for WBRT patients at a WTP threshold of 50,000 $/QALY, while hybrid IMRT and MA-VMAT might be the most cost-effective options at a WTP threshold of 100,000 $/QALY.",2021-01-34382,33684139,PLoS One,Yibo Xie,2021,16 / 3,e0248220,No,33684139,"Yibo Xie; Beibei Guo; Rui Zhang; Cost-effectiveness analysis of radiotherapy techniques for whole breast irradiation, PLoS One , 2021; 16(3):1932-6203; e0248220",QALY,United States of America,"Malignant neoplasms, breast and female genital organs",Medical Procedure,multiple arc volumetric modulated arc radiotherapy vs. conventional tangential photon fields whole breast radiotherapy (standard of care),"early stage breast cancer, post lumpectomy",65 Years,65 Years,Female,Full,15 Years,3.00,3.00,91872,United States,2019,97374.83
32837,Cost-effectiveness Analysis of Atezolizumab Plus Nab-Paclitaxel for Advanced PD-L1 Positive Triple-Negative Breast Cancer in Japan,"BACKGROUND AND OBJECTIVES: Atezolizumab is an anti-programmed death ligand 1 (PD-L1) antibody that shows good safety and efficacy for patients with PD-L1-positive triple-negative breast cancer (TNBC). The cost of atezolizumab therapy is expensive, and its economic burden is an important problem. In this study, we evaluated the cost effectiveness of atezolizumab plus nab-paclitaxel therapy (AnP) compared with nab-paclitaxel monotherapy (nP) for PD-L1-positive TNBC under Japanese medical conditions and environments using a Markov model. METHODS: The medical information was collected from data published by the IMpassion130 trial. A Markov model was established to simulate the number of patients in each disease state after AnP or nP therapy during each time period. As indices for cost effectiveness, total cost, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios (ICER) were calculated. Probabilistic sensitivity analysis (PSA) was used to assess the uncertainty of the model using 10,000 Monte Carlo simulations with difference parameters. RESULTS: The QALYs for AnP treatment were longer than for nP treatment (1.12 vs 0.82 QALYs), but the total cost of AnP treatment was more expensive than that of nP treatment (¥11,070,143 vs ¥2,056,164). The ICER values comparing AnP treatment with nP treatment were ¥30,208,143/QALY. The ICER/QALY was more expensive than the willingness-to-pay (WTP) of ¥15,000,000 per QALY. To achieve a 50% cost-effective probability with a WTP threshold, the price of the atezolizumab should be reduced by 55.1%. CONCLUSIONS: AnP was not cost effective compared to nP for PD-L1-positive inoperable TNBC under the Japanese condition.",2021-01-34389,33674955,Clin Drug Investig,Yugo Chisaki,2021,/,,Yes,33674955,"Yugo Chisaki; Yoshiki Kuwada; Chikako Matsumura; Yoshitaka Yano; Cost-effectiveness Analysis of Atezolizumab Plus Nab-Paclitaxel for Advanced PD-L1 Positive Triple-Negative Breast Cancer in Japan, Clin Drug Investig, 2021 Mar 5; ():1173-2563",QALY,Japan,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,atezolizumab vs. nab-paclitaxel monotherapy,"triple negative breast cancer, anti-programmed death ligand 1 (PD-L1) positive breast cancer, IMpassion 130 trial participant",Not Stated,18 Years,Female,Full,3 Years,2.00,2.00,30208143,Japan,2019,293792.67
32838,Economic Evaluation of Andexanet Versus Prothrombin Complex Concentrate for Reversal of Factor Xa-Associated Intracranial Hemorrhage,"BACKGROUND AND PURPOSE: Andexanet was approved by the Food and Drug Administration in 2018 for reversal of life-threatening or uncontrolled bleeding associated with factor Xa anticoagulation; however, the cost-effectiveness of Andexanet compared with standard of care (ie, prothrombin complex concentrate, PCC) in patients with factor Xa-associated intracranial hemorrhage (ICrH) is unknown. METHODS: Cost-effectiveness analysis using a Markov cohort decision analytic model with a lifetime horizon was completed to determine the costs and benefits of Andexanet compared with PCC for reversal of factor Xa-associated ICrH. The population of interest was patients living in Canada on chronic factor Xa inhibitors for prevention of ischemic stroke in nonvalvular atrial fibrillation or the prevention/treatment of venous thromboembolism, presenting with an ICrH. Outcomes of interest were life expectancy (measured in years), quality-adjusted life years (QALY), costs (reported in 2020 Canadian dollars), and the incremental cost-effectiveness ratio. RESULTS: An overall reduction in fatal ICrH and increase in thromboembolic events was associated with Andexanet compared with PCC. Andexanet had the highest discounted life expectancy of 2.53 years and a discounted QALY of 1.55. PCC had a discounted life expectancy of 2.09 years and a discounted QALY of 1.28. The average discounted lifetime costs were $237 177 Canadian dollars for Andexanet and $177 871 Canadian dollars for PCC. The strategy of Andexanet had an incremental cost-effectiveness ratio was $219 652 per QALY gained compared with the comparator of PCC. The probabilistic sensitivity analyses demonstrated that Andexanet (at its current cost) was cost-effective in 19% of simulations using a willingness-to-pay threshold of $50 000/QALY and 33% of simulations at $150 000/QALY. A 1-way sensitivity analysis found that for the incremental cost-effectiveness ratio to be <$150 000/QALY gained, Andexanet high or standard dosing would require a price reduction to <$24 000 Canadian (at current baseline efficacy). CONCLUSIONS: Based on available evidence, Andexanet represents low value for reversal of factor Xa-associated ICrH; however, there is substantial uncertainty reflecting the currently available data. Further comparative evidence and costing data will become available in the future with randomized trials of Andexanet versus PCC.",2021-01-34392,33641387,Stroke,Andrew Micieli,2021,/,STROKEAHA120031108,No,33641387,"Andrew Micieli; Andrew M Demchuk; Harindra C Wijeysundera; Economic Evaluation of Andexanet Versus Prothrombin Complex Concentrate for Reversal of Factor Xa-Associated Intracranial Hemorrhage, Stroke, 2021 Mar 1; ():1524-4628; STROKEAHA120031108",QALY,Canada,"Coagulation defects, purpura and other haemorrhagic conditions, Other forms of heart disease, Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Pharmaceutical,Andexanet Alfa vs. prothrombin complex concentrate,"receiving factor Xa inhibitors (apixaban, edoxaban, rivaroxaban)",88 Years,66 Years,"Male, Female",Full,Lifetime,1.50,1.50,219652,Canada,2020,171678.18
32839,Cost-Utility Analysis of a Dolutegravir-Based Versus Low-Dose Efavirenz-Based Regimen for the Initial Treatment of HIV-Infected Patients in Cameroon (NAMSAL ANRS 12313 Trial),"OBJECTIVES: Evidence comparing the economic and patient values of the World Health Organization''s preferred (dolutegravir 50 mg [DTG]-based) and alternative (low-dose [400 mg] efavirenz [EFV400]-based) first-line antiretroviral regimens is limited. We compared patient-reported outcomes (PROs), costs, and the cost-utility of DTG- versus EFV400-based regimens in treatment-naive HIV-1 adults in the randomised NAMSAL ANRS 12313 trial in Yaoundé, Cameroon. METHODS: We used clinical data, PROs, and health resource use data collected in the trial''s first 96 weeks (2016-2019). Quality-adjusted life-years (QALYs) were computed using utility scores obtained from the 12-item Short Form (SF-12) generic health scale. Other PROs included perceived symptoms, depression, anxiety, and stress. In the 96-week base-case analysis, we estimated the unadjusted and multivariate-adjusted (1) mean costs (in US$, 2016 values) and QALYs/patient, (2) incremental costs and QALYs/patient, and (3) net health benefit (NHB). Outcomes were extrapolated over 5 and 10 years. Uncertainty was assessed using the cost-effectiveness acceptability curve and scenario and cost-effective price threshold analyses. RESULTS: In the base-case analysis, the NHB (95% confidence interval) for the DTG-based regimen relative to the EFV400-based regimen was 0.056 (-?0.037 to 0.153), corresponding to an 88% probability of DTG being cost-effective. A 10% decrease in this regimen''s price (from $5.2 to $4.7/month) would increase its cost-effectiveness probability to 95%. When extrapolating outcomes over 5 and 10 years, the DTG-based regimen had a 100% probability of being cost-effective for a large range of cost-effectiveness thresholds. CONCLUSIONS: At 2020 antiretroviral drug prices, a DTG-based first-line regimen should be preferred over an EFV400-based regimen in sub-Saharan Africa. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT02777229.",2021-01-34401,33355914,Pharmacoeconomics,Marwân-Al-Qays Bousmah,2021,39 / 3,331-343,Yes,33355914,"Marwân-Al-Qays Bousmah; Marie Libérée Nishimwe; Tamara Tovar-Sanchez; Martial Lantche Wandji; Mireille Mpoudi-Etame; Gwenaëlle Maradan; Pierrette Omgba Bassega; Marie Varloteaux; Alice Montoyo; Charles Kouanfack; Eric Delaporte; Sylvie Boyer; New Antiretroviral and Monitorin; Cost-Utility Analysis of a Dolutegravir-Based Versus Low-Dose Efavirenz-Based Regimen for the Initial Treatment of HIV-Infected Patients in Cameroon (NAMSAL ANRS 12313 Trial), Pharmacoeconomics, 2021 Mar; 39(3):1179-2027; 331-343",QALY,Cameroon,Human immunodeficiency virus [HIV] disease,Pharmaceutical,dolutegravir vs. efavirenz,"treatment naive HIV-1 positive, enrolled in three HIV day-care centers, NAMSAL ANRS 12313 trial participant",Not Stated,19 Years,"Male, Female",Full,"5 Years, 10 Years",3.00,3.00,-27800,United States,2016,-31386.44
32840,Long-term cost-effectiveness of a disease management program for patients with atrial fibrillation compared to standard care - a multi-state survival model based on a randomized controlled trial,"AIM: To assess the long-term cost-effectiveness of an atrial fibrillation disease management program (i.e. the SAFETY program) from the Australian healthcare system perspective. METHODS: A multistate Markov model was developed based on patient-level data from the SAFETY randomized controlled trial. Predicted long-term survival, dependent on hospital admission history, was estimated by extrapolating parametric survival models. Quality-adjusted life years (QALY) and life years (LY) were the primary and secondary outcome measures used to estimate the incremental cost-utility/effectiveness ratio (ICUR/ICER). Both deterministic and probabilistic sensitivity analyses (PSA) were undertaken. RESULTS: The SAFETY program was associated with both higher costs ($94,953 vs. $78,433) and benefits [QALY (3.99 vs 3.60); LY (5.86 vs 5.24)], with an ICUR of $42,513/QALY or ICER of $26,356/LY, compared to standard care. Due to the extended survival, the SAFETY was associated with a greater number of hospitalizations (14.85 vs 11.65) and higher costs for medications ($25,084 vs $22,402) and outpatient care ($12,904 vs $11,524). The cost per hospitalization for an average length of stay, analytical time horizon, and cost of medication are key determinants of ICUR. The PSA showed that the intervention has a 70.4% probability of being cost-effective at a threshold of $50,000/QALY. CONCLUSIONS: The SAFETY program has a high probability of being cost-effective for patients with atrial fibrillation. It is associated with uncertainty that further research could potentially eliminate; implementation with further evidence collection is recommended.",2021-01-34405,33406944,J Med Econ,Lan Gao,2021,24 / 1,87-95,Yes,33406944,"Lan Gao; Paul Scuffham; Jocasta Ball; Simon Stewart; Joshua Byrnes; Long-term cost-effectiveness of a disease management program for patients with atrial fibrillation compared to standard care - a multi-state survival model based on a randomized controlled trial, J Med Econ, 2021 Jan-Dec; 24(1):1369-6998; 87-95",QALY,Australia,Other forms of heart disease,Care Delivery,SAFETY Program vs. standard care for discharged atrial fibrillation patients,SAFETY randomized control trial patients,72 Years,72 Years,"Male, Female",Full,10 Years,5.00,5.00,42513,Australia,2018,34290.64
