index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
33935,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment ( 100% expanded coverage) vs. doxycycline treatment ( 100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,15142.86,United States,2017,16739.8
33936,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment ( 100% expanded coverage) vs. doxycycline treatment ( 100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,18200,United States,2017,20119.35
33937,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment ( 100% expanded coverage) vs. doxycycline treatment ( 100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,19570,United States,2017,21633.82
33938,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment ( 100% expanded coverage) vs. doxycycline treatment ( 100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,23760,United States,2017,26265.7
33939,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment (100% expanded coverage) vs. doxycycline treatment (100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,307222.22,United States,2017,339621.43
33940,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment (100% expanded coverage) vs. doxycycline treatment (100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,35000,United States,2017,38691.05
33941,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment (100% expanded coverage) vs. doxycycline treatment (100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,42050,United States,2017,46484.53
33942,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment (100% expanded coverage) vs. doxycycline treatment (100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,50200,United States,2017,55494.02
33943,Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar.,"Plague (Yersinia pestis) remains endemic in certain parts of the world. We assessed the cost-effectiveness of plague control interventions recommended by the World Health Organization with particular consideration to intervention coverage and timing. We developed a dynamic model of the spread of plague between interacting populations of humans, rats, and fleas and performed a cost-effectiveness analysis calibrated to a 2017 Madagascar outbreak. We assessed three interventions alone and in combination: expanded access to antibiotic treatment with doxycycline, mass distribution of doxycycline prophylaxis, and mass distribution of malathion. We varied intervention timing and coverage levels. We calculated costs, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios from a healthcare perspective. The preferred intervention, using a cost-effectiveness threshold of $1350/QALY (GDP per capita in Madagascar), was expanded access to antibiotic treatment with doxycycline with 100% coverage starting immediately after the first reported case, gaining 543 QALYs at an incremental cost of $1023/QALY gained. Sensitivity analyses support expanded access to antibiotic treatment and leave open the possibility that mass distribution of doxycycline prophylaxis or mass distribution of malathion could be cost-effective. Our analysis highlights the potential for rapid expansion of access to doxycycline upon recognition of plague outbreaks to cost-effectively prevent future large-scale plague outbreaks and highlights the importance of intervention timing.",2021-01-42107,34208006,Trop Med Infect Dis,Giovanni Malloy,2021,6 / 2,,No,34208006,"Giovanni Malloy; Margaret Brandeau; Jeremy Goldhaber-Fiebert; Modeling the Cost-Effectiveness of Interventions to Prevent Plague in Madagascar., Trop Med Infect Dis, 2021 Jun 11; 6(2):",QALY,Madagascar,Certain zoonotic bacterial diseases,Environmental,doxycycline treatment (100% expanded coverage) vs. doxycycline treatment (100% expanded coverage),Not Stated,Not Stated,0 Years,"Male, Female",Full,"5 Months, Lifetime",3.00,3.00,59540,United States,2017,65819
33944,Cost-effectiveness analysis of genotyping for HLA-B*15:02 in Indonesian patients with epilepsy using a generic model.,"Carbamazepine (CBZ)-induced Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS/TEN) are strongly associated with the HLA-B*15:02 allele. Screening HLA-B*15:02 before CBZ administration might prevent CBZ-induced SJS/TEN by enabling clinicians to prescribe alternative therapy for positive patients. Similar to other Southeastern Asian countries, HLA-B*15:02 is highly prevalent in Indonesia. Therefore, we assessed the economic value of HLA-B*15:02 screening before CBZ prescription to patients with epilepsy in Indonesia. A generic cost-effectiveness model and decision support tool, developed to enable users to perform an initial cost-effectiveness analysis from a healthcare provider/payer perspective, were used to assess the value of HLA-B*15:02 genotyping. The incremental cost-effectiveness ratio of adopting universal HLA-B*15:02 screening was 656,444,671 Indonesian Rupiah (IDR)/quality-adjusted life year (QALY) gained for patients compared with 2,634,975,574 IDR/QALY gained for providing valproic acid (alternative drug) without screening. Thus, neither HLA-B*15:02 screening nor substitution with VPA meets the Indonesian threshold for cost effectiveness. However, the improved outcomes with this test in other Asian countries may inform the desirability of implementation in Indonesia even with suboptimal cost-effectiveness.",2021-01-41742,33824430,Pharmacogenomics J,Rika Yuliwulandari,2021,21 / 4,476-483,No,33824430,"Rika Yuliwulandari; Shin, Jae Gook; Erna Kristin; Fransiscus Suyatna; Prahasto, Iwan Dwi; Kinasih Prayuni; Surakameth Mahasirimongkol; Larisa Cavallari; Christina Mitropoulou; George Patrinos; Jing Hao; Marc Williams; Susan Snyder; Cost-effectiveness analysis of genotyping for HLA-B*15:02 in Indonesian patients with epilepsy using a generic model., Pharmacogenomics J, 2021 Aug; 21(4):; 476-483",QALY,Indonesia,Episodic and paroxysmal disorders,Pharmaceutical,HLA-B*15:02 genetic screening + treatment vs. no HLA-B*15:02 genetic screening + treatment,newly diagnosed with epilepsy,Not Stated,40 Years,"Male, Female",Full,"Lifetime, Not Stated / None",3.00,3.00,656444671,Indonesia,2015,56286.09
33945,Cost-effectiveness analysis of genotyping for HLA-B*15:02 in Indonesian patients with epilepsy using a generic model.,"Carbamazepine (CBZ)-induced Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS/TEN) are strongly associated with the HLA-B*15:02 allele. Screening HLA-B*15:02 before CBZ administration might prevent CBZ-induced SJS/TEN by enabling clinicians to prescribe alternative therapy for positive patients. Similar to other Southeastern Asian countries, HLA-B*15:02 is highly prevalent in Indonesia. Therefore, we assessed the economic value of HLA-B*15:02 screening before CBZ prescription to patients with epilepsy in Indonesia. A generic cost-effectiveness model and decision support tool, developed to enable users to perform an initial cost-effectiveness analysis from a healthcare provider/payer perspective, were used to assess the value of HLA-B*15:02 genotyping. The incremental cost-effectiveness ratio of adopting universal HLA-B*15:02 screening was 656,444,671 Indonesian Rupiah (IDR)/quality-adjusted life year (QALY) gained for patients compared with 2,634,975,574 IDR/QALY gained for providing valproic acid (alternative drug) without screening. Thus, neither HLA-B*15:02 screening nor substitution with VPA meets the Indonesian threshold for cost effectiveness. However, the improved outcomes with this test in other Asian countries may inform the desirability of implementation in Indonesia even with suboptimal cost-effectiveness.",2021-01-41742,33824430,Pharmacogenomics J,Rika Yuliwulandari,2021,21 / 4,476-483,No,33824430,"Rika Yuliwulandari; Shin, Jae Gook; Erna Kristin; Fransiscus Suyatna; Prahasto, Iwan Dwi; Kinasih Prayuni; Surakameth Mahasirimongkol; Larisa Cavallari; Christina Mitropoulou; George Patrinos; Jing Hao; Marc Williams; Susan Snyder; Cost-effectiveness analysis of genotyping for HLA-B*15:02 in Indonesian patients with epilepsy using a generic model., Pharmacogenomics J, 2021 Aug; 21(4):; 476-483",QALY,Indonesia,Episodic and paroxysmal disorders,Pharmaceutical,HLA-B*15:02 genetic screening + treatment vs. no screening + treatment,newly diagnosed with epilepsy,Not Stated,40 Years,"Male, Female",Full,"Lifetime, Not Stated / None",3.00,3.00,2167807300,Indonesia,2015,185876.14
33946,Cost-Utility Analysis of Antibiotic Therapy versus Appendicectomy for Acute Uncomplicated Appendicitis.,"BACKGROUND: Current UK National Health Service (NHS) guidelines recommend appendicectomy as gold standard treatment for acute uncomplicated appendicitis. However, an alternative non-surgical management involves administrating antibiotic-only therapy with significantly lower costs. Therefore, a UK-based cost-utility analysis (CUA) was performed to compare appendicectomy with an antibiotic-only treatment from an NHS perspective. METHODS: This economic evaluation modelled health-outcome data using the ACTUAA (2021) prospective multicentre trial. The non-randomised control trial followed 318 patients given either antibiotic therapy or appendicectomy, with quality of life (QOL) assessed using the SF-12 questionnaires administered 1-year post-treatment. A CUA was conducted over a 1-year time horizon, measuring benefits in quality adjusted life years (QALYs) and costs in pound sterling using a propensity score-matched approach to control for selection based on observable factors. RESULTS: The CUA produced an incremental cost-effectiveness ratio (ICER) of -GBP 23,278.51 (-EUR 27,227.80) per QALY. Therefore, for each QALY gained using antibiotic-only treatment instead of appendicectomy, an extra GBP 23,278.51 was saved. Additionally, two sensitivity analyses were conducted to account for post-operative or post-treatment complications. The antibiotic-only option remained dominant in both scenarios. CONCLUSION: While the results do not rely on a randomized sample, the analysis based on a 1-year follow-up suggested that antibiotics were largely more cost-effective than appendicectomy and led to improved QOL outcomes for patients. The ICER value of -GBP 23,278.51 demonstrates that the NHS must give further consideration to the current gold standard treatment in acute uncomplicated appendicitis.",2021-01-41734,34444222,Int J Environ Res Public Health,Ayesha Ali,2021,18 / 16,,No,34444222,"Ayesha Ali; Zina Mobarak; Mariam Al-Jumaily; Mehreen Anwar; Zaeem Moti; Nadia Zaman; Akbari, Amir Reza; Laure de Preux; Cost-Utility Analysis of Antibiotic Therapy versus Appendicectomy for Acute Uncomplicated Appendicitis., Int J Environ Res Public Health, 2021 Aug 11; 18(16):",QALY,Italy,Diseases of appendix,Pharmaceutical,antibiotic therapy to treat uncomplicated acute appendicitis vs. appendicectomy for uncomplicated acute appendicitis,Not Stated,65 Years,18 Years,"Male, Female",Full,"1 Year, Not Stated / None",3.50,3.50,-23278.51,United Kingdom,2021,-32039.98
33947,Modeling the cost-effectiveness of prolonged-release fampridine for the treatment of walking impairment in patients with multiple sclerosis in Sweden.,"Aims: To evaluate the cost-effectiveness of adding prolonged-release (PR)-fampridine to best supportive care (BSC) versus BSC alone for the improvement of walking ability in patients with MS. Methods: A cost-utility analysis based on a Markov model was developed to model responders and timed 25-foot walk (T25FW) scores, accumulated costs, and quality-adjusted life-years (QALY) in adults with MS and Expanded Disability Status Scale (EDSS) scores between 4 and 7. The analysis was conducted from a Swedish societal perspective. Results: In the base-case analysis, PR-fampridine plus BSC led to a higher QALY gain than BSC alone. The largest direct cost was professional care provision followed by hospital inpatient stays while the indirect cost was the loss of earnings due to days off work. The incremental cost-effectiveness ratio (ICER) for PR-fampridine plus BSC compared with BSC alone was 57,109 Swedish Kronor (kr)/QALY (€5,607/QALY [1 kr = €0.0981762 on 8 April 2021] and $6,675/QALY [1 kr = $0.116890 on 8 April 2021]). All sensitivity analyses performed resulted in ICERs below 500,000 kr (€49,088 and $58,445).Limitations: Resource use data were not specific to the Swedish market. Conclusions: PR-fampridine represents a cost-effective treatment for MS-related walking impairment in Sweden, due to improvements in patients' quality of life and reduced healthcare resource utilization.",2021-01-41730,33966549,J Med Econ,Carlos Acosta,2021,24 / 1,770-780,No,33966549,"Carlos Acosta; Mattia Gianinazzi; Thibaut Dort; Nigel Armstrong; Steve Ryder; Thomas Lundqvist; Mats Ekelund; Jan Lycke; Modeling the cost-effectiveness of prolonged-release fampridine for the treatment of walking impairment in patients with multiple sclerosis in Sweden., J Med Econ, 2021 Jan-Dec; 24(1):; 770-780",QALY,Sweden,Demyelinating diseases of the central nervous system,"Health Education or Behavior, Medical Device, Pharmaceutical, Other",prolonged released fampridine for the treatment of walking impairment vs. best supportive care for walking impairment in multiple sclerosis patients,expanded disability status score 4-7,Not Stated,18 Years,"Male, Female",Full,"20 Years, Lifetime, 10 Years",3.00,3.00,58179.33,Sweden,2021,6779.89
33948,Pharmacy-based screening to detect persons at elevated risk of type 2 diabetes: a cost-utility analysis.,"BACKGROUND: Early identification of people at elevated risk of type 2 diabetes (T2D) is an important step in preventing or delaying its onset. Pharmacies can serve as a significant channel to reach these people. This study aimed to assess the potential health economic impact of screening and recruitment services in pharmacies in referring people to preventive interventions. METHODS: A decision analytic model was constructed to perform a cost-utility analysis of the expected national health economic consequences (in terms of costs and quality-adjusted life years, QALYs) of a hypothetical pharmacy-based service where people screened and recruited through pharmacies would participate in a digital lifestyle program. Cost-effectiveness was considered in terms of net monetary benefit (NMB). In addition, social return on investment (SROI) was calculated as the ratio of the intervention and recruitment costs and the net present value of expected savings. Payback time was the time taken to reach the break-even point in savings. In the base scenario, a 20-year time horizon was applied. Probabilistic and deterministic sensitivity analyses were applied to study robustness of the results. RESULTS: In the base scenario, the expected savings from the pharmacy-based screening and recruitment among the reached target cohort were 255.3 m€ (95% CI - 185.2 m€ to 717.2 m€) in pharmacy visiting population meaning 1412€ (95% CI - 1024€ to 3967€) expected savings per person. Additionally, 7032 QALYs (95% CI - 1344 to 16,143) were gained on the population level. The intervention had an NMB of 3358€ (95% CI - 1397€ to 8431€) using a cost-effectiveness threshold of 50,000 €/QALY. The initial costs were 122.2 m€ with an SROI of 2.09€ (95% CI - 1.52€ to 5.88€). The expected payback time was 10 and 8 years for women and men, respectively. Results were most sensitive for changes in effectiveness of the intervention and selected discount rate. CONCLUSIONS: T2D screening and recruitment to prevention programs conducted via pharmacies was a dominant option providing both cost savings and QALY gains. The highest savings can be potentially reached by targeting recruitment at men at elevated risk of T2D.",2021-01-41721,34482831,BMC Health Serv Res,Kari Jalkanen,2021,21 / 1,916,No,34482831,"Kari Jalkanen; Emma Aarnio; Piia Lavikainen; Jaana Lindström; Markku Peltonen; Tiina Laatikainen; Janne Martikainen; Pharmacy-based screening to detect persons at elevated risk of type 2 diabetes: a cost-utility analysis., BMC Health Serv Res, 2021 Sep 5; 21(1):; 916",QALY,Finland,Diabetes mellitus,Care Delivery,pharmacy-based screening (10-year time period) vs. current practice (no lifestyle intervention),newly diagnosed type 2 diabetes,Not Stated,18 Years,"Male, Female",Full,"20 Years, Not Stated / None",3.00,Not Stated,170,Euro,2019,201.83
