index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
23224,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,40436.1,Euro,2017,48247.11
23225,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,anthracyclines + trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,18301.55,Euro,2017,21836.85
23226,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,no anthracyclines + trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,23138.9,Euro,2017,27608.62
23227,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,anthracyclines + taxanes + trastuzumab vs. chemotherapy,her2-positive early breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,24254.73,Euro,2017,28940
23228,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,17753.85,Euro,2017,21183.35
23229,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,anthracyclines + trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,14033.84,Euro,2017,16744.74
23230,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,no anthracyclines + trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,27560.17,Euro,2017,32883.95
23231,Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective,"Introduction: This study is one of the first real-world cost-effectiveness analyses of one-year adjuvant trastuzumab used in HER2-positive early female breast cancer in comparison to chemotherapy alone. It is just the second one in Europe, the first one in Cyprus, and the fourth one worldwide ever carried out using real-world data. Methods: Using a Markov model (four health states), a cost-effectiveness analysis was carried out both over 20 years and for a lifetime horizon. The sampling method used in this study was the randomized sampling of 900 women. Results: The findings for the 20-year horizon showed that all trastuzumab arms were more cost-effective, with a willingness-to-pay threshold of only €60,000 per quality-adjusted life year (QALY) [incremental cost-effectiveness ratios (ICER): €40,436.10/QALY]. For the lifetime horizon, with thresholds of €20,000, €40,000, and €60,000/QALY, all trastuzumab arms were found to be more cost-effective (ICER: €17,753.85/QALY). Moreover, for the 20-year and the lifetime horizons, with thresholds of €20,000/QALY, €40,000/QALY, and €60,000/QALY, the most cost-effective of the three subgroups (anthracyclines and then trastuzumab, no anthracyclines and then trastuzumab, and anthracyclines, taxanes, and trastuzumab) was that of anthracyclines and then trastuzumab (ICER: €18,301.55/QALY and €8954.97/QALY, respectively). Conclusions: The study revealed that adjuvant trastuzumab for one year in female HER2-positive early breast cancer can be considered cost-effective. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020-01-32820,32560485,Int. J. Environ. Res. Public Health,S Ioannou,2020,17 / 12,1-24,No,32560485,"S Ioannou; Y Marcou; E Kakouri; A Talias; Real-World Setting Cost-Effectiveness Analysis Comparing Three Therapeutic Schemes of One-Year Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer from the Cyprus NHS Payer Perspective, Int. J. Environ. Res. Public Health, 2020; 17(12):; 1-24",QALY,Cyprus,Not Stated,Pharmaceutical,anthracyclines + taxanes + trastuzumab vs. Chemotherapy,her2+ breast cancer,Not Stated,19 Years,Female,Full,"Lifetime, 20 years",3.00,3.00,24204.51,Euro,2017,28880.07
23232,The cost-effectiveness of radiofrequency ablation for treating patients with gastric antral vascular ectasia refractory to first line endoscopic therapy,"Objective: This economic evaluation aims to provide a preliminary assessment of the cost-effectiveness of radiofrequency ablation (RFA) compared with argon plasma coagulation (APC) when used to treat APC-refractory gastric antral vascular ectasia (GAVE) in symptomatic patients. Methods: A Markov model was constructed to undertake a cost-utility analysis for adults with persistent symptoms secondary to GAVE refractory to first line endoscopic therapy. The economic evaluation was conducted from a UK NHS and personal social services (PSS) perspective, with a 20-year time horizon, comparing RFA with APC. Patients transfer between health states defined by haemoglobin level. The clinical effectiveness data were sourced from expert opinion, resource use and costs were reflective of the UK NHS and benefits were quantified using Quality Adjusted Life Years (QALYs) with utility weights taken from the literature. The primary output was the Incremental Cost-Effectiveness Ratio (ICER), expressed as cost per QALY gained. Results: Over a lifetime time horizon, the base case ICER was £4840 per QALY gained with an 82.2% chance that RFA was cost-effective at a threshold of £20,000 per QALY gained. The model estimated that implementing RFA would result in reductions in the need for intravenous iron, endoscopic intervention and requirement for blood transfusions by 27.1%, 32.3% and 36.5% respectively. Compared to APC, RFA was associated with an estimated 36.7% fewer procedures. Conclusions: RFA treatment is likely to be cost-effective for patients with ongoing symptoms following failure of first line therapy with APC and could lead to substantive reductions in health care resource. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32821,32212980,Curr. Med. Res. Opin.,C Magee,2020,36 / 6,977-983,No,32212980,"C Magee; D Graham; C Leonard; J McMaster; H Davies; M Skotchko; L Lovat; C Murray; S Mealing; H Smart; R Haidry; The cost-effectiveness of radiofrequency ablation for treating patients with gastric antral vascular ectasia refractory to first line endoscopic therapy, Curr. Med. Res. Opin., 2020; 36(6):; 977-983",QALY,United Kingdom,Not Stated,Medical Procedure,radiofrequency ablation vs. Standard/Usual Care- Argon plasma coagulation,Refractory to argon plasma coagulation,65 Years,65 Years,"Female, Male",Full,20 Years,3.50,3.50,4672,United Kingdom,2018,6434.5
23233,Cost-effective analysis of clopidogrel versus aspirin for high risk patients with established peripheral arterial disease in China,"Objective: To assess the cost-effectiveness of clopidogrel versus aspirin for high risk patients (pre-existing symptomatic atherosclerosis or multi-vascular territory involvement) with established peripheral arterial disease (PAD) for secondary prevention of atherothrombotic events in a Chinese setting. Methods: A Markov model with a lifetime horizon was developed from the perspective of the national healthcare system in China. The primary outputs are quality adjusted life years (QALYs), direct medical costs, and the incremental cost-effectiveness ratios (ICERs). Clinical efficacy data were obtained from the CAPRIE trial. Drug acquisition cost, other direct medical costs, and utilities were from pricing records and the literature. One-way sensitivity analysis and probabilistic sensitivity analysis (PSA) were conducted to test the robustness of the model on all parameters. Results: In patients with pre-existing atherosclerosis, 2 years of treatment with clopidogrel and aspirin would yield total QALYs of 8.776 and 8.576 at associated costs of ¥18,777 ($2,838) and ¥12,302 ($1,859), respectively, resulting in an ICER of ¥32,382 ($4,893) per QALY gained. In patients with PVD, secondary prevention with the same drugs would expect to lead to total QALYs of 8.836 and 8.632 at associated costs of ¥18,518 ($2,798) and ¥12,041 ($1,820), respectively, resulting in a corresponding ICER of ¥31,743 ($4,797) per QALY gained. The results were most sensitive to the discount rate for future outcomes and costs. The PSA indicated that the probability of clopidogrel being cost-effective was 100% at the willingness-to-pay threshold of 3-times GDP. Conclusions: Secondary prevention with clopidogrel is an attractive cost-effective option compared with aspirin for high risk patients with established PAD from the perspective of the national healthcare system in Chinese settings. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32823,31999196,J Med Econ,Z Lin,2020,23 / 6,659-666,Yes,31999196,"Z Lin; L Zhang; X Yang; L Liu; J Xuan; Cost-effective analysis of clopidogrel versus aspirin for high risk patients with established peripheral arterial disease in China, J Med Econ, 2020; 23(6):1369-6998; 659-666",QALY,China,Not Stated,Pharmaceutical,clopidogrel vs. aspirin,pre-existing symptomatic atherosclerotic disease,Not Stated,19 Years,"Female, Male",Full,Lifetime,3.50,3.50,4893,United States,2018,5043.12
23234,Cost-effective analysis of clopidogrel versus aspirin for high risk patients with established peripheral arterial disease in China,"Objective: To assess the cost-effectiveness of clopidogrel versus aspirin for high risk patients (pre-existing symptomatic atherosclerosis or multi-vascular territory involvement) with established peripheral arterial disease (PAD) for secondary prevention of atherothrombotic events in a Chinese setting. Methods: A Markov model with a lifetime horizon was developed from the perspective of the national healthcare system in China. The primary outputs are quality adjusted life years (QALYs), direct medical costs, and the incremental cost-effectiveness ratios (ICERs). Clinical efficacy data were obtained from the CAPRIE trial. Drug acquisition cost, other direct medical costs, and utilities were from pricing records and the literature. One-way sensitivity analysis and probabilistic sensitivity analysis (PSA) were conducted to test the robustness of the model on all parameters. Results: In patients with pre-existing atherosclerosis, 2 years of treatment with clopidogrel and aspirin would yield total QALYs of 8.776 and 8.576 at associated costs of ¥18,777 ($2,838) and ¥12,302 ($1,859), respectively, resulting in an ICER of ¥32,382 ($4,893) per QALY gained. In patients with PVD, secondary prevention with the same drugs would expect to lead to total QALYs of 8.836 and 8.632 at associated costs of ¥18,518 ($2,798) and ¥12,041 ($1,820), respectively, resulting in a corresponding ICER of ¥31,743 ($4,797) per QALY gained. The results were most sensitive to the discount rate for future outcomes and costs. The PSA indicated that the probability of clopidogrel being cost-effective was 100% at the willingness-to-pay threshold of 3-times GDP. Conclusions: Secondary prevention with clopidogrel is an attractive cost-effective option compared with aspirin for high risk patients with established PAD from the perspective of the national healthcare system in Chinese settings. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32823,31999196,J Med Econ,Z Lin,2020,23 / 6,659-666,Yes,31999196,"Z Lin; L Zhang; X Yang; L Liu; J Xuan; Cost-effective analysis of clopidogrel versus aspirin for high risk patients with established peripheral arterial disease in China, J Med Econ, 2020; 23(6):1369-6998; 659-666",QALY,China,Not Stated,Pharmaceutical,clopidogrel vs. aspirin,multi-vascular territory involvement,Not Stated,19 Years,"Female, Male",Full,Lifetime,3.50,3.50,4797,United States,2018,4944.17
23235,Cost-effectiveness of increased screening and treatment of chronic hepatitis C in Korea,"Background: Given a hepatitis C virus (HCV) elimination goal by 2030, World Health Organization (WHO) guidelines recommend scaling up HCV screening and treatment with highly-effective direct-acting antivirals (DAAs). This study investigated the cost-effectiveness of various screening and treatment strategies for chronic HCV patients in South Korea in patients aged over 40 as compared to currently screening only high-risk patients. Methods: A published Markov disease progression model was used with a screening/treatment decision-tree to model different screening and treatment strategies for Korean HCV patients (aged over 40) from a national payer perspective over a lifetime time horizon. The screening strategies included “screen-all” (upfront only: “once”; or upfront and age 65: “twice”) or a “high-risk only” screening strategy followed by treatment. Treatment strategies included either ledipasvir/sofosbuvir (LDV/SOF), SOF + ribavirin (SOF + RBV; in GT2 only), or glecaprevir/pibrentasvir (GLE/PIB). Model inputs were sourced from published literature and costing databases and validated by Korean hepatologists. Results: Regardless of treatment strategy, a “screen all twice” scenario led to the lowest rates of advanced liver disease events compared to “screen all once” and “high-risk only” screening scenarios. In this screening scenario, treatment with LDV/SOF for GT1/2 dominates (i.e. is more effective and less4costly) LDV/SOF in GT1 and SOF + RBV in GT2, while GLE/PIB is not cost-effective relative to LDV/SOF (?105,124,920/QALY) at a willingness-to-pay threshold of 1xGDP per capita. Conclusion: Screening all South Korean patients twice followed by LDV/SOF treatment is cost-effective as compared current high-risk screening. Adopting this strategy can help achieve WHO HCV elimination goals. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32825,32295431,Curr. Med. Res. Opin.,Y Kim,2020,36 / 6,993-1002,No,32295431,"Y Kim; G Wong; J Lee; H Kim; N Smith; R Blissett; J Kim; Cost-effectiveness of increased screening and treatment of chronic hepatitis C in Korea, Curr. Med. Res. Opin., 2020; 36(6):; 993-1002",QALY,South Korea,Not Stated,Screening,hepatitis c screening vs. Standard/Usual Care- hepatitis c screening for high-risk individuals,Not Stated,Not Stated,40 Years,"Female, Male",Full,Lifetime,3.50,3.50,5450116,South korea,2019,4732.67
23236,Cost-effectiveness of increased screening and treatment of chronic hepatitis C in Korea,"Background: Given a hepatitis C virus (HCV) elimination goal by 2030, World Health Organization (WHO) guidelines recommend scaling up HCV screening and treatment with highly-effective direct-acting antivirals (DAAs). This study investigated the cost-effectiveness of various screening and treatment strategies for chronic HCV patients in South Korea in patients aged over 40 as compared to currently screening only high-risk patients. Methods: A published Markov disease progression model was used with a screening/treatment decision-tree to model different screening and treatment strategies for Korean HCV patients (aged over 40) from a national payer perspective over a lifetime time horizon. The screening strategies included “screen-all” (upfront only: “once”; or upfront and age 65: “twice”) or a “high-risk only” screening strategy followed by treatment. Treatment strategies included either ledipasvir/sofosbuvir (LDV/SOF), SOF + ribavirin (SOF + RBV; in GT2 only), or glecaprevir/pibrentasvir (GLE/PIB). Model inputs were sourced from published literature and costing databases and validated by Korean hepatologists. Results: Regardless of treatment strategy, a “screen all twice” scenario led to the lowest rates of advanced liver disease events compared to “screen all once” and “high-risk only” screening scenarios. In this screening scenario, treatment with LDV/SOF for GT1/2 dominates (i.e. is more effective and less4costly) LDV/SOF in GT1 and SOF + RBV in GT2, while GLE/PIB is not cost-effective relative to LDV/SOF (?105,124,920/QALY) at a willingness-to-pay threshold of 1xGDP per capita. Conclusion: Screening all South Korean patients twice followed by LDV/SOF treatment is cost-effective as compared current high-risk screening. Adopting this strategy can help achieve WHO HCV elimination goals. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32825,32295431,Curr. Med. Res. Opin.,Y Kim,2020,36 / 6,993-1002,No,32295431,"Y Kim; G Wong; J Lee; H Kim; N Smith; R Blissett; J Kim; Cost-effectiveness of increased screening and treatment of chronic hepatitis C in Korea, Curr. Med. Res. Opin., 2020; 36(6):; 993-1002",QALY,South Korea,Not Stated,Screening,"universal, two-time hepatitis c screening vs. Standard/Usual Care- hepatitis c screening for high-risk individuals",Not Stated,Not Stated,40 Years,"Female, Male",Full,Lifetime,3.50,3.50,5332134,South korea,2019,4630.22
