index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
16418,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Estrogen receptor negative and progesterone receptor negative (ER-/PR-),84 Years,75 Years,Female,Full,Lifetime,3.00,3.00,80857,New Zealand,2011,117678.06
16419,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Estrogen receptor negative and progesterone receptor negative (ER-/PR-),Not Stated,85 Years,Female,Full,Lifetime,3.00,3.00,148919,New Zealand,2011,216734.47
16420,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Not Stated,Not Stated,85 Years,Female,Full,Lifetime,3.00,3.00,198365,New Zealand,2011,288697.43
16421,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Not Stated,84 Years,75 Years,Female,Full,Lifetime,3.00,3.00,105894,New Zealand,2011,154116.53
16422,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Not Stated,74 Years,65 Years,Female,Full,Lifetime,3.00,3.00,65751,New Zealand,2011,95693.01
16423,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Not Stated,64 Years,55 Years,Female,Full,Lifetime,3.00,3.00,59674,New Zealand,2011,86848.64
16424,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Not Stated,54 Years,45 Years,Female,Full,Lifetime,3.00,3.00,59319,New Zealand,2011,86331.98
16425,Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis,"BACKGROUND: The anti-human epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab improves outcomes in patients with node-positive HER2+ early breast cancer. Given trastuzumab''s high cost, we aimed to estimate its cost-effectiveness by heterogeneity in age and estrogen receptor (ER) and progesterone receptor (PR) status, which has previously been unexplored, to assist prioritisation. METHODS AND FINDINGS: A cost-utility analysis was performed using a Markov macro-simulation model, with a lifetime horizon, comparing a 12-mo regimen of trastuzumab with chemotherapy alone using the latest (2014) effectiveness measures from landmark randomised trials. A New Zealand (NZ) health system perspective was adopted, employing high-quality national administrative data. Incremental quality-adjusted life-years for trastuzumab versus chemotherapy alone are two times higher (2.33 times for the age group 50-54 y; 95% CI 2.29-2.37) for the worst prognosis (ER-/PR-) subtype compared to the best prognosis (ER+/PR+) subtype, causing incremental cost-effectiveness ratios (ICERs) for the former to be less than half those of the latter for the age groups from 25-29 to 90-94 y (0.44 times for the age group 50-54 y; 95% CI 0.43-0.45). If we were to strictly apply an arbitrary cost-effectiveness threshold equal to the NZ gross domestic product per capita (2011 purchasing power parity [PPP]-adjusted: US$30,300; euro23,700; pound21,200), our study suggests that trastuzumab (2011 PPP-adjusted US$45,400/euro35,900/ pound21,900 for 1 y at formulary prices) may not be cost-effective for ER+ (which are 61% of all) node-positive HER2+ early breast cancer patients but cost-effective for ER-/PR- subtypes (37% of all cases) to age 69 y. Market entry of trastuzumab biosimilars will likely reduce the ICER to below this threshold for premenopausal ER+/PR- cancer but not for ER+/PR+ cancer. Sensitivity analysis using the best-case effectiveness measure for ER+ cancer had the same result. A key limitation was a lack of treatment-effect data by hormone receptor subtype. Heterogeneity was restricted to age and hormone receptor status; tumour size/grade heterogeneity could be explored in future work. CONCLUSIONS: This study highlights how cost-effectiveness can vary greatly by heterogeneity in age and hormone receptor subtype. Resource allocation and licensing of subsidised therapies such as trastuzumab should consider demographic and clinical heterogeneity; there is currently a profound disconnect between how funding decisions are made (largely agnostic to heterogeneity) and the principles of personalised medicine.",2016-01-22384,27504960,PLoS Med,William Leung,2016,13 / 8,e1002067,No,27504960,"William Leung; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Adjuvant Trastuzumab in HER2-Positive Early Breast Cancer by Age and Hormone Receptor Status: A Cost-Utility Analysis, PLoS Med, 2016 Aug; 13(8):1549-1676; e1002067",QALY,New Zealand,Not Stated,Not Stated,12 month trastuzumab regimen vs. Chemotherapy alone (treatment with an anthracycline),Not Stated,44 Years,25 Years,Female,Full,Lifetime,3.00,3.00,46151,New Zealand,2011,67167.47
16426,Interval Appendectomy: Finding the Breaking Point for Cost-Effectiveness,"BACKGROUND: Patients with phlegmonous appendicitis can be managed nonoperatively, yet debate continues about the need for interval appendectomy (IA), given the low risk of recurrence or neoplasm. We sought to determine for which patient age interval appendectomy is cost-effective. METHODS: Using TreeAge software, a cost-effectiveness model was developed. Two strategies were compared, IA and no interval appendectomy (NIA). Interval appendectomy patients were modeled with probability of benign pathology, cancer or inflammatory bowel disease, and possible operative complications. Patients with NIA were modeled with the probability of recurrence. The probability of malignancy or inflammatory bowel disease developing, or death occurring during a lifetime, was modeled. Base case scenarios at 18, 35, and 50 years old were completed using a Monte Carlo microsimulation. Probabilistic sensitivity analysis was completed using 2-dimensional sample as a Monte Carlo microsimulation to account for variability for patients 18 to 60 years old. Probabilities of complications developing, pathologic diagnosis requiring additional management, and state utility were extracted from published data. Costs were collected from the Centers for Medicare and Medicaid Services and utility was quality-adjusted life years (QALY). RESULTS: For an 18-year-old patient, IA costs $9,417.22 with a gain of 16.59 QALYs compared with NIA, which costs $11,613.57 with a gain of 16.52 QALYs. For a 35-year-old, IA costs $8,989.16 with 9.1 QALYs gained. No interval appendectomy costs $6,614.61 and 9.09 QALYs gained. For the 35-year-old patient, the interval cost-effectiveness ratio comparing NIA with IA is $237,455/QALY. As patient age increases, the interval cost-effectiveness ratio increases. Using a willingness-to-pay threshold of $50,000/QALY, IA remains cost-effective until the patient is 33 years old. CONCLUSIONS: Interval appendectomy should be considered in patients younger than 34 years of age.",2016-01-22386,27502367,J Am Coll Surg,Lara Senekjian,2016,223 / 4,632-43,No,27502367,"Lara Senekjian; Raminder Nirula; Brandon Bellows; Richard Nelson; Interval Appendectomy: Finding the Breaking Point for Cost-Effectiveness, J Am Coll Surg, 2016 Oct; 223(4):1072-7515; 632-43",QALY,United States of America,Not Stated,Not Stated,Interval appendectomy (IA) vs. No interval appendectomy (IA),Not Stated,18 Years,18 Years,Not Stated,Full,Lifetime,Not Stated,Not Stated,-31376.43,United States,2012,-35369.24
16427,Interval Appendectomy: Finding the Breaking Point for Cost-Effectiveness,"BACKGROUND: Patients with phlegmonous appendicitis can be managed nonoperatively, yet debate continues about the need for interval appendectomy (IA), given the low risk of recurrence or neoplasm. We sought to determine for which patient age interval appendectomy is cost-effective. METHODS: Using TreeAge software, a cost-effectiveness model was developed. Two strategies were compared, IA and no interval appendectomy (NIA). Interval appendectomy patients were modeled with probability of benign pathology, cancer or inflammatory bowel disease, and possible operative complications. Patients with NIA were modeled with the probability of recurrence. The probability of malignancy or inflammatory bowel disease developing, or death occurring during a lifetime, was modeled. Base case scenarios at 18, 35, and 50 years old were completed using a Monte Carlo microsimulation. Probabilistic sensitivity analysis was completed using 2-dimensional sample as a Monte Carlo microsimulation to account for variability for patients 18 to 60 years old. Probabilities of complications developing, pathologic diagnosis requiring additional management, and state utility were extracted from published data. Costs were collected from the Centers for Medicare and Medicaid Services and utility was quality-adjusted life years (QALY). RESULTS: For an 18-year-old patient, IA costs $9,417.22 with a gain of 16.59 QALYs compared with NIA, which costs $11,613.57 with a gain of 16.52 QALYs. For a 35-year-old, IA costs $8,989.16 with 9.1 QALYs gained. No interval appendectomy costs $6,614.61 and 9.09 QALYs gained. For the 35-year-old patient, the interval cost-effectiveness ratio comparing NIA with IA is $237,455/QALY. As patient age increases, the interval cost-effectiveness ratio increases. Using a willingness-to-pay threshold of $50,000/QALY, IA remains cost-effective until the patient is 33 years old. CONCLUSIONS: Interval appendectomy should be considered in patients younger than 34 years of age.",2016-01-22386,27502367,J Am Coll Surg,Lara Senekjian,2016,223 / 4,632-43,No,27502367,"Lara Senekjian; Raminder Nirula; Brandon Bellows; Richard Nelson; Interval Appendectomy: Finding the Breaking Point for Cost-Effectiveness, J Am Coll Surg, 2016 Oct; 223(4):1072-7515; 632-43",QALY,United States of America,Not Stated,Not Stated,Interval appendectomy (IA) vs. No interval appendectomy (IA),Not Stated,35 Years,35 Years,Not Stated,Full,Lifetime,Not Stated,Not Stated,237455,United States,2012,267672.35
