index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
31131,"Scaling up malaria intervention ""packages"" in Senegal: using cost effectiveness data for improving allocative efficiency and programmatic decision-making","BACKGROUND: Senegal''s National Malaria Control Programme (NMCP) implements control interventions in the form of targeted packages: (1) scale-up for impact (SUFI), which includes bed nets, intermittent preventive treatment in pregnancy, rapid diagnostic tests, and artemisinin combination therapy; (2) SUFI + reactive case investigation (focal test and treat); (3) SUFI + indoor residual spraying (IRS); (4) SUFI + seasonal malaria chemoprophylaxis (SMC); and, (5) SUFI + SMC + IRS. This study estimates the cost effectiveness of each of these packages to provide the NMCP with data for improving allocative efficiency and programmatic decision-making. METHODS: This study is a retrospective analysis for the period 2013-2014 covering all 76 Senegal districts. The yearly implementation cost for each intervention was estimated and the information was aggregated into a package cost for all covered districts. The change in the burden of malaria associated with each package was estimated using the number of disability adjusted life-years (DALYs) averted. The cost effectiveness (cost per DALY averted) was then calculated for each package. RESULTS: The cost per DALY averted ranged from $76 to $1591 across packages. Using World Health Organization standards, 4 of the 5 packages were ""very cost effective"" (less than Senegal''s GDP per capita). Relative to the 2 other packages implemented in malaria control districts, the SUFI + SMC package was the most cost-effective package at $76 per DALY averted. SMC seems to make IRS more cost effective: $582 per DALY averted for SUFI + IRS compared with $272 for the SUFI + IRS + SMC package. The SUFI + focal test and treat, implemented in malaria elimination districts, had a cost per DALY averted of $1591 and was only ""cost-effective"" (less than three times Senegal''s per capita GDP). CONCLUSION: Senegal''s choice of deploying malaria interventions by packages seems to be effectively targeting high burden areas with a wide range of interventions. However, not all districts showed the same level of performance, indicating that efficiency gains are still possible.",2018-99-27512,29636051,Malar J,Sophie Faye,2018,17 / 1,159,No,29636051,"Sophie Faye; Altea Cico; Alioune Badara Gueye; Elaine Baruwa; Benjamin Johns; Medoune Ndiop; Martin Alilio; Scaling up malaria intervention ""packages"" in Senegal: using cost effectiveness data for improving allocative efficiency and programmatic decision-making, Malar J, 2018 Apr 10; 17(1):1475-2875; 159",DALY,Senegal,Not Stated,"Diagnostic, Environmental, Pharmaceutical",Scale-up for impact malaria intervention package plus seasonal malaria chemoprophylaxis vs. None,Not Stated,Not Stated,19 Years,Not Stated,Full,,Not Stated,Not Stated,76,United States,2014,83.09
31132,"Scaling up malaria intervention ""packages"" in Senegal: using cost effectiveness data for improving allocative efficiency and programmatic decision-making","BACKGROUND: Senegal''s National Malaria Control Programme (NMCP) implements control interventions in the form of targeted packages: (1) scale-up for impact (SUFI), which includes bed nets, intermittent preventive treatment in pregnancy, rapid diagnostic tests, and artemisinin combination therapy; (2) SUFI + reactive case investigation (focal test and treat); (3) SUFI + indoor residual spraying (IRS); (4) SUFI + seasonal malaria chemoprophylaxis (SMC); and, (5) SUFI + SMC + IRS. This study estimates the cost effectiveness of each of these packages to provide the NMCP with data for improving allocative efficiency and programmatic decision-making. METHODS: This study is a retrospective analysis for the period 2013-2014 covering all 76 Senegal districts. The yearly implementation cost for each intervention was estimated and the information was aggregated into a package cost for all covered districts. The change in the burden of malaria associated with each package was estimated using the number of disability adjusted life-years (DALYs) averted. The cost effectiveness (cost per DALY averted) was then calculated for each package. RESULTS: The cost per DALY averted ranged from $76 to $1591 across packages. Using World Health Organization standards, 4 of the 5 packages were ""very cost effective"" (less than Senegal''s GDP per capita). Relative to the 2 other packages implemented in malaria control districts, the SUFI + SMC package was the most cost-effective package at $76 per DALY averted. SMC seems to make IRS more cost effective: $582 per DALY averted for SUFI + IRS compared with $272 for the SUFI + IRS + SMC package. The SUFI + focal test and treat, implemented in malaria elimination districts, had a cost per DALY averted of $1591 and was only ""cost-effective"" (less than three times Senegal''s per capita GDP). CONCLUSION: Senegal''s choice of deploying malaria interventions by packages seems to be effectively targeting high burden areas with a wide range of interventions. However, not all districts showed the same level of performance, indicating that efficiency gains are still possible.",2018-99-27512,29636051,Malar J,Sophie Faye,2018,17 / 1,159,No,29636051,"Sophie Faye; Altea Cico; Alioune Badara Gueye; Elaine Baruwa; Benjamin Johns; Medoune Ndiop; Martin Alilio; Scaling up malaria intervention ""packages"" in Senegal: using cost effectiveness data for improving allocative efficiency and programmatic decision-making, Malar J, 2018 Apr 10; 17(1):1475-2875; 159",DALY,Senegal,Not Stated,"Diagnostic, Environmental, Pharmaceutical",Scale-up for impact malaria intervention package plus indoor residual spraying plus seasonal malaria chemoprophylaxis vs. None,Not Stated,Not Stated,19 Years,Not Stated,Full,,Not Stated,Not Stated,272,United States,2014,297.36
31133,"Scaling up malaria intervention ""packages"" in Senegal: using cost effectiveness data for improving allocative efficiency and programmatic decision-making","BACKGROUND: Senegal''s National Malaria Control Programme (NMCP) implements control interventions in the form of targeted packages: (1) scale-up for impact (SUFI), which includes bed nets, intermittent preventive treatment in pregnancy, rapid diagnostic tests, and artemisinin combination therapy; (2) SUFI + reactive case investigation (focal test and treat); (3) SUFI + indoor residual spraying (IRS); (4) SUFI + seasonal malaria chemoprophylaxis (SMC); and, (5) SUFI + SMC + IRS. This study estimates the cost effectiveness of each of these packages to provide the NMCP with data for improving allocative efficiency and programmatic decision-making. METHODS: This study is a retrospective analysis for the period 2013-2014 covering all 76 Senegal districts. The yearly implementation cost for each intervention was estimated and the information was aggregated into a package cost for all covered districts. The change in the burden of malaria associated with each package was estimated using the number of disability adjusted life-years (DALYs) averted. The cost effectiveness (cost per DALY averted) was then calculated for each package. RESULTS: The cost per DALY averted ranged from $76 to $1591 across packages. Using World Health Organization standards, 4 of the 5 packages were ""very cost effective"" (less than Senegal''s GDP per capita). Relative to the 2 other packages implemented in malaria control districts, the SUFI + SMC package was the most cost-effective package at $76 per DALY averted. SMC seems to make IRS more cost effective: $582 per DALY averted for SUFI + IRS compared with $272 for the SUFI + IRS + SMC package. The SUFI + focal test and treat, implemented in malaria elimination districts, had a cost per DALY averted of $1591 and was only ""cost-effective"" (less than three times Senegal''s per capita GDP). CONCLUSION: Senegal''s choice of deploying malaria interventions by packages seems to be effectively targeting high burden areas with a wide range of interventions. However, not all districts showed the same level of performance, indicating that efficiency gains are still possible.",2018-99-27512,29636051,Malar J,Sophie Faye,2018,17 / 1,159,No,29636051,"Sophie Faye; Altea Cico; Alioune Badara Gueye; Elaine Baruwa; Benjamin Johns; Medoune Ndiop; Martin Alilio; Scaling up malaria intervention ""packages"" in Senegal: using cost effectiveness data for improving allocative efficiency and programmatic decision-making, Malar J, 2018 Apr 10; 17(1):1475-2875; 159",DALY,Senegal,Not Stated,"Diagnostic, Environmental, Pharmaceutical",Scale-up for impact malaria intervention package reactive case investigation (focal test and treat) vs. None,Not Stated,Not Stated,19 Years,Not Stated,Full,,Not Stated,Not Stated,1591,United States,2014,1739.36
31134,"Cost-Effectiveness Analysis of Pneumococcal and Influenza Vaccines Administered to Children Less Than 5 Years of Age in a Low-Income District of Bogota, Colombia","BACKGROUND: The Colombian health authorities introduced the pneumococcal conjugated vaccine and the seasonal influenza vaccine into the national immunization schedule for children in 2009 and 2007, respectively. Despite this, the health authorities continue to be concerned about the high economic and disease burden among children from low-income households caused by these vaccine-preventable diseases. OBJECTIVES: 1) To evaluate the potential health outcomes of four vaccination strategies for subsidized children younger than 5 years in a low-income district in Colombia from a public, direct medical health care perspective. 2) To perform univariate, multivariate, and probabilistic sensitivity analysis to evaluate the robustness of these results. METHODS: We built a Markov deterministic cohort model to evaluate five consecutive cohorts across four alternative situations: 1) no vaccination; 2) vaccination with the 10-valent pneumococcal conjugate vaccine (PCV10 vaccine); 3) vaccination with the trivalent inactivated vaccine (TIV) annually; and 4) combined vaccination with PCV10 vaccine and TIV. RESULTS: The introduction of PCV10 vaccine and TIV and their combined use in particular would be highly cost-effective in comparison to no vaccination. For the combined vaccination with PCV10 vaccine and TIV, the incremental cost-effectiveness ratio would be $1,280 per disability-adjusted life-year (DALY) averted, the total incremental cost of the vaccination program would be $776,800, and it would avert four deaths and 332 DALYs for the five cohorts. CONCLUSIONS: The introduction of PCV10 vaccine and TIV would be highly cost-effective from a public, direct medical health care perspective. Despite these results, we have not observed decreases in severity or hospitalizations. Our findings highlight the need for further studies of the immunization campaign indicators and socioeconomic indicators for this low-income community.",2018-99-27539,29626706,Value Health Reg Issues,Carlos Lara,2018,17 /,21-31,No,29626706,"Carlos Lara; Diana De Graeve; Fabian Franco; Cost-Effectiveness Analysis of Pneumococcal and Influenza Vaccines Administered to Children Less Than 5 Years of Age in a Low-Income District of Bogota, Colombia, Value Health Reg Issues, 2018 May 14; 17():2212-1099; 21-31",DALY,Colombia,Not Stated,Immunization,10-valent pneumococcal conjugate vaccine vs. None,"San Cristobal district of Bogota, Colombia",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,1417,International,2008,1703.34
31135,"Cost-Effectiveness Analysis of Pneumococcal and Influenza Vaccines Administered to Children Less Than 5 Years of Age in a Low-Income District of Bogota, Colombia","BACKGROUND: The Colombian health authorities introduced the pneumococcal conjugated vaccine and the seasonal influenza vaccine into the national immunization schedule for children in 2009 and 2007, respectively. Despite this, the health authorities continue to be concerned about the high economic and disease burden among children from low-income households caused by these vaccine-preventable diseases. OBJECTIVES: 1) To evaluate the potential health outcomes of four vaccination strategies for subsidized children younger than 5 years in a low-income district in Colombia from a public, direct medical health care perspective. 2) To perform univariate, multivariate, and probabilistic sensitivity analysis to evaluate the robustness of these results. METHODS: We built a Markov deterministic cohort model to evaluate five consecutive cohorts across four alternative situations: 1) no vaccination; 2) vaccination with the 10-valent pneumococcal conjugate vaccine (PCV10 vaccine); 3) vaccination with the trivalent inactivated vaccine (TIV) annually; and 4) combined vaccination with PCV10 vaccine and TIV. RESULTS: The introduction of PCV10 vaccine and TIV and their combined use in particular would be highly cost-effective in comparison to no vaccination. For the combined vaccination with PCV10 vaccine and TIV, the incremental cost-effectiveness ratio would be $1,280 per disability-adjusted life-year (DALY) averted, the total incremental cost of the vaccination program would be $776,800, and it would avert four deaths and 332 DALYs for the five cohorts. CONCLUSIONS: The introduction of PCV10 vaccine and TIV would be highly cost-effective from a public, direct medical health care perspective. Despite these results, we have not observed decreases in severity or hospitalizations. Our findings highlight the need for further studies of the immunization campaign indicators and socioeconomic indicators for this low-income community.",2018-99-27539,29626706,Value Health Reg Issues,Carlos Lara,2018,17 /,21-31,No,29626706,"Carlos Lara; Diana De Graeve; Fabian Franco; Cost-Effectiveness Analysis of Pneumococcal and Influenza Vaccines Administered to Children Less Than 5 Years of Age in a Low-Income District of Bogota, Colombia, Value Health Reg Issues, 2018 May 14; 17():2212-1099; 21-31",DALY,Colombia,Not Stated,Immunization,Trivalent inactivated vaccine vs. None,"San Cristobal district of Bogota, Colombia",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,-1358.92,International,2008,-1633.53
31136,"Cost-Effectiveness Analysis of Pneumococcal and Influenza Vaccines Administered to Children Less Than 5 Years of Age in a Low-Income District of Bogota, Colombia","BACKGROUND: The Colombian health authorities introduced the pneumococcal conjugated vaccine and the seasonal influenza vaccine into the national immunization schedule for children in 2009 and 2007, respectively. Despite this, the health authorities continue to be concerned about the high economic and disease burden among children from low-income households caused by these vaccine-preventable diseases. OBJECTIVES: 1) To evaluate the potential health outcomes of four vaccination strategies for subsidized children younger than 5 years in a low-income district in Colombia from a public, direct medical health care perspective. 2) To perform univariate, multivariate, and probabilistic sensitivity analysis to evaluate the robustness of these results. METHODS: We built a Markov deterministic cohort model to evaluate five consecutive cohorts across four alternative situations: 1) no vaccination; 2) vaccination with the 10-valent pneumococcal conjugate vaccine (PCV10 vaccine); 3) vaccination with the trivalent inactivated vaccine (TIV) annually; and 4) combined vaccination with PCV10 vaccine and TIV. RESULTS: The introduction of PCV10 vaccine and TIV and their combined use in particular would be highly cost-effective in comparison to no vaccination. For the combined vaccination with PCV10 vaccine and TIV, the incremental cost-effectiveness ratio would be $1,280 per disability-adjusted life-year (DALY) averted, the total incremental cost of the vaccination program would be $776,800, and it would avert four deaths and 332 DALYs for the five cohorts. CONCLUSIONS: The introduction of PCV10 vaccine and TIV would be highly cost-effective from a public, direct medical health care perspective. Despite these results, we have not observed decreases in severity or hospitalizations. Our findings highlight the need for further studies of the immunization campaign indicators and socioeconomic indicators for this low-income community.",2018-99-27539,29626706,Value Health Reg Issues,Carlos Lara,2018,17 /,21-31,No,29626706,"Carlos Lara; Diana De Graeve; Fabian Franco; Cost-Effectiveness Analysis of Pneumococcal and Influenza Vaccines Administered to Children Less Than 5 Years of Age in a Low-Income District of Bogota, Colombia, Value Health Reg Issues, 2018 May 14; 17():2212-1099; 21-31",DALY,Colombia,Not Stated,Immunization,10-valent pneumococcal conjugate vaccine and trivalent inactivated vaccine vs. None,"San Cristobal district of Bogota, Colombia",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,1280,International,2008,1538.66
31137,Cost-effectiveness of Preventive Therapy for Tuberculosis With Isoniazid and Rifapentine Versus Isoniazid Alone in High-Burden Settings,"Background: A short-course regimen of 3 months of weekly rifapentine and isoniazid (3HP) has recently been recommended by the World Health Organization as an alternative to at least 6 months of daily isoniazid (isoniazid preventive therapy [IPT]) for prevention of tuberculosis (TB). The contexts in which 3HP may be cost-effective compared to IPT among people living with human immunodeficiency virus are unknown. Methods: We used a Markov state transition model to estimate the incremental cost-effectiveness of 3HP relative to IPT in high-burden settings, using a cohort of 1000 patients in a Ugandan HIV clinic as an emblematic scenario. Cost-effectiveness was expressed as 2017 US dollars per disability-adjusted life year (DALY) averted from a healthcare perspective over a 20-year time horizon. We explored the conditions under which 3HP would be considered cost-effective relative to IPT. Results: Per 1000 individuals on antiretroviral therapy in the reference scenario, treatment with 3HP rather than IPT was estimated to avert 9 cases of TB and 1 death, costing $9402 per DALY averted relative to IPT. Cost-effectiveness depended strongly on the price of rifapentine, completion of 3HP, and prevalence of latent TB. At a willingness to pay of $1000 per DALY averted, 3HP is likely to be cost-effective relative to IPT only if the price of rifapentine can be greatly reduced (to approximately $20 per course) and high treatment completion (85%) can be achieved. Conclusions: 3HP may be a cost-effective alternative to IPT in high-burden settings, but cost-effectiveness depends on the price of rifapentine, achievable completion rates, and local willingness to pay.",2018-99-27561,29617965,Clin Infect Dis,Karl T Johnson,2018,67 / 7,1072-1078,No,29617965,"Karl T Johnson; Gavin J Churchyard; Hojoon Sohn; David W Dowdy; Cost-effectiveness of Preventive Therapy for Tuberculosis With Isoniazid and Rifapentine Versus Isoniazid Alone in High-Burden Settings, Clin Infect Dis, 2018 Sep 14; 67(7):1537-6591; 1072-1078",DALY,Uganda,Not Stated,Pharmaceutical,Regimen of 9 months of daily isoniazid (isoniazid preventive therapy) vs. None,Taking antiretroviral therapy,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,225.03,United States,2017,237.6
31138,Cost-effectiveness of Preventive Therapy for Tuberculosis With Isoniazid and Rifapentine Versus Isoniazid Alone in High-Burden Settings,"Background: A short-course regimen of 3 months of weekly rifapentine and isoniazid (3HP) has recently been recommended by the World Health Organization as an alternative to at least 6 months of daily isoniazid (isoniazid preventive therapy [IPT]) for prevention of tuberculosis (TB). The contexts in which 3HP may be cost-effective compared to IPT among people living with human immunodeficiency virus are unknown. Methods: We used a Markov state transition model to estimate the incremental cost-effectiveness of 3HP relative to IPT in high-burden settings, using a cohort of 1000 patients in a Ugandan HIV clinic as an emblematic scenario. Cost-effectiveness was expressed as 2017 US dollars per disability-adjusted life year (DALY) averted from a healthcare perspective over a 20-year time horizon. We explored the conditions under which 3HP would be considered cost-effective relative to IPT. Results: Per 1000 individuals on antiretroviral therapy in the reference scenario, treatment with 3HP rather than IPT was estimated to avert 9 cases of TB and 1 death, costing $9402 per DALY averted relative to IPT. Cost-effectiveness depended strongly on the price of rifapentine, completion of 3HP, and prevalence of latent TB. At a willingness to pay of $1000 per DALY averted, 3HP is likely to be cost-effective relative to IPT only if the price of rifapentine can be greatly reduced (to approximately $20 per course) and high treatment completion (85%) can be achieved. Conclusions: 3HP may be a cost-effective alternative to IPT in high-burden settings, but cost-effectiveness depends on the price of rifapentine, achievable completion rates, and local willingness to pay.",2018-99-27561,29617965,Clin Infect Dis,Karl T Johnson,2018,67 / 7,1072-1078,No,29617965,"Karl T Johnson; Gavin J Churchyard; Hojoon Sohn; David W Dowdy; Cost-effectiveness of Preventive Therapy for Tuberculosis With Isoniazid and Rifapentine Versus Isoniazid Alone in High-Burden Settings, Clin Infect Dis, 2018 Sep 14; 67(7):1537-6591; 1072-1078",DALY,Uganda,Not Stated,Pharmaceutical,Regimen of 3 months (12 doses) of weekly isoniazid and rifapentine vs. None,Taking antiretroviral therapy,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,230.69,United States,2017,243.58
31139,Cost-effectiveness of Preventive Therapy for Tuberculosis With Isoniazid and Rifapentine Versus Isoniazid Alone in High-Burden Settings,"Background: A short-course regimen of 3 months of weekly rifapentine and isoniazid (3HP) has recently been recommended by the World Health Organization as an alternative to at least 6 months of daily isoniazid (isoniazid preventive therapy [IPT]) for prevention of tuberculosis (TB). The contexts in which 3HP may be cost-effective compared to IPT among people living with human immunodeficiency virus are unknown. Methods: We used a Markov state transition model to estimate the incremental cost-effectiveness of 3HP relative to IPT in high-burden settings, using a cohort of 1000 patients in a Ugandan HIV clinic as an emblematic scenario. Cost-effectiveness was expressed as 2017 US dollars per disability-adjusted life year (DALY) averted from a healthcare perspective over a 20-year time horizon. We explored the conditions under which 3HP would be considered cost-effective relative to IPT. Results: Per 1000 individuals on antiretroviral therapy in the reference scenario, treatment with 3HP rather than IPT was estimated to avert 9 cases of TB and 1 death, costing $9402 per DALY averted relative to IPT. Cost-effectiveness depended strongly on the price of rifapentine, completion of 3HP, and prevalence of latent TB. At a willingness to pay of $1000 per DALY averted, 3HP is likely to be cost-effective relative to IPT only if the price of rifapentine can be greatly reduced (to approximately $20 per course) and high treatment completion (85%) can be achieved. Conclusions: 3HP may be a cost-effective alternative to IPT in high-burden settings, but cost-effectiveness depends on the price of rifapentine, achievable completion rates, and local willingness to pay.",2018-99-27561,29617965,Clin Infect Dis,Karl T Johnson,2018,67 / 7,1072-1078,No,29617965,"Karl T Johnson; Gavin J Churchyard; Hojoon Sohn; David W Dowdy; Cost-effectiveness of Preventive Therapy for Tuberculosis With Isoniazid and Rifapentine Versus Isoniazid Alone in High-Burden Settings, Clin Infect Dis, 2018 Sep 14; 67(7):1537-6591; 1072-1078",DALY,Uganda,Not Stated,Pharmaceutical,Regimen of 3 months (12 doses) of weekly isoniazid and rifapentine vs. Regimen of isoniazid preventive therapy (9 months of daily isoniazid) (IPT),Taking antiretroviral therapy,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,9402,United States,2017,9927.14
31140,Cost and Cost-Effectiveness of a Demand Creation Intervention to Increase Uptake of Voluntary Medical Male Circumcision in Tanzania: Spending More to Spend Less,"BACKGROUND: Although voluntary medical male circumcision (VMMC) reduces the risk of HIV acquisition, demand for services is lower among men in most at-risk age groups (ages 20-34 years). A randomized controlled trial was conducted to assess the effectiveness of locally-tailored demand creation activities (including mass media, community mobilization, and targeted service delivery) in increasing uptake of campaign-delivered VMMC among men aged 20-34 years. We conducted an economic evaluation to understand the intervention''s cost and cost-effectiveness. SETTING: Tanzania (Njombe and Tabora regions). METHODS: Cost data were collected on surgery, demand creation activities, and monitoring and supervision related to VMMC implementation across clusters in both trial arms, as well as start-up activities for the intervention arms. The Decision Makers'' Program Planning Tool was used to estimate the number of HIV infections averted and related cost savings, given the total VMMCs per cluster. Disability-adjusted life years were calculated and used to estimate incremental cost-effectiveness ratios. RESULTS: Client load was higher in the intervention arms than in the control arms: 4394 vs. 2901 in Tabora and 1797 vs. 1025 in Njombe, respectively. Despite additional costs of tailored demand creation, demand increased more than proportionally: mean costs per VMMC in the intervention arms were $62 in Tabora and $130 in Njombe, and in the control arms $70 and $191, respectively. More infections were averted in the intervention arm than in the control arm in Tabora (123 vs. 67, respectively) and in Njombe (164 vs. 102, respectively). The intervention dominated the control because it was both less costly and more effective. Cost savings were observed in both regions stemming from the antiretroviral treatment costs averted as a result of the VMMCs performed. CONCLUSIONS: Spending more to address local preferences as a way to increase uptake of VMMC can be cost-saving.",2018-01-27681,29557854,J Acquir Immune Defic Syndr,Sergio Torres-Rueda,2018,78 / 3,291-299,No,29557854,"Sergio Torres-Rueda; Mwita Wambura; Helen A Weiss; Marya Plotkin; Katharine Kripke; Joseph Chilongani; Hally Mahler; Evodius Kuringe; Maende Makokha; Augustino Hellar; Carl Schutte; Kokuhumbya J Kazaura; Daimon Simbeye; Gerry Mshana; Natasha Larke; Gissenge Lija; John Changalucha; Anna Vassall; Richard Hayes; Jonathan M Grund; Fern Terris-Prestholt; Cost and Cost-Effectiveness of a Demand Creation Intervention to Increase Uptake of Voluntary Medical Male Circumcision in Tanzania: Spending More to Spend Less, J Acquir Immune Defic Syndr, 2018 Jul 1; 78(3):1525-4135; 291-299",DALY,Tanzania,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Surgical","Locally-tailored demand creation and delivery of Voluntary Medical Male Circumcision services to prevent HIV transmission vs. Standard demand creation and delivery of Voluntary Medical Male Circumcision (VMMC) services: mass media engagement, community mobilization, targeted service delivery",Tabora region,40 Years,19 Years,Male,Full,,3.00,3.00,143,United States,2015,156.15
31141,Cost and Cost-Effectiveness of a Demand Creation Intervention to Increase Uptake of Voluntary Medical Male Circumcision in Tanzania: Spending More to Spend Less,"BACKGROUND: Although voluntary medical male circumcision (VMMC) reduces the risk of HIV acquisition, demand for services is lower among men in most at-risk age groups (ages 20-34 years). A randomized controlled trial was conducted to assess the effectiveness of locally-tailored demand creation activities (including mass media, community mobilization, and targeted service delivery) in increasing uptake of campaign-delivered VMMC among men aged 20-34 years. We conducted an economic evaluation to understand the intervention''s cost and cost-effectiveness. SETTING: Tanzania (Njombe and Tabora regions). METHODS: Cost data were collected on surgery, demand creation activities, and monitoring and supervision related to VMMC implementation across clusters in both trial arms, as well as start-up activities for the intervention arms. The Decision Makers'' Program Planning Tool was used to estimate the number of HIV infections averted and related cost savings, given the total VMMCs per cluster. Disability-adjusted life years were calculated and used to estimate incremental cost-effectiveness ratios. RESULTS: Client load was higher in the intervention arms than in the control arms: 4394 vs. 2901 in Tabora and 1797 vs. 1025 in Njombe, respectively. Despite additional costs of tailored demand creation, demand increased more than proportionally: mean costs per VMMC in the intervention arms were $62 in Tabora and $130 in Njombe, and in the control arms $70 and $191, respectively. More infections were averted in the intervention arm than in the control arm in Tabora (123 vs. 67, respectively) and in Njombe (164 vs. 102, respectively). The intervention dominated the control because it was both less costly and more effective. Cost savings were observed in both regions stemming from the antiretroviral treatment costs averted as a result of the VMMCs performed. CONCLUSIONS: Spending more to address local preferences as a way to increase uptake of VMMC can be cost-saving.",2018-01-27681,29557854,J Acquir Immune Defic Syndr,Sergio Torres-Rueda,2018,78 / 3,291-299,No,29557854,"Sergio Torres-Rueda; Mwita Wambura; Helen A Weiss; Marya Plotkin; Katharine Kripke; Joseph Chilongani; Hally Mahler; Evodius Kuringe; Maende Makokha; Augustino Hellar; Carl Schutte; Kokuhumbya J Kazaura; Daimon Simbeye; Gerry Mshana; Natasha Larke; Gissenge Lija; John Changalucha; Anna Vassall; Richard Hayes; Jonathan M Grund; Fern Terris-Prestholt; Cost and Cost-Effectiveness of a Demand Creation Intervention to Increase Uptake of Voluntary Medical Male Circumcision in Tanzania: Spending More to Spend Less, J Acquir Immune Defic Syndr, 2018 Jul 1; 78(3):1525-4135; 291-299",DALY,Tanzania,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Surgical","Locally-tailored demand creation and delivery of Voluntary Medical Male Circumcision services to prevent HIV transmission vs. Standard demand creation and delivery of Voluntary Medical Male Circumcision (VMMC) services: mass media engagement, community mobilization, targeted service delivery",Njombe region,40 Years,19 Years,Male,Full,,3.00,3.00,73,United States,2015,79.71
31142,Economic Evaluation of a Pre-Hospital Protocol for Patients with Suspected Acute Stroke,"Background: In regional and rural Australia, patients experiencing ischemic stroke do not have equitable access to an intravenous recombinant tissue plasminogen activator (tPA). Although thrombolysis with tPA is a clinically proven and cost-effective treatment for eligible stroke patients, there are few economic evaluations on pre-hospital triage interventions to improve access to tPA. Aim: To describe the potential cost-effectiveness of the pre-hospital acute stroke triage (PAST) protocol implemented to provide priority transfer of appropriate patients from smaller hospitals to a primary stroke center (PSC) in regional New South Wales, Australia. Materials and methods: The PAST protocol was evaluated using a prospective and historical control design. Using aggregated administrative data, a decision analytic model was used to simulate costs and patient outcomes. During the implementation of the PAST protocol (intervention), patient data were collected prospectively at the PSC. Control patients included two groups (i) patients arriving at the PSC in the 12 months before the implementation of the PAST protocol and, (ii) patients from the geographical catchment area of the smaller regional hospitals that were previously not bypassed during the control period. Control data were collected retrospectively. The primary outcome of the economic evaluation was the additional cost per disability adjusted life years (DALYs) averted in the intervention period compared to the control period. Results: The intervention was associated with a 17 times greater odds of eligible patients receiving tPA (adjusted odds ratio, 95% CI 9.42-31.2, p < 0.05) and the majority of the associated costs were incurred during acute care and rehabilitation. Overall, the intervention was associated with an estimated net avoidance of 93.3 DALYs. The estimated average cost per DALY averted per patient in the intervention group compared to the control group was $10,921. Conclusion: Based on our simulation modeling, the pre-hospital triage intervention was a potentially cost-effective strategy for improving access to tPA therapy for patients with ischemic stroke in regional Australia.",2018-99-27694,29552550,Front Public Health,Suman Lahiry,2018,6 /,43,No,29552550,"Suman Lahiry; Christopher Levi; Joosup Kim; Dominique A Cadilhac; Andrew Searles; Economic Evaluation of a Pre-Hospital Protocol for Patients with Suspected Acute Stroke, Front Public Health, 2018; 6():2296-2565; 43",DALY,Australia,Not Stated,"Care Delivery, Diagnostic, Other",Pre-Hospital Acute Stroke triage protocol vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,10921,Australia,2014,10785.77
