index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
25924,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1738,United States,2000,2612.16
25925,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants: tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,6368,United States,2000,9570.9
25926,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants: selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,6526,United States,2000,9808.37
25927,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical",Brief psychotherapy: brief cognitive therapy or problem-solving treatment vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,9165,United States,2000,13774.7
25928,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) plus brief psychotherapy (brief cognitive therapy or problem-solving treatment) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,8754,United States,2000,13156.98
25929,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) plus brief psychotherapy ((brief cognitive therapy or problem-solving treatment)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,9238,United States,2000,13884.41
25930,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,10288,United States,2000,15462.53
25931,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,10917,United States,2000,16407.9
25932,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants: tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1574,United States,2000,2365.67
25933,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants: selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1966,United States,2000,2954.83
25934,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical",Brief psychotherapy: brief cognitive therapy or problem-solving treatment vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1846,United States,2000,2774.48
25935,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) plus brief psychotherapy (brief cognitive therapy or problem-solving treatment) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1789,United States,2000,2688.81
25936,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) plus brief psychotherapy ((brief cognitive therapy or problem-solving treatment)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,2240,United States,2000,3366.65
25937,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1929,United States,2000,2899.22
25938,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,2519,United States,2000,3785.98
25939,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants: tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1960,United States,2000,2945.82
25940,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants: selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,2376,United States,2000,3571.05
