index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27021,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Tanzania,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,10.85,United States,2007,13.54
27022,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Turkey,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,162.38,United States,2007,202.69
27023,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Uzbekistan,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,50.77,United States,2007,63.37
27024,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Viet Nam,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,30.52,United States,2007,38.1
27025,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Yemen,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,32.04,United States,2007,39.99
27026,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Zambia,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,52.34,United States,2007,65.33
27027,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Zimbabwe,Not Stated,Legislation / Regulation,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,42.54,United States,2007,53.1
27028,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Angola,Not Stated,Legislation / Regulation,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,6064,United States,2007,7569.28
27029,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Bangladesh,Not Stated,Legislation / Regulation,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,9161,United States,2007,11435.06
27030,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Côte d'Ivoire,Not Stated,Legislation / Regulation,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,791,United States,2007,987.35
27031,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Ghana,Not Stated,Legislation / Regulation,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,1314,United States,2007,1640.18
27032,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Guatemala,Not Stated,Legislation / Regulation,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,14525,United States,2007,18130.58
27033,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Kenya,Not Stated,Legislation / Regulation,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,1796,United States,2007,2241.83
