index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28828,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,South Africa,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,1100,United States,2011,1265.64
28829,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Sudan,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,19600,United States,2011,22551.43
28830,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Swaziland,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,800,United States,2011,920.47
28831,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Tanzania,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,5000,United States,2011,5752.92
28832,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Togo,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,11100,United States,2011,12771.47
28833,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Uganda,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,3300,United States,2011,3796.92
28834,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Zambia,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,1500,United States,2011,1725.87
28835,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"OBJECTIVE: Two randomised controlled trials showed that pre-exposure prophylaxis (PrEP) reduces HIV transmission between heterosexual men and women. We model the potential impact on transmission and cost-effectiveness of providing PrEP in sub-Saharan Africa. METHODS: We use a deterministic, compartmental model of HIV transmission to evaluate the potential of a 5-year PrEP intervention targeting the adult population of 42 sub-Saharan African countries. We examine the incremental impact of adding PrEP at pre-existing levels of male circumcision and antiretroviral therapy (ART). The base case assumes efficacy of 68%; adherence at 80%; country coverage at 10% of the HIV-uninfected adult population; and annual costs of PrEP and ART at US$200 and US$880 per person, respectively. RESULTS: After 5 years, 390,000 HIV infections (95% UR 190,000 to 630,000) would be prevented, 24% of these in South Africa. HIV infections averted per 100 000 people (adult) would range from 500 in Lesotho to 10 in Somalia. Incremental cost-effectiveness would be US$5800/disability-adjusted life year (DALY) (95% UR 3100 to 13500). Cost-effectiveness would range from US$500/DALY in Lesotho to US$44 600/DALY in Eritrea. CONCLUSIONS: In a general adult population, PrEP is a high-cost intervention which will have maximum impact and be cost-effective only in countries that have high levels of HIV burden and low levels of male circumcision in the population. Hence, PrEP will likely be most effective in Southern Africa as a targeted intervention added to existing strategies to control the HIV pandemic.",2013-99-11758,23912819,Sex Transm Infect,Stephane Verguet,2013,89 / 8,,No,23912819,"Stephane Verguet; Meg Stalcup; Julia A Walsh; Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?, Sex Transm Infect, 2013 Dec; 89(8):1368-4973",DALY,Zimbabwe,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pre-exposure prophylaxis (PrEP) for reducing HIV transmission vs. Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",Not Stated,64 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,1300,United States,2011,1495.76
28836,Making wider use of the world's most widely used vaccine: Bacille Calmette-Guerin revaccination reconsidered,"Approximately 100 million newborn children receive Bacille Calmette-Guerin (BCG) annually, because vaccination is consistently protective against childhood tuberculous meningitis and miliary TB. By contrast, BCG efficacy against pulmonary TB in children and adults is highly variable, ranging from 0% to 80%, though it tends to be higher in individuals who have no detectable prior exposure to mycobacterial infections, as judged by the absence of delayed-type hypersensitivity response (a negative tuberculin skin test, TST). The duration of protection against pulmonary TB is also variable, but lasts about 10 years on average. These observations raise the possibility that BCG revaccination, following primary vaccination in infancy, could be efficacious among TST-negative adolescents as they move into adulthood, the period of highest risk for pulmonary disease. To inform continuing debate about revaccination, this paper assesses the effectiveness and cost-effectiveness of revaccinating adolescents in a setting with intense transmission-Cape Town, South Africa. For a cost of revaccination in the range US$1-10 per person, and vaccine efficacy between 10% and 80% with protection for 10 years, the incremental cost per year of healthy life recovered (disability-adjusted life years, DALY) in the vaccinated population lies between US$116 and US$9237. The intervention is about twice as cost-effective when allowing for the extra benefits of preventing transmission, with costs per DALY recovered in the range US$52-$4540. At 80% efficacy, revaccination averted 17% of cases. Under the scenarios investigated, BCG revaccination is cost-effective against international benchmarks, though not highly effective. Cost-effectiveness ratios would be more favourable if we also allow for TB cases averted by preventing transmission to HIV-positive people, for the protection of HIV-negative people who later acquire HIV infection, for the possible non-specific benefits of BCG, for the fact that some adolescents would receive BCG for the first time, and for cost sharing when BCG is integrated into an adolescent immunization programme. These findings suggest, subject to further evaluation, that BCG revaccination could be cost-effective in some settings.",2013-99-11746,23904584,J R Soc Interface,Christopher Dye,2013,10 / 87,20130365,No,23904584,"Christopher Dye; Making wider use of the world's most widely used vaccine: Bacille Calmette-Guerin revaccination reconsidered, J R Soc Interface, ; 10(87):1742-5662; 20130365",DALY,South Africa,Not Stated,Immunization,Bacille Calmette Guerin (BCG) revaccination against tuberculosis vs. None,Not Stated,Not Stated,12 Years,"Female, Male",Full,,Not Stated,Not Stated,116,United States,2011,133.47
28837,Economic assessment of Q fever in the Netherlands,"In this paper the economic impact of controlling the Q fever epidemic in 2007-2011 in the Netherlands is assessed. Whereas most of the long-term benefits of the implemented control programme stem from reduced disease burden and human health costs, the majority of short-term intervention costs were incurred in the dairy goat sector. The total intervention cost in agriculture amounted approximately 35,000 Euro per DALY occurred. By culling of infected animals, breeding prohibition and vaccination, the epidemic seems to be under control. As the dairy goat vaccination programme continues, future expenses in maintaining the current protected status are relatively low.",2013-99-11682,23866818,Prev Vet Med,M A P M van Asseldonk,2013,112 / 1-2,,No,23866818,"M A P M van Asseldonk; J Prins; R H M Bergevoet; Economic assessment of Q fever in the Netherlands, Prev Vet Med, 2013 Oct 1; 112(1-2):1873-1716",DALY,Netherlands,Not Stated,"Environmental, Immunization","Livestock vaccination, disease testing, breeding prohibition, culling infected animals vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,5.00,5.00,35000,Euro,2011,56039.41
28838,Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply,"An analysis of the cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry supply examined a series of interventions. Effectiveness was evaluated in terms of reduced health burden measured by disability-adjusted life years (DALYs). Costs of implementation were estimated from the value of cost elements, determined by discussions with industry. Benefits were estimated by changing the inputs to a poultry food chain quantitative risk model. Proportional reductions in the number of predicted Campylobacter infections were converted into reductions in the burden of disease measured in DALYs. Cost-effectiveness ratios were calculated for each intervention, as cost per DALY reduction and the ratios compared. The results suggest that the most cost-effective interventions (lowest ratios) are at the primary processing stage. Potential phage-based controls in broiler houses were also highly cost-effective. This study is limited by the ability to quantify costs of implementation and assumptions required to estimate health benefits, but it supports the implementation of interventions at the primary processing stage as providing the greatest quantum of benefit and lowest cost-effectiveness ratios.",2013-99-11630,23834790,J Food Prot,Robin J Lake,2013,76 / 7,1161-7,No,23834790,"Robin J Lake; Beverley J Horn; Alex H Dunn; Ruth Parris; F Terri Green; Don C McNickle; Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply, J Food Prot, ; 76(7):0362-028X; 1161-7",DALY,New Zealand,Not Stated,"Environmental, Legislation / Regulation",Control Campylobacter in poultry meat food supply using multiple interventions during primary processing vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.50,Not Stated,1200,New Zealand,2009,906.4
28839,Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply,"An analysis of the cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry supply examined a series of interventions. Effectiveness was evaluated in terms of reduced health burden measured by disability-adjusted life years (DALYs). Costs of implementation were estimated from the value of cost elements, determined by discussions with industry. Benefits were estimated by changing the inputs to a poultry food chain quantitative risk model. Proportional reductions in the number of predicted Campylobacter infections were converted into reductions in the burden of disease measured in DALYs. Cost-effectiveness ratios were calculated for each intervention, as cost per DALY reduction and the ratios compared. The results suggest that the most cost-effective interventions (lowest ratios) are at the primary processing stage. Potential phage-based controls in broiler houses were also highly cost-effective. This study is limited by the ability to quantify costs of implementation and assumptions required to estimate health benefits, but it supports the implementation of interventions at the primary processing stage as providing the greatest quantum of benefit and lowest cost-effectiveness ratios.",2013-99-11630,23834790,J Food Prot,Robin J Lake,2013,76 / 7,1161-7,No,23834790,"Robin J Lake; Beverley J Horn; Alex H Dunn; Ruth Parris; F Terri Green; Don C McNickle; Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply, J Food Prot, ; 76(7):0362-028X; 1161-7",DALY,New Zealand,Not Stated,"Environmental, Legislation / Regulation",Control Campylobacter in poultry meat food supply by continuous chemical controls (chlorine) during primary processing vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.50,Not Stated,1700,New Zealand,2009,1284.06
28840,Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply,"An analysis of the cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry supply examined a series of interventions. Effectiveness was evaluated in terms of reduced health burden measured by disability-adjusted life years (DALYs). Costs of implementation were estimated from the value of cost elements, determined by discussions with industry. Benefits were estimated by changing the inputs to a poultry food chain quantitative risk model. Proportional reductions in the number of predicted Campylobacter infections were converted into reductions in the burden of disease measured in DALYs. Cost-effectiveness ratios were calculated for each intervention, as cost per DALY reduction and the ratios compared. The results suggest that the most cost-effective interventions (lowest ratios) are at the primary processing stage. Potential phage-based controls in broiler houses were also highly cost-effective. This study is limited by the ability to quantify costs of implementation and assumptions required to estimate health benefits, but it supports the implementation of interventions at the primary processing stage as providing the greatest quantum of benefit and lowest cost-effectiveness ratios.",2013-99-11630,23834790,J Food Prot,Robin J Lake,2013,76 / 7,1161-7,No,23834790,"Robin J Lake; Beverley J Horn; Alex H Dunn; Ruth Parris; F Terri Green; Don C McNickle; Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply, J Food Prot, ; 76(7):0362-028X; 1161-7",DALY,New Zealand,Not Stated,"Environmental, Legislation / Regulation",Control of numbers of Campylobacter in fecal material by administration of bacteriophage prior to slaughter vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.50,Not Stated,3000,New Zealand,2009,2265.99
28841,Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply,"An analysis of the cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry supply examined a series of interventions. Effectiveness was evaluated in terms of reduced health burden measured by disability-adjusted life years (DALYs). Costs of implementation were estimated from the value of cost elements, determined by discussions with industry. Benefits were estimated by changing the inputs to a poultry food chain quantitative risk model. Proportional reductions in the number of predicted Campylobacter infections were converted into reductions in the burden of disease measured in DALYs. Cost-effectiveness ratios were calculated for each intervention, as cost per DALY reduction and the ratios compared. The results suggest that the most cost-effective interventions (lowest ratios) are at the primary processing stage. Potential phage-based controls in broiler houses were also highly cost-effective. This study is limited by the ability to quantify costs of implementation and assumptions required to estimate health benefits, but it supports the implementation of interventions at the primary processing stage as providing the greatest quantum of benefit and lowest cost-effectiveness ratios.",2013-99-11630,23834790,J Food Prot,Robin J Lake,2013,76 / 7,1161-7,No,23834790,"Robin J Lake; Beverley J Horn; Alex H Dunn; Ruth Parris; F Terri Green; Don C McNickle; Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply, J Food Prot, ; 76(7):0362-028X; 1161-7",DALY,New Zealand,Not Stated,"Environmental, Legislation / Regulation",Control Campylobacter in poultry meat food supply by freezing the proportion of poultry supply currently being sold as fresh product vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.50,Not Stated,8900,New Zealand,2009,6722.45
28842,Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply,"An analysis of the cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry supply examined a series of interventions. Effectiveness was evaluated in terms of reduced health burden measured by disability-adjusted life years (DALYs). Costs of implementation were estimated from the value of cost elements, determined by discussions with industry. Benefits were estimated by changing the inputs to a poultry food chain quantitative risk model. Proportional reductions in the number of predicted Campylobacter infections were converted into reductions in the burden of disease measured in DALYs. Cost-effectiveness ratios were calculated for each intervention, as cost per DALY reduction and the ratios compared. The results suggest that the most cost-effective interventions (lowest ratios) are at the primary processing stage. Potential phage-based controls in broiler houses were also highly cost-effective. This study is limited by the ability to quantify costs of implementation and assumptions required to estimate health benefits, but it supports the implementation of interventions at the primary processing stage as providing the greatest quantum of benefit and lowest cost-effectiveness ratios.",2013-99-11630,23834790,J Food Prot,Robin J Lake,2013,76 / 7,1161-7,No,23834790,"Robin J Lake; Beverley J Horn; Alex H Dunn; Ruth Parris; F Terri Green; Don C McNickle; Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply, J Food Prot, ; 76(7):0362-028X; 1161-7",DALY,New Zealand,Not Stated,"Environmental, Legislation / Regulation",Control Campylobacter in poultry meat food supply by single use of catching crates/modules for thinning vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.50,Not Stated,9100,New Zealand,2009,6873.51
28843,Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply,"An analysis of the cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry supply examined a series of interventions. Effectiveness was evaluated in terms of reduced health burden measured by disability-adjusted life years (DALYs). Costs of implementation were estimated from the value of cost elements, determined by discussions with industry. Benefits were estimated by changing the inputs to a poultry food chain quantitative risk model. Proportional reductions in the number of predicted Campylobacter infections were converted into reductions in the burden of disease measured in DALYs. Cost-effectiveness ratios were calculated for each intervention, as cost per DALY reduction and the ratios compared. The results suggest that the most cost-effective interventions (lowest ratios) are at the primary processing stage. Potential phage-based controls in broiler houses were also highly cost-effective. This study is limited by the ability to quantify costs of implementation and assumptions required to estimate health benefits, but it supports the implementation of interventions at the primary processing stage as providing the greatest quantum of benefit and lowest cost-effectiveness ratios.",2013-99-11630,23834790,J Food Prot,Robin J Lake,2013,76 / 7,1161-7,No,23834790,"Robin J Lake; Beverley J Horn; Alex H Dunn; Ruth Parris; F Terri Green; Don C McNickle; Cost-effectiveness of interventions to control Campylobacter in the New Zealand poultry meat food supply, J Food Prot, ; 76(7):0362-028X; 1161-7",DALY,New Zealand,Not Stated,"Environmental, Legislation / Regulation",Control Campylobacter in poultry meat food supply by yearly campaign on hygiene education vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.50,Not Stated,20000,New Zealand,2009,15106.62
