index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
31224,How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?,"BACKGROUND: Iron and zinc deficiencies affect human health globally, especially in developing countries. Agronomic biofortification, as a strategy for alleviating these issues, has been focused on small-scale field studies, and not widely applied while lacking of cost-effectiveness analysis (CEA). OBJECTIVE: We conducted the CEA of agronomic biofortification, expressed as USD per disability-adjusted life years (DALYs) saved, to recommend a cost-effectiveness strategy that can be widely applied. METHODS: The DALYs were applied to quantify the health burden due to Fe and/or Zn deficiency and health cost of agronomic biofortification via a single, dual, or triple foliar spray of Fe, Zn, and/or pesticide in 4 (northeast, central China, southeast, and southwest) major Chinese rice-based regions. RESULTS: The current health burden by Fe or Zn malnutrition was 0.45 to 1.45 or 0.14 to 0.84 million DALYs for these 4 regions. Compared to traditional rice diets, the daily Fe and/or Zn intake from Fe and/or Zn-biofortified rice increased, and the health burden of Fe and/or Zn deficiency decreased by 28% and 48%, respectively. The cost of saving 1 DALYs ranged from US$376 to US$4989, US$194 to US$2730, and US$37.6 to US$530.1 for the single, dual, and triple foliar Fe, Zn, and/or pesticide application, respectively, due to a substantial decrease in labor costs by the latter 2 applications. CONCLUSIONS: Agronomic biofortification of rice with the triple foliar spray of Fe, Zn, and pesticide is a rapidly effective and cost-effectiveness pathway to alleviate Fe and Zn deficiency for rice-based dietary populations.",2017-XX-25999,29281918,Food Nutr Bull,Cheng-Ming Zhang,2017,/,379572117745661,No,29281918,"Cheng-Ming Zhang; Wan-Yi Zhao; A-Xiang Gao; Ting-Ting Su; Yan-Kun Wang; Yue-Qiang Zhang; Xin-Bin Zhou; Xin-Hua He; How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?, Food Nutr Bull, 2017 Jan 1; ():0379-5721; 379572117745661",DALY,China,Not Stated,Other,Agronomic Biofortification on Rice with Foliar combined application of Fe and Zn plus pesticide: Optimistic scenario vs. None,Southeast rice region,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,43.4,United States,2015,47.39
31225,How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?,"BACKGROUND: Iron and zinc deficiencies affect human health globally, especially in developing countries. Agronomic biofortification, as a strategy for alleviating these issues, has been focused on small-scale field studies, and not widely applied while lacking of cost-effectiveness analysis (CEA). OBJECTIVE: We conducted the CEA of agronomic biofortification, expressed as USD per disability-adjusted life years (DALYs) saved, to recommend a cost-effectiveness strategy that can be widely applied. METHODS: The DALYs were applied to quantify the health burden due to Fe and/or Zn deficiency and health cost of agronomic biofortification via a single, dual, or triple foliar spray of Fe, Zn, and/or pesticide in 4 (northeast, central China, southeast, and southwest) major Chinese rice-based regions. RESULTS: The current health burden by Fe or Zn malnutrition was 0.45 to 1.45 or 0.14 to 0.84 million DALYs for these 4 regions. Compared to traditional rice diets, the daily Fe and/or Zn intake from Fe and/or Zn-biofortified rice increased, and the health burden of Fe and/or Zn deficiency decreased by 28% and 48%, respectively. The cost of saving 1 DALYs ranged from US$376 to US$4989, US$194 to US$2730, and US$37.6 to US$530.1 for the single, dual, and triple foliar Fe, Zn, and/or pesticide application, respectively, due to a substantial decrease in labor costs by the latter 2 applications. CONCLUSIONS: Agronomic biofortification of rice with the triple foliar spray of Fe, Zn, and pesticide is a rapidly effective and cost-effectiveness pathway to alleviate Fe and Zn deficiency for rice-based dietary populations.",2017-XX-25999,29281918,Food Nutr Bull,Cheng-Ming Zhang,2017,/,379572117745661,No,29281918,"Cheng-Ming Zhang; Wan-Yi Zhao; A-Xiang Gao; Ting-Ting Su; Yan-Kun Wang; Yue-Qiang Zhang; Xin-Bin Zhou; Xin-Hua He; How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?, Food Nutr Bull, 2017 Jan 1; ():0379-5721; 379572117745661",DALY,China,Not Stated,Other,Agronomic Biofortification on Rice with Foliar combined application of Fe and Zn plus pesticide: Optimistic scenario vs. None,Southwest rice region,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,37.6,United States,2015,41.06
31226,How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?,"BACKGROUND: Iron and zinc deficiencies affect human health globally, especially in developing countries. Agronomic biofortification, as a strategy for alleviating these issues, has been focused on small-scale field studies, and not widely applied while lacking of cost-effectiveness analysis (CEA). OBJECTIVE: We conducted the CEA of agronomic biofortification, expressed as USD per disability-adjusted life years (DALYs) saved, to recommend a cost-effectiveness strategy that can be widely applied. METHODS: The DALYs were applied to quantify the health burden due to Fe and/or Zn deficiency and health cost of agronomic biofortification via a single, dual, or triple foliar spray of Fe, Zn, and/or pesticide in 4 (northeast, central China, southeast, and southwest) major Chinese rice-based regions. RESULTS: The current health burden by Fe or Zn malnutrition was 0.45 to 1.45 or 0.14 to 0.84 million DALYs for these 4 regions. Compared to traditional rice diets, the daily Fe and/or Zn intake from Fe and/or Zn-biofortified rice increased, and the health burden of Fe and/or Zn deficiency decreased by 28% and 48%, respectively. The cost of saving 1 DALYs ranged from US$376 to US$4989, US$194 to US$2730, and US$37.6 to US$530.1 for the single, dual, and triple foliar Fe, Zn, and/or pesticide application, respectively, due to a substantial decrease in labor costs by the latter 2 applications. CONCLUSIONS: Agronomic biofortification of rice with the triple foliar spray of Fe, Zn, and pesticide is a rapidly effective and cost-effectiveness pathway to alleviate Fe and Zn deficiency for rice-based dietary populations.",2017-XX-25999,29281918,Food Nutr Bull,Cheng-Ming Zhang,2017,/,379572117745661,No,29281918,"Cheng-Ming Zhang; Wan-Yi Zhao; A-Xiang Gao; Ting-Ting Su; Yan-Kun Wang; Yue-Qiang Zhang; Xin-Bin Zhou; Xin-Hua He; How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?, Food Nutr Bull, 2017 Jan 1; ():0379-5721; 379572117745661",DALY,China,Not Stated,Other,Agronomic Biofortification on Rice with Foliar combined application of Fe and Zn plus pesticide: Pessimistic scenario vs. None,northeast rice region,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,530.1,United States,2015,578.84
31227,How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?,"BACKGROUND: Iron and zinc deficiencies affect human health globally, especially in developing countries. Agronomic biofortification, as a strategy for alleviating these issues, has been focused on small-scale field studies, and not widely applied while lacking of cost-effectiveness analysis (CEA). OBJECTIVE: We conducted the CEA of agronomic biofortification, expressed as USD per disability-adjusted life years (DALYs) saved, to recommend a cost-effectiveness strategy that can be widely applied. METHODS: The DALYs were applied to quantify the health burden due to Fe and/or Zn deficiency and health cost of agronomic biofortification via a single, dual, or triple foliar spray of Fe, Zn, and/or pesticide in 4 (northeast, central China, southeast, and southwest) major Chinese rice-based regions. RESULTS: The current health burden by Fe or Zn malnutrition was 0.45 to 1.45 or 0.14 to 0.84 million DALYs for these 4 regions. Compared to traditional rice diets, the daily Fe and/or Zn intake from Fe and/or Zn-biofortified rice increased, and the health burden of Fe and/or Zn deficiency decreased by 28% and 48%, respectively. The cost of saving 1 DALYs ranged from US$376 to US$4989, US$194 to US$2730, and US$37.6 to US$530.1 for the single, dual, and triple foliar Fe, Zn, and/or pesticide application, respectively, due to a substantial decrease in labor costs by the latter 2 applications. CONCLUSIONS: Agronomic biofortification of rice with the triple foliar spray of Fe, Zn, and pesticide is a rapidly effective and cost-effectiveness pathway to alleviate Fe and Zn deficiency for rice-based dietary populations.",2017-XX-25999,29281918,Food Nutr Bull,Cheng-Ming Zhang,2017,/,379572117745661,No,29281918,"Cheng-Ming Zhang; Wan-Yi Zhao; A-Xiang Gao; Ting-Ting Su; Yan-Kun Wang; Yue-Qiang Zhang; Xin-Bin Zhou; Xin-Hua He; How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?, Food Nutr Bull, 2017 Jan 1; ():0379-5721; 379572117745661",DALY,China,Not Stated,Other,Agronomic Biofortification on Rice with Foliar combined application of Fe and Zn plus pesticide: Pessimistic scenario vs. None,Central China rice region,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,225.1,United States,2015,245.8
31228,How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?,"BACKGROUND: Iron and zinc deficiencies affect human health globally, especially in developing countries. Agronomic biofortification, as a strategy for alleviating these issues, has been focused on small-scale field studies, and not widely applied while lacking of cost-effectiveness analysis (CEA). OBJECTIVE: We conducted the CEA of agronomic biofortification, expressed as USD per disability-adjusted life years (DALYs) saved, to recommend a cost-effectiveness strategy that can be widely applied. METHODS: The DALYs were applied to quantify the health burden due to Fe and/or Zn deficiency and health cost of agronomic biofortification via a single, dual, or triple foliar spray of Fe, Zn, and/or pesticide in 4 (northeast, central China, southeast, and southwest) major Chinese rice-based regions. RESULTS: The current health burden by Fe or Zn malnutrition was 0.45 to 1.45 or 0.14 to 0.84 million DALYs for these 4 regions. Compared to traditional rice diets, the daily Fe and/or Zn intake from Fe and/or Zn-biofortified rice increased, and the health burden of Fe and/or Zn deficiency decreased by 28% and 48%, respectively. The cost of saving 1 DALYs ranged from US$376 to US$4989, US$194 to US$2730, and US$37.6 to US$530.1 for the single, dual, and triple foliar Fe, Zn, and/or pesticide application, respectively, due to a substantial decrease in labor costs by the latter 2 applications. CONCLUSIONS: Agronomic biofortification of rice with the triple foliar spray of Fe, Zn, and pesticide is a rapidly effective and cost-effectiveness pathway to alleviate Fe and Zn deficiency for rice-based dietary populations.",2017-XX-25999,29281918,Food Nutr Bull,Cheng-Ming Zhang,2017,/,379572117745661,No,29281918,"Cheng-Ming Zhang; Wan-Yi Zhao; A-Xiang Gao; Ting-Ting Su; Yan-Kun Wang; Yue-Qiang Zhang; Xin-Bin Zhou; Xin-Hua He; How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?, Food Nutr Bull, 2017 Jan 1; ():0379-5721; 379572117745661",DALY,China,Not Stated,Other,Agronomic Biofortification on Rice with Foliar combined application of Fe and Zn plus pesticide: Pessimistic scenario vs. None,Southeast rice region,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,143.5,United States,2015,156.69
31229,How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?,"BACKGROUND: Iron and zinc deficiencies affect human health globally, especially in developing countries. Agronomic biofortification, as a strategy for alleviating these issues, has been focused on small-scale field studies, and not widely applied while lacking of cost-effectiveness analysis (CEA). OBJECTIVE: We conducted the CEA of agronomic biofortification, expressed as USD per disability-adjusted life years (DALYs) saved, to recommend a cost-effectiveness strategy that can be widely applied. METHODS: The DALYs were applied to quantify the health burden due to Fe and/or Zn deficiency and health cost of agronomic biofortification via a single, dual, or triple foliar spray of Fe, Zn, and/or pesticide in 4 (northeast, central China, southeast, and southwest) major Chinese rice-based regions. RESULTS: The current health burden by Fe or Zn malnutrition was 0.45 to 1.45 or 0.14 to 0.84 million DALYs for these 4 regions. Compared to traditional rice diets, the daily Fe and/or Zn intake from Fe and/or Zn-biofortified rice increased, and the health burden of Fe and/or Zn deficiency decreased by 28% and 48%, respectively. The cost of saving 1 DALYs ranged from US$376 to US$4989, US$194 to US$2730, and US$37.6 to US$530.1 for the single, dual, and triple foliar Fe, Zn, and/or pesticide application, respectively, due to a substantial decrease in labor costs by the latter 2 applications. CONCLUSIONS: Agronomic biofortification of rice with the triple foliar spray of Fe, Zn, and pesticide is a rapidly effective and cost-effectiveness pathway to alleviate Fe and Zn deficiency for rice-based dietary populations.",2017-XX-25999,29281918,Food Nutr Bull,Cheng-Ming Zhang,2017,/,379572117745661,No,29281918,"Cheng-Ming Zhang; Wan-Yi Zhao; A-Xiang Gao; Ting-Ting Su; Yan-Kun Wang; Yue-Qiang Zhang; Xin-Bin Zhou; Xin-Hua He; How Could Agronomic Biofortification of Rice Be an Alternative Strategy with Higher Cost-Effectiveness for Human Iron and Zinc Deficiency in China?, Food Nutr Bull, 2017 Jan 1; ():0379-5721; 379572117745661",DALY,China,Not Stated,Other,Agronomic Biofortification on Rice with Foliar combined application of Fe and Zn plus pesticide: Pessimistic scenario vs. None,northeast rice region,Not Stated,19 Years,"Female, Male",Full,,Not Stated,Not Stated,151.1,United States,2015,164.99
31230,The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis,"BACKGROUND: Cholera remains an important public health problem in major cities in Bangladesh, especially in slum areas. In response to growing interest among local policymakers to control this disease, this study estimated the impact and cost-effectiveness of preventive cholera vaccination over a ten-year period in a high-risk slum population in Dhaka to inform decisions about the use of oral cholera vaccines as a key tool in reducing cholera risk in such populations. METHODOLOGY/PRINCIPAL FINDINGS: Assuming use of a two-dose killed whole-cell oral cholera vaccine to be produced locally, the number of cholera cases and deaths averted was estimated for three target group options (1-4 year olds, 1-14 year olds, and all persons 1+), using cholera incidence data from Dhaka, estimates of vaccination coverage rates from the literature, and a dynamic model of cholera transmission based on data from Matlab, which incorporates herd effects. Local estimates of vaccination costs minus savings in treatment costs, were used to obtain incremental cost-effectiveness ratios for one- and ten-dose vial sizes. Vaccinating 1-14 year olds every three years, combined with annual routine vaccination of children, would be the most cost-effective strategy, reducing incidence in this population by 45% (assuming 10% annual migration), and costing was $823 (2015 USD) for single dose vials and $591 (2015 USD) for ten-dose vials per disability-adjusted life year (DALY) averted. Vaccinating all ages one year and above would reduce incidence by >90%, but would be 50% less cost-effective ($894-1,234/DALY averted). Limiting vaccination to 1-4 year olds would be the least cost-effective strategy (preventing only 7% of cases and costing $1,276-$1,731/DALY averted), due to the limited herd effects of vaccinating this small population and the lower vaccine efficacy in this age group. CONCLUSIONS/SIGNIFICANCE: Providing cholera vaccine to slum populations in Dhaka through periodic vaccination campaigns would significantly reduce cholera incidence and inequities, and be especially cost-effective if all 1-14 year olds are targeted.",2018-99-28798,30300420,PLoS Negl Trop Dis,Ashraful Islam Khan,2018,12 / 10,e0006652,No,30300420,"Ashraful Islam Khan; Ann Levin; Dennis L Chao; Denise DeRoeck; Dobromir T Dimitrov; Jahangir A M Khan; Muhammad Shariful Islam; Mohammad Ali; Md Taufiqul Islam; Abdur Razzaque Sarker; John D Clemens; Firdausi Qadri; The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis, PLoS Negl Trop Dis, 2018 Oct; 12(10):1935-2735; e0006652",DALY,Bangladesh,Not Stated,Immunization,Targeted two-dose killed whole-cell oral cholera vaccine and annual infant vaccination vs. Standard/Usual Care- Annual infant vaccination for 12–15 month olds,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,1731,United States,2015,1890.17
31231,The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis,"BACKGROUND: Cholera remains an important public health problem in major cities in Bangladesh, especially in slum areas. In response to growing interest among local policymakers to control this disease, this study estimated the impact and cost-effectiveness of preventive cholera vaccination over a ten-year period in a high-risk slum population in Dhaka to inform decisions about the use of oral cholera vaccines as a key tool in reducing cholera risk in such populations. METHODOLOGY/PRINCIPAL FINDINGS: Assuming use of a two-dose killed whole-cell oral cholera vaccine to be produced locally, the number of cholera cases and deaths averted was estimated for three target group options (1-4 year olds, 1-14 year olds, and all persons 1+), using cholera incidence data from Dhaka, estimates of vaccination coverage rates from the literature, and a dynamic model of cholera transmission based on data from Matlab, which incorporates herd effects. Local estimates of vaccination costs minus savings in treatment costs, were used to obtain incremental cost-effectiveness ratios for one- and ten-dose vial sizes. Vaccinating 1-14 year olds every three years, combined with annual routine vaccination of children, would be the most cost-effective strategy, reducing incidence in this population by 45% (assuming 10% annual migration), and costing was $823 (2015 USD) for single dose vials and $591 (2015 USD) for ten-dose vials per disability-adjusted life year (DALY) averted. Vaccinating all ages one year and above would reduce incidence by >90%, but would be 50% less cost-effective ($894-1,234/DALY averted). Limiting vaccination to 1-4 year olds would be the least cost-effective strategy (preventing only 7% of cases and costing $1,276-$1,731/DALY averted), due to the limited herd effects of vaccinating this small population and the lower vaccine efficacy in this age group. CONCLUSIONS/SIGNIFICANCE: Providing cholera vaccine to slum populations in Dhaka through periodic vaccination campaigns would significantly reduce cholera incidence and inequities, and be especially cost-effective if all 1-14 year olds are targeted.",2018-99-28798,30300420,PLoS Negl Trop Dis,Ashraful Islam Khan,2018,12 / 10,e0006652,No,30300420,"Ashraful Islam Khan; Ann Levin; Dennis L Chao; Denise DeRoeck; Dobromir T Dimitrov; Jahangir A M Khan; Muhammad Shariful Islam; Mohammad Ali; Md Taufiqul Islam; Abdur Razzaque Sarker; John D Clemens; Firdausi Qadri; The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis, PLoS Negl Trop Dis, 2018 Oct; 12(10):1935-2735; e0006652",DALY,Bangladesh,Not Stated,Immunization,Targeted two-dose killed whole-cell oral cholera vaccine and annual infant vaccination vs. Standard/Usual Care- Annual infant vaccination for 12–15 month olds,Not Stated,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,823,United States,2015,898.68
31232,The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis,"BACKGROUND: Cholera remains an important public health problem in major cities in Bangladesh, especially in slum areas. In response to growing interest among local policymakers to control this disease, this study estimated the impact and cost-effectiveness of preventive cholera vaccination over a ten-year period in a high-risk slum population in Dhaka to inform decisions about the use of oral cholera vaccines as a key tool in reducing cholera risk in such populations. METHODOLOGY/PRINCIPAL FINDINGS: Assuming use of a two-dose killed whole-cell oral cholera vaccine to be produced locally, the number of cholera cases and deaths averted was estimated for three target group options (1-4 year olds, 1-14 year olds, and all persons 1+), using cholera incidence data from Dhaka, estimates of vaccination coverage rates from the literature, and a dynamic model of cholera transmission based on data from Matlab, which incorporates herd effects. Local estimates of vaccination costs minus savings in treatment costs, were used to obtain incremental cost-effectiveness ratios for one- and ten-dose vial sizes. Vaccinating 1-14 year olds every three years, combined with annual routine vaccination of children, would be the most cost-effective strategy, reducing incidence in this population by 45% (assuming 10% annual migration), and costing was $823 (2015 USD) for single dose vials and $591 (2015 USD) for ten-dose vials per disability-adjusted life year (DALY) averted. Vaccinating all ages one year and above would reduce incidence by >90%, but would be 50% less cost-effective ($894-1,234/DALY averted). Limiting vaccination to 1-4 year olds would be the least cost-effective strategy (preventing only 7% of cases and costing $1,276-$1,731/DALY averted), due to the limited herd effects of vaccinating this small population and the lower vaccine efficacy in this age group. CONCLUSIONS/SIGNIFICANCE: Providing cholera vaccine to slum populations in Dhaka through periodic vaccination campaigns would significantly reduce cholera incidence and inequities, and be especially cost-effective if all 1-14 year olds are targeted.",2018-99-28798,30300420,PLoS Negl Trop Dis,Ashraful Islam Khan,2018,12 / 10,e0006652,No,30300420,"Ashraful Islam Khan; Ann Levin; Dennis L Chao; Denise DeRoeck; Dobromir T Dimitrov; Jahangir A M Khan; Muhammad Shariful Islam; Mohammad Ali; Md Taufiqul Islam; Abdur Razzaque Sarker; John D Clemens; Firdausi Qadri; The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis, PLoS Negl Trop Dis, 2018 Oct; 12(10):1935-2735; e0006652",DALY,Bangladesh,Not Stated,Immunization,Two-dose killed whole-cell oral cholera vaccine every three years using single-dose vials vs. Standard/Usual Care- Annual infant vaccination for 12–15 month olds,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,1234,United States,2015,1347.47
31233,The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis,"BACKGROUND: Cholera remains an important public health problem in major cities in Bangladesh, especially in slum areas. In response to growing interest among local policymakers to control this disease, this study estimated the impact and cost-effectiveness of preventive cholera vaccination over a ten-year period in a high-risk slum population in Dhaka to inform decisions about the use of oral cholera vaccines as a key tool in reducing cholera risk in such populations. METHODOLOGY/PRINCIPAL FINDINGS: Assuming use of a two-dose killed whole-cell oral cholera vaccine to be produced locally, the number of cholera cases and deaths averted was estimated for three target group options (1-4 year olds, 1-14 year olds, and all persons 1+), using cholera incidence data from Dhaka, estimates of vaccination coverage rates from the literature, and a dynamic model of cholera transmission based on data from Matlab, which incorporates herd effects. Local estimates of vaccination costs minus savings in treatment costs, were used to obtain incremental cost-effectiveness ratios for one- and ten-dose vial sizes. Vaccinating 1-14 year olds every three years, combined with annual routine vaccination of children, would be the most cost-effective strategy, reducing incidence in this population by 45% (assuming 10% annual migration), and costing was $823 (2015 USD) for single dose vials and $591 (2015 USD) for ten-dose vials per disability-adjusted life year (DALY) averted. Vaccinating all ages one year and above would reduce incidence by >90%, but would be 50% less cost-effective ($894-1,234/DALY averted). Limiting vaccination to 1-4 year olds would be the least cost-effective strategy (preventing only 7% of cases and costing $1,276-$1,731/DALY averted), due to the limited herd effects of vaccinating this small population and the lower vaccine efficacy in this age group. CONCLUSIONS/SIGNIFICANCE: Providing cholera vaccine to slum populations in Dhaka through periodic vaccination campaigns would significantly reduce cholera incidence and inequities, and be especially cost-effective if all 1-14 year olds are targeted.",2018-99-28798,30300420,PLoS Negl Trop Dis,Ashraful Islam Khan,2018,12 / 10,e0006652,No,30300420,"Ashraful Islam Khan; Ann Levin; Dennis L Chao; Denise DeRoeck; Dobromir T Dimitrov; Jahangir A M Khan; Muhammad Shariful Islam; Mohammad Ali; Md Taufiqul Islam; Abdur Razzaque Sarker; John D Clemens; Firdausi Qadri; The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis, PLoS Negl Trop Dis, 2018 Oct; 12(10):1935-2735; e0006652",DALY,Bangladesh,Not Stated,Immunization,Targeted two-dose killed whole-cell oral cholera vaccine and annual infant vaccination vs. Standard/Usual Care- Annual infant vaccination for 12–15 month olds,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,1276,United States,2015,1393.33
31234,The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis,"BACKGROUND: Cholera remains an important public health problem in major cities in Bangladesh, especially in slum areas. In response to growing interest among local policymakers to control this disease, this study estimated the impact and cost-effectiveness of preventive cholera vaccination over a ten-year period in a high-risk slum population in Dhaka to inform decisions about the use of oral cholera vaccines as a key tool in reducing cholera risk in such populations. METHODOLOGY/PRINCIPAL FINDINGS: Assuming use of a two-dose killed whole-cell oral cholera vaccine to be produced locally, the number of cholera cases and deaths averted was estimated for three target group options (1-4 year olds, 1-14 year olds, and all persons 1+), using cholera incidence data from Dhaka, estimates of vaccination coverage rates from the literature, and a dynamic model of cholera transmission based on data from Matlab, which incorporates herd effects. Local estimates of vaccination costs minus savings in treatment costs, were used to obtain incremental cost-effectiveness ratios for one- and ten-dose vial sizes. Vaccinating 1-14 year olds every three years, combined with annual routine vaccination of children, would be the most cost-effective strategy, reducing incidence in this population by 45% (assuming 10% annual migration), and costing was $823 (2015 USD) for single dose vials and $591 (2015 USD) for ten-dose vials per disability-adjusted life year (DALY) averted. Vaccinating all ages one year and above would reduce incidence by >90%, but would be 50% less cost-effective ($894-1,234/DALY averted). Limiting vaccination to 1-4 year olds would be the least cost-effective strategy (preventing only 7% of cases and costing $1,276-$1,731/DALY averted), due to the limited herd effects of vaccinating this small population and the lower vaccine efficacy in this age group. CONCLUSIONS/SIGNIFICANCE: Providing cholera vaccine to slum populations in Dhaka through periodic vaccination campaigns would significantly reduce cholera incidence and inequities, and be especially cost-effective if all 1-14 year olds are targeted.",2018-99-28798,30300420,PLoS Negl Trop Dis,Ashraful Islam Khan,2018,12 / 10,e0006652,No,30300420,"Ashraful Islam Khan; Ann Levin; Dennis L Chao; Denise DeRoeck; Dobromir T Dimitrov; Jahangir A M Khan; Muhammad Shariful Islam; Mohammad Ali; Md Taufiqul Islam; Abdur Razzaque Sarker; John D Clemens; Firdausi Qadri; The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis, PLoS Negl Trop Dis, 2018 Oct; 12(10):1935-2735; e0006652",DALY,Bangladesh,Not Stated,Immunization,Targeted two-dose killed whole-cell oral cholera vaccine every three years and annual infant vaccination vs. Standard/Usual Care- Annual infant vaccination for 12–15 month olds,Not Stated,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,591,United States,2015,645.34
31235,The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis,"BACKGROUND: Cholera remains an important public health problem in major cities in Bangladesh, especially in slum areas. In response to growing interest among local policymakers to control this disease, this study estimated the impact and cost-effectiveness of preventive cholera vaccination over a ten-year period in a high-risk slum population in Dhaka to inform decisions about the use of oral cholera vaccines as a key tool in reducing cholera risk in such populations. METHODOLOGY/PRINCIPAL FINDINGS: Assuming use of a two-dose killed whole-cell oral cholera vaccine to be produced locally, the number of cholera cases and deaths averted was estimated for three target group options (1-4 year olds, 1-14 year olds, and all persons 1+), using cholera incidence data from Dhaka, estimates of vaccination coverage rates from the literature, and a dynamic model of cholera transmission based on data from Matlab, which incorporates herd effects. Local estimates of vaccination costs minus savings in treatment costs, were used to obtain incremental cost-effectiveness ratios for one- and ten-dose vial sizes. Vaccinating 1-14 year olds every three years, combined with annual routine vaccination of children, would be the most cost-effective strategy, reducing incidence in this population by 45% (assuming 10% annual migration), and costing was $823 (2015 USD) for single dose vials and $591 (2015 USD) for ten-dose vials per disability-adjusted life year (DALY) averted. Vaccinating all ages one year and above would reduce incidence by >90%, but would be 50% less cost-effective ($894-1,234/DALY averted). Limiting vaccination to 1-4 year olds would be the least cost-effective strategy (preventing only 7% of cases and costing $1,276-$1,731/DALY averted), due to the limited herd effects of vaccinating this small population and the lower vaccine efficacy in this age group. CONCLUSIONS/SIGNIFICANCE: Providing cholera vaccine to slum populations in Dhaka through periodic vaccination campaigns would significantly reduce cholera incidence and inequities, and be especially cost-effective if all 1-14 year olds are targeted.",2018-99-28798,30300420,PLoS Negl Trop Dis,Ashraful Islam Khan,2018,12 / 10,e0006652,No,30300420,"Ashraful Islam Khan; Ann Levin; Dennis L Chao; Denise DeRoeck; Dobromir T Dimitrov; Jahangir A M Khan; Muhammad Shariful Islam; Mohammad Ali; Md Taufiqul Islam; Abdur Razzaque Sarker; John D Clemens; Firdausi Qadri; The impact and cost-effectiveness of controlling cholera through the use of oral cholera vaccines in urban Bangladesh: A disease modeling and economic analysis, PLoS Negl Trop Dis, 2018 Oct; 12(10):1935-2735; e0006652",DALY,Bangladesh,Not Stated,Immunization,Targeted two-dose killed whole-cell oral cholera vaccine every three years and annual infant vaccination for 12–15 month olds using ten-dose vials vs. Standard/Usual Care- Annual infant vaccination for 12–15 month olds,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,894,United States,2015,976.2
