index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28627,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with biennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3,3,4458,United States,2012,5025.3
28628,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with biennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,64 Years,41 Years,Female,Full,,3,3,4907,United States,2012,5531.44
28629,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with biennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,41 Years,Female,Full,,3,3,5028,United States,2012,5667.84
28630,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with biennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,41 Years,Female,Full,,3,3,6074,United States,2012,6846.95
28631,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with triennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,19 Years,Female,Full,,3,3,4167,United States,2012,4697.27
28632,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with triennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,64 Years,19 Years,Female,Full,,3,3,4554,United States,2012,5133.52
28633,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with triennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,41 Years,Female,Full,,3,3,4125,United States,2012,4649.93
28634,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with triennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,64 Years,41 Years,Female,Full,,3,3,4615,United States,2012,5202.28
28635,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with triennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,41 Years,Female,Full,,3,3,4763,United States,2012,5369.12
28636,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with triennial mammography screening 60% coverage (based on fixed mammography units)/40% coverage (based on mobile screening unit) vs. None,Not Stated,Not Stated,41 Years,Female,Full,,3,3,5864,United States,2012,6610.22
28637,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening","Stage I to IV treatment with annual mixed screening: urban- (clinical breast examination screening for 40-49), (mammography screening for 50-69) 60% coverage (based on fixed mammography units) and rural- (clinical breast examination screening for 40-49) vs. None",Not Stated,Not Stated,19 Years,Female,Full,,3,3,5065,United States,2012,5709.55
28638,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening","Stage I to IV treatment with annual mixed screening: urban- (clinical breast examination screening for 40-49), (mammography screening for 50-64) 60% coverage (based on fixed mammography units) and rural- (clinical breast examination screening for 40-64) vs. None",Not Stated,64 Years,19 Years,Female,Full,,3,3,5460,United States,2012,6154.81
