index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
15831,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F2 fibrosis and frality phenotype pre-frail,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,23276,Euro,2015,28205.16
15832,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F2 fibrosis and frality phenotype frail,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,32445,Euro,2015,39315.88
15833,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F3 fibrosis and frality phenotype robust,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,10799,Euro,2015,13085.9
15834,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F3 fibrosis and frality phenotype pre-frail,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,13799,Euro,2015,16721.21
15835,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F3 fibrosis and frality phenotype frail,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,18749,Euro,2015,22719.47
15836,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F4 fibrosis and frality phenotype robust,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,10175,Euro,2015,12329.76
15837,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F4 fibrosis and frality phenotype pre-frail,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,12194,Euro,2015,14776.32
15838,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F4 fibrosis and frality phenotype frail,65 Years,65 Years,"Female, Male",Full,Lifetime,3,3,15784,Euro,2015,19126.58
15839,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F1 fibrosis and frality phenotype robust,70 Years,70 Years,"Female, Male",Full,Lifetime,3,3,46260,Euro,2015,56056.48
15840,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F1 fibrosis and frality phenotype pre-frail,70 Years,70 Years,"Female, Male",Full,Lifetime,3,3,66866,Euro,2015,81026.21
15841,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F1 fibrosis and frality phenotype frail,70 Years,70 Years,"Female, Male",Full,Lifetime,3,3,98788,Euro,2015,119708.33
15842,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F2 fibrosis and frality phenotype robust,70 Years,70 Years,"Female, Male",Full,Lifetime,3,3,27441,Euro,2015,33252.18
15843,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F2 fibrosis and frality phenotype pre-frail,70 Years,70 Years,"Female, Male",Full,Lifetime,3,3,38414,Euro,2015,46548.93
