index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
30517,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Latvia,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,591.35,International,2015,645.73
30518,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Lebanon,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,523.46,International,2015,571.59
30519,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Lesotho,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,187.3,International,2015,204.52
30520,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Liberia,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,160.34,International,2015,175.08
30521,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Libya,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,281.05,International,2015,306.89
30522,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Lithuania,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,969.3,International,2015,1058.43
30523,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations,"OBJECTIVE: To quantify the cost effectiveness of a government policy combining targeted industry agreements and public education to reduce sodium intake in 183 countries worldwide. DESIGN: Global modeling study. SETTING: 183 countries. POPULATION: Full adult population in each country. INTERVENTION: A ""soft regulation"" national policy that combines targeted industry agreements, government monitoring, and public education to reduce population sodium intake, modeled on the recent successful UK program. To account for heterogeneity in efficacy across countries, a range of scenarios were evaluated, including 10%, 30%, 0.5 g/day, and 1.5 g/day sodium reductions achieved over 10 years. We characterized global sodium intakes, blood pressure levels, effects of sodium on blood pressure and of blood pressure on cardiovascular disease, and cardiovascular disease rates in 2010, each by age and sex, in 183 countries. Country specific costs of a sodium reduction policy were estimated using the World Health Organization Noncommunicable Disease Costing Tool. Country specific impacts on mortality and disability adjusted life years (DALYs) were modeled using comparative risk assessment. We only evaluated program costs, without incorporating potential healthcare savings from prevented events, to provide conservative estimates of cost effectiveness MAIN OUTCOME MEASURE: Cost effectiveness ratio, evaluated as purchasing power parity adjusted international dollars (equivalent to the country specific purchasing power of US$) per DALY saved over 10 years. RESULTS: Worldwide, a 10% reduction in sodium consumption over 10 years within each country was projected to avert approximately 5.8 million DALYs/year related to cardiovascular diseases, at a population weighted mean cost of I$1.13 per capita over the 10 year intervention. The population weighted mean cost effectiveness ratio was approximately I$204/DALY. Across nine world regions, estimated cost effectiveness of sodium reduction was best in South Asia (I$116/DALY); across the world''s 30 most populous countries, best in Uzbekistan (I$26.08/DALY) and Myanmar (I$33.30/DALY). Cost effectiveness was lowest in Australia/New Zealand (I$880/DALY, or 0.02xgross domestic product (GDP) per capita), although still substantially better than standard thresholds for cost effective (<3.0xGDP per capita) or highly cost effective (<1.0xGDP per capita) interventions. Most (96.0%) of the world''s adult population lived in countries in which this intervention had a cost effectiveness ratio <0.1xGDP per capita, and 99.6% in countries with a cost effectiveness ratio <1.0xGDP per capita. CONCLUSION: A government ""soft regulation"" strategy combining targeted industry agreements and public education to reduce dietary sodium is projected to be highly cost effective worldwide, even without accounting for potential healthcare savings.",2017-99-24010,28073749,BMJ,Michael Webb,2017,356 /,i6699,No,28073749,"Michael Webb; Saman Fahimi; Gitanjali M Singh; Shahab Khatibzadeh; Renata Micha; John Powles; Dariush Mozaffarian; Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations, BMJ, 2017 Mar 28; 356():0959-8138; i6699",DALY,Luxembourg,Not Stated,"Health Education or Behavior, Legislation / Regulation, Other",Policy intervention to reduce sodium consumption by 10% vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,Not Stated,7287.41,International,2015,7957.5
30524,Costs of diarrhoea and acute respiratory infection attributable to not handwashing: the cases of India and China,"OBJECTIVE: To estimate the national costs relating to diarrhoea and acute respiratory infections from not handwashing with soap after contact with excreta and the costs and benefits of handwashing behaviour change programmes in India and China. METHODS: Data on the reduction in risk of diarrhoea and acute respiratory infection attributable to handwashing with soap were used, together with World Health Organization (WHO) estimates of disability-adjusted life years (DALYs) due to diarrhoea and acute respiratory infection, to estimate DALYs due to not handwashing in India and China. Costs and benefits of behaviour change handwashing programmes and the potential returns to investment are estimated valuing DALYs at per capita GDP for each country. RESULTS: Annual net costs to India from not handwashing are estimated at US$ 23 billion (16-35) and to China at US$ 12 billion (7-23). Expected net returns to national behaviour change handwashing programmes would be US$ 5.6 billion (3.4-8.6) for India at US$ 23 (16-35) per DALY avoided, which represents a 92-fold return to investment, and US$ 2.64 billion (2.08-5.57) for China at US$ 22 (14-31) per DALY avoided - a 35-fold return on investment. CONCLUSION: Our results suggest large economic gains relating to decreases in diarrhoea and acute respiratory infection for both India and China from behaviour change programmes to increase handwashing with soap in households.",2017-99-24060,28043097,Trop Med Int Health,Joy Townsend,2017,22 / 1,74-81,No,28043097,"Joy Townsend; Katie Greenland; Val Curtis; Costs of diarrhoea and acute respiratory infection attributable to not handwashing: the cases of India and China, Trop Med Int Health, 2017 Jan; 22(1):1360-2276; 74-81",DALY,India,Not Stated,Health Education or Behavior,Handwashing program vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,23,United States,2015,25.11
30525,Costs of diarrhoea and acute respiratory infection attributable to not handwashing: the cases of India and China,"OBJECTIVE: To estimate the national costs relating to diarrhoea and acute respiratory infections from not handwashing with soap after contact with excreta and the costs and benefits of handwashing behaviour change programmes in India and China. METHODS: Data on the reduction in risk of diarrhoea and acute respiratory infection attributable to handwashing with soap were used, together with World Health Organization (WHO) estimates of disability-adjusted life years (DALYs) due to diarrhoea and acute respiratory infection, to estimate DALYs due to not handwashing in India and China. Costs and benefits of behaviour change handwashing programmes and the potential returns to investment are estimated valuing DALYs at per capita GDP for each country. RESULTS: Annual net costs to India from not handwashing are estimated at US$ 23 billion (16-35) and to China at US$ 12 billion (7-23). Expected net returns to national behaviour change handwashing programmes would be US$ 5.6 billion (3.4-8.6) for India at US$ 23 (16-35) per DALY avoided, which represents a 92-fold return to investment, and US$ 2.64 billion (2.08-5.57) for China at US$ 22 (14-31) per DALY avoided - a 35-fold return on investment. CONCLUSION: Our results suggest large economic gains relating to decreases in diarrhoea and acute respiratory infection for both India and China from behaviour change programmes to increase handwashing with soap in households.",2017-99-24060,28043097,Trop Med Int Health,Joy Townsend,2017,22 / 1,74-81,No,28043097,"Joy Townsend; Katie Greenland; Val Curtis; Costs of diarrhoea and acute respiratory infection attributable to not handwashing: the cases of India and China, Trop Med Int Health, 2017 Jan; 22(1):1360-2276; 74-81",DALY,China,Not Stated,Health Education or Behavior,Handwashing program vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,22,United States,2015,24.02
30526,"Pneumonia prevention: Cost-effectiveness analyses of two vaccines among refugee children aged under two years, Haemophilus influenzae type b-containing and pneumococcal conjugate vaccines, during a humanitarian emergency, Yida camp, South Sudan","By September 2013, war between Sudan and South Sudan resulted in >70,000 Sudanese refugees and high pneumonia incidence among the 20,000 refugees in Yida camp, South Sudan. Using Medecins Sans Frontieres (MSF)-provided data and modifying our decision-tree models, we estimated if administering Haemophilus influenzae type b (Hib)-containing (pentavalent vaccine, also with diphtheria pertussis and tetanus [DPT] and hepatitis B) and pneumococcal conjugate (PCV) vaccines were cost-effective against hospitalized pneumonia. Among children <2years old, compared with no vaccination, one- and two-doses of combined Hib-containing and PCV would avert an estimated 118 and 125 pneumonia cases, and 8.5 and 9.1 deaths, respectively. The cost per Disability-Adjusted-Life-Year averted for administering combined one- and two-doses was US$125 and US$209, respectively. MSF demonstrated that it was possible to administer these vaccines during an emergency and our analysis found it was highly cost-effective, even with just one-dose of either vaccine. Despite unknown etiology, there is strong field and now economic rationale for administering Hib and PCV during at least one humanitarian emergency.",2017-99-21445,27989625,Vaccine,Lisa M Gargano,2017,35 / 3,435-442,Yes,27989625,"Lisa M Gargano; Rana Hajjeh; Susan T Cookson; Pneumonia prevention: Cost-effectiveness analyses of two vaccines among refugee children aged under two years, Haemophilus influenzae type b-containing and pneumococcal conjugate vaccines, during a humanitarian emergency, Yida camp, South Sudan, Vaccine, 2017 Jan 11; 35(3):1873-2518; 435-442",DALY,Sudan,Not Stated,Immunization,Haemophilus influenzae type b (Hib) - 1 dose vs. None,Yida refugee camp,5 Years,Not Stated,"Female, Male",Full,Not Stated / None,3.00,3.00,211,United States,2013,234.42
30527,"Pneumonia prevention: Cost-effectiveness analyses of two vaccines among refugee children aged under two years, Haemophilus influenzae type b-containing and pneumococcal conjugate vaccines, during a humanitarian emergency, Yida camp, South Sudan","By September 2013, war between Sudan and South Sudan resulted in >70,000 Sudanese refugees and high pneumonia incidence among the 20,000 refugees in Yida camp, South Sudan. Using Medecins Sans Frontieres (MSF)-provided data and modifying our decision-tree models, we estimated if administering Haemophilus influenzae type b (Hib)-containing (pentavalent vaccine, also with diphtheria pertussis and tetanus [DPT] and hepatitis B) and pneumococcal conjugate (PCV) vaccines were cost-effective against hospitalized pneumonia. Among children <2years old, compared with no vaccination, one- and two-doses of combined Hib-containing and PCV would avert an estimated 118 and 125 pneumonia cases, and 8.5 and 9.1 deaths, respectively. The cost per Disability-Adjusted-Life-Year averted for administering combined one- and two-doses was US$125 and US$209, respectively. MSF demonstrated that it was possible to administer these vaccines during an emergency and our analysis found it was highly cost-effective, even with just one-dose of either vaccine. Despite unknown etiology, there is strong field and now economic rationale for administering Hib and PCV during at least one humanitarian emergency.",2017-99-21445,27989625,Vaccine,Lisa M Gargano,2017,35 / 3,435-442,Yes,27989625,"Lisa M Gargano; Rana Hajjeh; Susan T Cookson; Pneumonia prevention: Cost-effectiveness analyses of two vaccines among refugee children aged under two years, Haemophilus influenzae type b-containing and pneumococcal conjugate vaccines, during a humanitarian emergency, Yida camp, South Sudan, Vaccine, 2017 Jan 11; 35(3):1873-2518; 435-442",DALY,Sudan,Not Stated,Immunization,Haemophilus influenzae type b (Hib) - 2 doses vs. None,Yida refugee camp,5 Years,Not Stated,"Female, Male",Full,Not Stated / None,3.00,3.00,347.4,United States,2013,385.95
30528,"Pneumonia prevention: Cost-effectiveness analyses of two vaccines among refugee children aged under two years, Haemophilus influenzae type b-containing and pneumococcal conjugate vaccines, during a humanitarian emergency, Yida camp, South Sudan","By September 2013, war between Sudan and South Sudan resulted in >70,000 Sudanese refugees and high pneumonia incidence among the 20,000 refugees in Yida camp, South Sudan. Using Medecins Sans Frontieres (MSF)-provided data and modifying our decision-tree models, we estimated if administering Haemophilus influenzae type b (Hib)-containing (pentavalent vaccine, also with diphtheria pertussis and tetanus [DPT] and hepatitis B) and pneumococcal conjugate (PCV) vaccines were cost-effective against hospitalized pneumonia. Among children <2years old, compared with no vaccination, one- and two-doses of combined Hib-containing and PCV would avert an estimated 118 and 125 pneumonia cases, and 8.5 and 9.1 deaths, respectively. The cost per Disability-Adjusted-Life-Year averted for administering combined one- and two-doses was US$125 and US$209, respectively. MSF demonstrated that it was possible to administer these vaccines during an emergency and our analysis found it was highly cost-effective, even with just one-dose of either vaccine. Despite unknown etiology, there is strong field and now economic rationale for administering Hib and PCV during at least one humanitarian emergency.",2017-99-21445,27989625,Vaccine,Lisa M Gargano,2017,35 / 3,435-442,Yes,27989625,"Lisa M Gargano; Rana Hajjeh; Susan T Cookson; Pneumonia prevention: Cost-effectiveness analyses of two vaccines among refugee children aged under two years, Haemophilus influenzae type b-containing and pneumococcal conjugate vaccines, during a humanitarian emergency, Yida camp, South Sudan, Vaccine, 2017 Jan 11; 35(3):1873-2518; 435-442",DALY,South Sudan,Not Stated,Immunization,Pneumococcal conjugate vaccine - 1 dose vs. None,Yida refugee camp,5 Years,Not Stated,"Female, Male",Full,Not Stated / None,3.00,3.00,148,United States,2013,164.43
