index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32411,Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41557,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Metabolic disorders,Pharmaceutical,inotersen vs. best supportive care,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,1730000,United States,2018,1866846.01
32412,Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41557,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Metabolic disorders,Pharmaceutical,patisiran vs. best supportive care,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,835000,United States,2018,901049.95
32413,Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41557,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Metabolic disorders,Pharmaceutical,patisiran vs. best supportive care,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,853000,United States,2018,920473.78
32418,Abemaciclib for Metastatic Breast Cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41556,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Abemaciclib for Metastatic Breast Cancer, NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,abemaciclib vs. non-steroidal aromatase inhibitor,endocrine-naive/sensitive,Not Stated,18 Years,"Male, Female",Full,"37 Months, 28 Months",Not Stated,Not Stated,189609,Canada,2017,161436.43
32419,Abemaciclib for Metastatic Breast Cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41556,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Abemaciclib for Metastatic Breast Cancer, NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,abemaciclib vs. non-steroidal aromatase inhibitor,endocrine-naive/sensitive,Not Stated,18 Years,"Male, Female",Full,"37 Months, 28 Months",Not Stated,Not Stated,2125957,Canada,2017,1810077.09
32420,Abemaciclib for Metastatic Breast Cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41556,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Abemaciclib for Metastatic Breast Cancer, NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,abemaciclib vs. non-steroidal aromatase inhibitor,endocrine-naive/sensitive,Not Stated,18 Years,"Male, Female",Full,"37 Months, 28 Months",Not Stated,Not Stated,382342,Canada,2017,325532.69
32421,Abemaciclib for Metastatic Breast Cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41556,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Abemaciclib for Metastatic Breast Cancer, NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,abemaciclib vs. fulvestrant,endocrine-resistant,Not Stated,18 Years,"Male, Female",Full,"37 Months, 28 Months",Not Stated,Not Stated,430659,Canada,2017,366670.63
32422,Abemaciclib for Metastatic Breast Cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41556,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Abemaciclib for Metastatic Breast Cancer, NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,abemaciclib vs. fulvestrant,endocrine-resistant,Not Stated,18 Years,"Male, Female",Full,"37 Months, 28 Months",Not Stated,Not Stated,2115150,Canada,2017,1800875.82
32423,Abemaciclib for Metastatic Breast Cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41556,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Abemaciclib for Metastatic Breast Cancer, NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,abemaciclib vs. fulvestrant,endocrine-resistant,Not Stated,18 Years,"Male, Female",Full,"37 Months, 28 Months",Not Stated,Not Stated,448508,Canada,2017,381867.58
32424,"Sucroferric oxyhydroxide for Hyperphosphatemia, end-stage renal disease","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41546,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Sucroferric oxyhydroxide for Hyperphosphatemia, end-stage renal disease, NotApplicable, ; NotApplicable():",QALY,Canada,Renal failure,Pharmaceutical,sucroferric oxyhydroxide vs. sevelamer hydrochloride,"on dialysis, experiencing hyperphosphatemia",Not Stated,18 Years,"Male, Female",Full,10 Years,1.50,1.50,2870896,Canada,2018,2391027.8
32425,"Sucroferric oxyhydroxide for Hyperphosphatemia, end-stage renal disease","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41546,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Sucroferric oxyhydroxide for Hyperphosphatemia, end-stage renal disease, NotApplicable, ; NotApplicable():",QALY,Canada,Renal failure,Pharmaceutical,sucroferric oxyhydroxide vs. sevelamer carbonate,"on dialysis, experiencing hyperphosphatemia",Not Stated,18 Years,"Male, Female",Full,10 Years,1.50,1.50,22636505,Canada,2018,18852829.51
32426,"Biologic Therapies for Treatment of Asthma Associated with Type 2 Inflammation: Effectiveness, Value, and Value-Based Price Benchmarks","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41566,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Biologic Therapies for Treatment of Asthma Associated with Type 2 Inflammation: Effectiveness, Value, and Value-Based Price Benchmarks, NotApplicable, ; NotApplicable():",QALY,United States of America,Chronic lower respiratory diseases,Pharmaceutical,omalizumab vs. inhaled corticosteroids,type 2 inflammation,Not Stated,6 Years,"Male, Female",Full,Lifetime,3.00,3.00,325000,United States,2018,350708.06
32427,"Biologic Therapies for Treatment of Asthma Associated with Type 2 Inflammation: Effectiveness, Value, and Value-Based Price Benchmarks","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41566,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Biologic Therapies for Treatment of Asthma Associated with Type 2 Inflammation: Effectiveness, Value, and Value-Based Price Benchmarks, NotApplicable, ; NotApplicable():",QALY,United States of America,Chronic lower respiratory diseases,Pharmaceutical,mepolizumab vs. inhaled corticosteroids,type 2 inflammation,Not Stated,6 Years,"Male, Female",Full,Lifetime,3.00,3.00,344000,United States,2018,371211
