index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
10729,The cost-utility of telemedicine to screen for diabetic retinopathy in India,"PURPOSE: To assess the cost-effectiveness of a telemedicine diabetic retinopathy (DR) screening program in rural Southern India that conducts 1-off screening camps (i.e., screening offered once) in villages and to assess the incremental cost-effectiveness ratios of different screening intervals. DESIGN: A cost-utility analysis using a Markov model. PARTICIPANTS: A hypothetical cohort of 1000 rural diabetic patients aged 40 years who had not been previously screened for DR and who were followed over a 25-year period in Chennai, India. METHODS: We interviewed 249 people with diabetes using the time trade-off method to estimate utility values associated with DR. Patient and provider costs of telemedicine screening and hospital-based DR treatment were estimated through interviews with 100 diabetic patients, sampled when attending screening in rural camps (n = 50) or treatment at the base hospital in Chennai (n = 50), and with program and hospital managers. The sensitivity and specificity of the DR screening test were assessed in comparison with diagnosis using a gold standard method for 346 diabetic patients. Other model parameters were derived from the literature. A Markov model was developed in TreeAge Pro 2009 (TreeAge Software Inc, Williamstown, MA) using these data. MAIN OUTCOME MEASURES: Cost per quality-adjusted life-year (QALY) gained from the current teleophthalmology program of 1-off screening in comparison with no screening program and the cost-utility of this program at different screening intervals. RESULTS: By using the World Health Organization threshold of cost-effectiveness, the current rural teleophthalmology program was cost-effective ($1320 per QALY) compared with no screening from a health provider perspective. Screening intervals of up to a frequency of screening every 2 years also were cost-effective, but annual screening was not (>$3183 per QALY). From a societal perspective, telescreening up to a frequency of once every 5 years was cost-effective, but not more frequently. CONCLUSIONS: From a health provider perspective, a 1-off DR telescreening program is cost-effective compared with no screening in this rural Indian setting. Increasing the frequency of screening up to 2 years also is cost-effective. The results are dependent on the administrative costs of establishing and maintaining screening at regular intervals and on achieving sufficient coverage.",2013-01-10111,23211635,Ophthalmology,Sudhir Rachapelle,2013,120 / 3,,No,23211635,"Sudhir Rachapelle; Rosa Legood; Yasmene Alavi; Robert Lindfield; Tarun Sharma; Hannah Kuper; Sarah Polack; The cost-utility of telemedicine to screen for diabetic retinopathy in India, Ophthalmology, 2013 Mar; 120(3):0161-6420",QALY,India,Not Stated,Not Stated,Telemedicine Diabetic Retinopathy Screening once in a lifetime vs. No screening,Not Stated,Not Stated,Not Stated,Not Stated,Full,25 Years,3.00,Not Stated,2692,United States,2009,3247.55
10730,Clinical simulation model of long-acting opioids for treatment of chronic non-cancer pain in the United States,"OBJECTIVE: To evaluate costs and outcomes associated with initial tapentadol ER vs oxycodone CR for the treatment of chronic non-cancer pain (CNCP) in the US. METHODS: This study developed a Monte-Carlo simulation based on the scientific foundation established by published models of long-acting opioids (LAO) in patients having moderate-to-severe CNCP. It estimates costs and outcomes associated with the use of tapentadol ER vs oxycodone CR over a 1-year period from the perspective of a US payer. LAO effectiveness and treatment-emergent adverse event (TEAE) rates are derived from clinical trials of tapentadol ER vs oxycodone CR; other inputs are based on published literature supplemented sparingly with clinical opinion. Sensitivity analyses consider the impact of real-world dosing patterns for LAO on treatment costs. RESULTS: Initial tapentadol ER consistently demonstrates better outcomes than initial oxycodone CR (proportion of patients achieving adequate pain relief and no GI TEAE; acute TEAE-free days; days free of chronic constipation; quality-adjusted life days; productive working hours). While total costs with initial tapentadol ER are slightly (2.2%) higher than with initial oxycodone CR, nearly twice as many modeled patients in the initial tapentadol ER arm (29% vs 15%) achieve adequate pain relief and no GI TEAE compared to initial oxycodone CR. In sensitivity analyses, tapentadol ER becomes a dominant strategy when real-world dosing patterns are considered. CONCLUSION: The additional costs to produce better outcomes (pain relief and no GI TEAE) associated with tapentadol ER are small in the context of double the likelihood of a patient response with tapentadol ER. When daily average consumption (DACON) for oxycodone CR is factored into the analysis, initial tapentadol ER becomes a dominant strategy. Our findings are both strengthened, and limited by the use of randomized trial-centric input parameters. These results should be validated as inputs from clinical practice settings become available.",2013-01-10115,23216013,J Med Econ,Nancy Neil,2013,16 / 2,307-17,Yes,23216013,"Nancy Neil; Sanjay Merchant; David Provenzano; Kristine Ogden; Samir H Mody; Clinical simulation model of long-acting opioids for treatment of chronic non-cancer pain in the United States, J Med Econ, ; 16(2):1369-6998; 307-17",QALY,Not Stated,Not Stated,Not Stated,Tapentadol vs. Oxycodone,opioid-nai¨ve and opioid-experienced patients who are appropriate candidates for Long-acting opioid (LAO) therapy,Not Stated,19 Years,Not Stated,Full,1 Year,Not Stated,Not Stated,16.36,United States,2012,18.45
10731,Cost-effectiveness of omalizumab for uncontrolled allergic asthma in the Netherlands,"BACKGROUND: Omalizumab, licensed for patients with uncontrolled persistent allergic (IgE mediated) asthma, was found to be cost-effective based upon its clinical trial data. Observational studies have been undertaken to determine the real life outcomes of using omalizumab in the community. OBJECTIVE: To determine the cost-effectiveness of omalizumab based upon observational data from the Netherlands and compare to its cost-effectiveness using clinical trial data. METHODS: An observational study (eXpeRience) recruited allergic asthma patients eligible for Omalizumab therapy and followed them while on treatment. At 1 year, data from the Dutch patients enrolled in eXpeRience were examined to estimate the number of exacerbations and resource use while on omalizumab therapy compared to the year prior to omalizumab use. Observational data were used in a Markov model to calculate the lifetime cost-effectiveness ratios. RESULTS: In the 1 year prior to omalizumab therapy the per-person rate of exacerbations was 3.39 compared to 1.07 in the year taking omalizumab. The discounted incremental lifetime additional costs for omalizumab were euro55,865 for 1.46 additional quality-adjusted life years (QALY), resulting in euro38,371/QALY. Using the INNOVATE clinical trial outcomes and current resource use, the prior ratio was euro34,911/QALY, similar to the observational ratio. As in all observational studies, the main limitation is obtaining complete and accurate data. Patients with missing exacerbation or response data were excluded from this analysis. CONCLUSION: Non-clinical trial experience with omalizumab supported the finding of fewer exacerbations in the allergic asthma population while treated with omalizumab, and therapy was found to continue to have an attractive cost-effectiveness ratio.",2013-01-10116,23216016,J Med Econ,Floortje van Nooten,2013,16 / 3,,Yes,23216016,"Floortje van Nooten; Sean Stern; Gert-Jan Braunstahl; Chris Thompson; Martijn Groot; Ruth E Brown; Cost-effectiveness of omalizumab for uncontrolled allergic asthma in the Netherlands, J Med Econ, ; 16(3):1369-6998",QALY,Netherlands,Not Stated,Not Stated,Standard of care + omalizumab vs. Standard/Usual care,>12 years,Not Stated,19 Years,Not Stated,Full,Lifetime,4.00,1.50,38371,Euro,2010,60272.76
10732,Estimating and comparing the clinical and economic impact of paediatric rotavirus vaccination in Turkey using a simple versus an advanced model,"BACKGROUND: The burden of rotavirus disease is high in Turkey, reflecting the large birth cohort (>1.2 million) and the risk of disease. Modelling can help to assess the potential economic impact of vaccination. We compared the output of an advanced model with a simple model requiring fewer data inputs. If the results are similar, this could be helpful for countries that have few data available. METHODS: The advanced model was a previously published static Markov cohort model comparing costs and quality-adjusted life-year (QALY) outcomes of vaccination versus no vaccination. In contrast, the simple model used only a decision tree. Both models included data on demography, epidemiology, vaccine efficacy, resource use, unit costs, and utility scores from national databases and published papers. Only the perspective of the health care payer was considered in the analysis. The simple model had 23 variables, compared with 103 in the advanced model to allow additional comparisons of different vaccine types, dose schemes and vaccine waning. RESULTS: With the same input data, both models showed that rotavirus vaccination in Turkey would improve health outcomes (fewer QALYs lost to rotavirus disease). The projected annual cost offsets were $29.9 million in the simple and $29.4 million in the advanced model. Sensitivity analysis indicated that in both models the main cost driver was disease incidence followed by cost for hospital care and medical visits. Vaccine efficacy had a smaller effect. CONCLUSION: Both models reached similar conclusions. Both projected that rotavirus vaccination in Turkey would improve health outcomes and may result in savings in direct healthcare costs to offset the cost of vaccination. The analysis indicated that the simple model can produce meaningful economic results in conditions where few data are available.",2013-01-10123,23219433,Vaccine,Mustafa Bakir,2013,31 / 6,,Yes,23219433,"Mustafa Bakir; Baudouin Standaert; Ozden Turel; Zeynep Ece Bilge; Maarten Postma; Estimating and comparing the clinical and economic impact of paediatric rotavirus vaccination in Turkey using a simple versus an advanced model, Vaccine, 2013 Jan 30; 31(6):1873-2518",QALY,Turkey,Not Stated,Not Stated,Rotavirus vaccination vs. None,1-year age groups (0-1 year; 1-2 years; 2-3 years; 3-4 years; 4-5 years),18 Years,Not Stated,"Female, Male",Full,5 Years,Not Stated,5.00,-12192.84,United States,2010,-14471.69
10733,The cost-effectiveness of mandatory folic acid fortification in Australia,"The Australian government recently introduced mandatory folic acid fortification of bread to reduce the incidence of neural tube defects (NTDs). The economic evaluation of this policy contained a number of limitations. This study aimed to address the limitations and to reconsider the findings. Cost-effectiveness analysis was used to assess the cost and benefits of mandatory versus voluntary folic acid fortification. Outcomes measures were quality-adjusted life-years (QALYs), life-years gained (LYG), avoided NTD cases, and additional severe neuropathy cases. Costs considered included industry costs and regulatory costs to the government. It was estimated that mandatory fortification would prevent 31 NTDs, whereas an additional 14 cases of severe neuropathy would be incurred. Overall, 539 LYG and 503 QALYs would be gained per year of mandatory compared with voluntary fortification. Mandatory fortification was cost-effective at A$10,723 per LYG and at A$11,485 per QALY. Probabilistic sensitivity analysis showed that at A$60,000 and A$151,000 per QALY, the probability that mandatory fortification was the most cost-effective strategy was 79% and 85%, respectively. Threshold analysis of loss of consumer choice indicated that with a compensation value above A$1.21 [assuming a willingness to pay (WTP) threshold of A$60,000 per QALY] or A$3.19 (assuming a WTP threshold of A$151,000 per statistical life-year) per capita per year mandatory fortification would not be cost-effective. Mandatory fortification was found to be cost-effective; however, inclusion of the loss of consumer choice can change this result. Even with mandatory fortification, mean folate intake will remain below the recommended NTD preventive level.",2013-01-10127,23223683,J Nutr,Viktoria Rabovskaja,2013,143 / 1,59-66,No,23223683,"Viktoria Rabovskaja; Bonny Parkinson; Stephen Goodall; The cost-effectiveness of mandatory folic acid fortification in Australia, J Nutr, ; 143(1):0022-3166; 59-66",QALY,Australia,Not Stated,Not Stated,Mandatory folic acid fortification vs. Voluntary fortification+ voluntary supplementaion,Not Stated,Not Stated,19 Years,Female,Full,Lifetime,5.00,5.00,11485,Australia,2005,11607.88
10734,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 50 vs. None,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,80892,United Kingdom,2010,148220.16
10735,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 50 vs. Generic alendronate,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,137097,United Kingdom,2010,251205.8
10736,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 50 vs. Risedronate,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,76079,United Kingdom,2010,139401.2
10737,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 50 vs. Strontium ranelate,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,39940,United Kingdom,2010,73182.93
10738,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 55 vs. Strontium ranelate,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,39418,United Kingdom,2010,72226.45
10739,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 55 vs. Risedronate,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,74918,United Kingdom,2010,137273.87
10740,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 55 vs. Generic alendronate,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,131336,United Kingdom,2010,240649.79
10741,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 55 vs. None,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,79400,United Kingdom,2010,145486.34
10742,Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis,"The objective was to undertake a health economic analysis of denosumab for the treatment of osteoporosis in women from the UK, using the FRAX(R) tool. Denosumab was cost-effective in women with a risk of major osteoporotic fracture meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate. INTRODUCTION: Denosumab is a novel biologic agent developed for the treatment of osteoporosis, which has been shown to reduce the risk of fractures in a phase-III trial. The objective of the present study was to undertake a health economic analysis of denosumab in women from the UK. Ten-year probabilities of a major osteoporotic fracture at which denosumab is a cost-effective alternative to no treatment, generic alendronate, risedronate and strontium ranelate were estimated. METHODS: A previously published Markov model was adapted to incorporate fracture and mortality risk assessments based on absolute fracture probability, as estimated by FRAX(R). The model included treatment persistence and residual effect after discontinuation. RESULTS: At a willingness-to-pay (WTP) of pound30,000 per quality-adjusted life year and a 10-year fracture probability equivalent to a woman with a prior fragility fracture, denosumab was cost-effective compared to no treatment from the age of 70 years. At the same WTP, denosumab was-irrespective of age-cost-effective compared to no treatment at a major osteoporotic fracture probability of approximately 20%. Denosumab was estimated to cost-effectively replace strontium, risedronate and generic alendronate at 10-year probabilities exceeding 11, 19 and 32%, respectively. CONCLUSION: FRAX(R) facilitates the estimation of cost-effectiveness-based intervention thresholds applicable to patients with different combinations of clinical risk factors, which more closely matches the situation in clinical practice. Denosumab is cost-effective in patients with major osteoporotic fracture probabilities meeting or exceeding approximately 20% who are unable to take, comply with or tolerate generic alendronate.",2013-01-10129,23224141,Osteoporos Int,O Strom,2013,24 / 4,,No,23224141,"O Strom; B Jonsson; J A Kanis; Intervention thresholds for denosumab in the UK using a FRAX(R)-based cost-effectiveness analysis, Osteoporos Int, 2013 Apr; 24(4):0937-941X",QALY,United Kingdom,Not Stated,Not Stated,Denosumab at age 60 vs. None,Not Stated,64 Years,41 Years,Female,Full,"Lifetime, 10 years",3.50,3.50,70480,United Kingdom,2010,129142.03
