index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27201,Cost effectiveness of Supplementary Immunization for Measles in India,"OBJECTIVE: This study aims to estimate the incremental cost effectiveness of a supplementary immunization activity (SIA) for measles in a district of India with measles vaccine coverage equivalent to the National average. DESIGN: A state transition model is used to estimate the effect of routine vaccination with measles vaccine as well as with measles vaccine during the SIA. The model follows each sub-cohort in the target population at respective age (1-5 years) to five years of age, using age specific incidence rate and vaccination rate to determine the number of cases of measles. Using age specific incidence rates and complication rates for measles; deaths and disability adjusted life year (DALY) averted is estimated. RESULTS: Using base-case assumptions, an estimated 65479 cases of measles and 1637 deaths due to measles will be prevented in a span of four years from a single supplementary immunization activity in a pediatric population (1-5 years of age) of size 839,473. The cost per measles vaccine dose delivered is INR 30. Using base case analysis the cost to avert a death is INR 15381 and the cost per disability adjusted life year (DALY) averted is INR 430. CONCLUSIONS: Supplementary immunization activity for measles is cost-effective. However, this cannot be considered superior to a second dose of measles in routine immunization.",2009-99-04777,19578225,Indian Pediatr,Mayank Dabral,2009,/,,No,19578225,"Mayank Dabral; Cost effectiveness of Supplementary Immunization for Measles in India, Indian Pediatr, 2009-May-20; ():0019-6061",DALY,India,Not Stated,Immunization,Supplementary immunization activity (SIA) for measles vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3.00,430,India,2007,13.06
27224,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Other,"N2, zinc supplementation vs. None",high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,26,United States,2007,32.45
27225,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Immunization,"I1, pneumococcal vaccine vs. None",high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,273,United States,2007,340.77
27226,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Immunization,"I2, Haemophilus influenza type B vaccine vs. None",high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,89,United States,2007,111.09
27227,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,"Care Delivery, Pharmaceutical",C2 Pneumonia case management: a facility-level approach vs. None,low child and low adult mortality subregion,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1011,United States,2007,1261.96
27228,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Environmental,"E2, better combustion ventilation through high-quality and well-maintained biomass stoves vs. None",high child and high adult mortality subregion,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,243,United States,2007,303.32
27229,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Other,"N1, breast feeding promotion up to 6 months of age vs. None",high child and high adult mortality subregion,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,66,United States,2007,82.38
27230,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Other,"N2, zinc supplementation vs. None",high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,19,United States,2007,23.72
27231,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Immunization,"I1, pneumococcal vaccine vs. None",high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,241,United States,2007,300.82
27232,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,Immunization,"I2, Haemophilus influenza type B vaccine vs. None",high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,69,United States,2007,86.13
27233,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,"Care Delivery, Pharmaceutical",C1 Pneumonia case management: a community level approach in which children were diagnosed and treated by community health workers vs. None,high child and very high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,65,United States,2007,81.14
27234,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,"Care Delivery, Pharmaceutical",C2 Pneumonia case management: a facility-level approach vs. None,high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,81,United States,2007,101.11
27235,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,"Care Delivery, Pharmaceutical",C1 Pneumonia case management: a community level approach in which children were diagnosed and treated by community health workers vs. None,high child and high adult mortality subregion,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,105,United States,2007,131.06
27236,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,"Care Delivery, Pharmaceutical",C2 Pneumonia case management: a facility-level approach vs. None,high child and high adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,92,United States,2007,114.84
27237,Comparative impact assessment of child pneumonia interventions,"OBJECTIVE: To compare the cost-effectiveness of interventions to reduce pneumonia mortality through risk reduction, immunization and case management. METHODS: Country-specific pneumonia burden estimates and intervention costs from WHO were used to review estimates of pneumonia risk in children under 5 years of age and the efficacy of interventions (case management, pneumonia-related vaccines, improved nutrition and reduced indoor air pollution from household solid fuels). We calculated health benefits (disability-adjusted life years, DALYs, averted) and intervention costs over a period of 10 years for 40 countries, accounting for 90% of pneumonia child deaths. FINDINGS: Solid fuel use contributes 30% (90% confidence interval: 18-44) to the burden of childhood pneumonia. Efficacious community-based treatment, promotion of exclusive breastfeeding, zinc supplementation and Haemophilus influenzae type b (Hib) and Streptococcus pneumoniae immunization through existing programmes showed cost-effectiveness ratios of 10-60 International dollars (I$) per DALY in low-income countries and less than I$ 120 per DALY in middle-income countries. Low-emission biomass stoves and cleaner fuels may be cost-effective in low-income regions. Facility-based treatment is potentially cost-effective, with ratios of I$ 60-120 per DALY. The cost-effectiveness of community case management depends on home visit cost. CONCLUSION: Vaccines against Hib and S. pneumoniae, efficacious case management, breastfeeding promotion and zinc supplementation are cost-effective in reducing pneumonia mortality. Environmental and nutritional interventions reduce pneumonia and provide other benefits. These strategies combined may reduce total child mortality by 17%.",2009-99-04789,19565126,Bull World Health Organ,Louis W Niessen,2009,87 / 6,472-80,No,19565126,"Louis W Niessen; Anne ten Hove; Henk Hilderink; Martin Weber; Kim Mulholland; Majid Ezzati; Comparative impact assessment of child pneumonia interventions, Bull World Health Organ, 2009-Jun; 87(6):0042-9686; 472-80",DALY,Not Stated,Not Stated,"Care Delivery, Pharmaceutical",C1 Pneumonia case management: a community level approach in which children were diagnosed and treated by community health workers vs. None,low child and low adult mortality,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,343,United States,2007,428.14
