index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
33849,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Niger,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose respiratory syncytial virus immunization vs. no intervention,between 24 and 36 months gestation,Not Stated,12 Years,Female,Full,Not Stated / None,3.00,3.00,1169,United States,2016,1319.81
33850,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Kenya,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose respiratory syncytial virus immunization vs. no intervention,between 24 and 36 months gestation,Not Stated,12 Years,Female,Full,Not Stated / None,3.00,3.00,1342,United States,2016,1515.13
33851,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Kenya,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,0 Years,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,315,United States,2016,355.64
33852,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",QALY,Afghanistan,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,0 Years,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,577,United States,2016,651.44
33853,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Congo Democratic Republic,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,0 Years,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,257,United States,2016,290.16
33854,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Haiti,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,0 Years,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,428,United States,2016,483.22
33855,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Iran,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,0 Years,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,551,United States,2016,622.08
33856,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,China,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,Not Stated,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,479,United States,2016,540.8
33857,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Spain,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,Not Stated,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,437,United States,2016,493.38
33858,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Peru,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,Not Stated,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,507,United States,2016,572.41
33859,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,Saudi Arabia,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,Not Stated,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,532,United States,2016,600.63
33860,Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model.,"OBJECTIVES: Interventions to prevent childhood respiratory syncytial virus (RSV) disease are limited and costly. New interventions are in advanced stages of development and could be available soon. This study aims to evaluate the potential impact and cost-effectiveness of two interventions to prevent childhood RSV-a maternal vaccine and a monoclonal antibody (mAb). DESIGN: Using a static population-based cohort model, we evaluate impact and cost-effectiveness of RSV interventions, from a health systems perspective. The assumed baseline efficacy and duration of protection were higher for the mAb (60%-70% efficacy, protection 6 months) compared with the maternal vaccine (40%-60% efficacy, protection 3 months). Both interventions were evaluated at US$3 and US$5 per dose for Gavi and non-Gavi countries, respectively. A range of input values were considered to explore uncertainty. SETTINGS: 131 low-income and middle-income countries. PARTICIPANTS: Pregnant women and live birth cohorts. INTERVENTIONS: Maternal vaccine given to pregnant women and mAb given to young infants. PRIMARY AND SECONDARY OUTCOME MEASURES: Disability-adjusted life years averted, severe case averted, deaths averted, incremental cost effectiveness ratios. RESULTS: Under baseline assumptions, maternal vaccine and mAbs were projected to avert 25% and 55% of RSV-related deaths among infants younger than 6 months of age, respectively. The average incremental cost-effectiveness ratio per disability-adjusted life year averted was US$1342 (range US$800-US$1866) for maternal RSV vaccine and US$431 (range US$167-US$692) for mAbs. At a 50% gross domestic product per capita threshold, maternal vaccine and mAbs were cost-effective in 60 and 118 countries, respectively. CONCLUSIONS: Both interventions are projected to be impactful and cost-effective in many countries, a finding that would be enhanced if country-specific Gavi cofinancing to eligible countries were included. mAbs, with assumed higher efficacy and duration of protection, are expected to be more cost-effective than RSV maternal vaccines at similar prices. Final product characteristics will influence this finding.",2021-01-42103,33895717,BMJ Open,Ranju Baral,2021,11 / 4,e046563,No,33895717,"Ranju Baral; Deborah Higgins; Katie Regan; Clint Pecenka; Impact and cost-effectiveness of potential interventions against infant respiratory syncytial virus (RSV) in 131 low-income and middle-income countries using a static cohort model., BMJ Open, 2021 Apr 24; 11(4):; e046563",DALY,India,Persons encountering health services in circumstances related to reproduction,Immunization,single-dose monoclonal antibodies administered at birth vs. no intervention,Not Stated,Not Stated,0 Years,"Male, Female",Full,Not Stated / None,3.00,3.00,342,United States,2016,386.12
