index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28423,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Beta blocker for post-acute myocardial infarction vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,1117,United States,2005,1480.25
28424,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",ACE inhibitor for post-acute ischemic heart disease vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,1045,United States,2005,1384.83
28425,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Primary percutaneous transluminal coronary angioplasty (PTCA) vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,3416,United States,2005,4526.87
28426,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Aspirin for post acute ischemic stroke vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,1164,United States,2005,1542.53
28427,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Beta blocker + aspirin for post-acute ischemic heart disease vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,887,United States,2005,1175.45
28428,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Cardiac rehabilitation vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,50,United States,2005,66.26
28429,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Aspirin for actue myocardial infarction + primary percutaneous transluminal coronary angioplasty (PTCA) vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,2972,United States,2005,3938.49
28430,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Aspirin + beta blocker + ACE inhibitor for acute myocardial infarction + primary percutaneous transluminal coronary angioplasty (PTCA) vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,2846,United States,2005,3771.51
28431,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Beta blocker + aspirin + statin for post-acute ischemic heart disease vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,2884,United States,2005,3821.87
28432,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Diuretic for coronary heart failure vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,194,United States,2005,257.09
28433,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Statin for post-acute ischemic stroke vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,1762,United States,2005,2335
