index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32511,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,canagliflozin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,10142.86,United Kingdom,2012,18977.5
32512,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,empagliflozin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,-833.33,United Kingdom,2012,-1559.18
32513,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,dapagliflozin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,Not Stated,United Kingdom,2012,Not Stated
32514,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,empagliflozin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,-17545.45,United Kingdom,2012,-32827.92
32515,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,empagliflozin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,-13818.18,United Kingdom,2012,-25854.12
32516,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,sitagliptin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,-9676.47,United Kingdom,2012,-18104.89
32517,Empagliflozin in combination therapy for treating type 2 diabetes,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41595,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Empagliflozin in combination therapy for treating type 2 diabetes, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Diabetes mellitus,Pharmaceutical,canagliflozin vs. canagliflozin,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,9579,United Kingdom,2012,17922.52
32518,Vedolizumab for treating moderately to severely active ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41605,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Vedolizumab for treating moderately to severely active ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Noninfective enteritis and colitis,Pharmaceutical,vedolizumab vs. conventional therapy,Not Stated,Not Stated,18 Years,"Male, Female",Full,10 Years,3.50,3.50,33297,United Kingdom,2013,60580.67
32519,Vedolizumab for treating moderately to severely active ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41605,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Vedolizumab for treating moderately to severely active ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Noninfective enteritis and colitis,Pharmaceutical,vedolizumab vs. adalimumab,no prior TNF-alpha inhibitor,Not Stated,18 Years,"Male, Female",Full,10 Years,3.50,3.50,6634,United Kingdom,2013,12069.92
32520,Vedolizumab for treating moderately to severely active ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41605,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Vedolizumab for treating moderately to severely active ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Noninfective enteritis and colitis,Pharmaceutical,vedolizumab vs. conventional therapy,no prior TNF-alpha inhibitor,Not Stated,18 Years,"Male, Female",Full,10 Years,3.50,3.50,4862,United Kingdom,2013,8845.94
32521,Vedolizumab for treating moderately to severely active ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2015-01-41605,,NotApplicable,NotApplicable,2015,NotApplicable /,,No,Not Stated,"NotApplicable; Vedolizumab for treating moderately to severely active ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Noninfective enteritis and colitis,Pharmaceutical,vedolizumab vs. surgery,prior TNF-alpha inhibitors failed,Not Stated,18 Years,"Male, Female",Full,10 Years,3.50,3.50,64999,United Kingdom,2013,118259.4
32522,Golimumab for ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2014-01-41607,,NotApplicable,NotApplicable,2014,NotApplicable /,,No,Not Stated,"NotApplicable; Golimumab for ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,Canada,Noninfective enteritis and colitis,Pharmaceutical,"golimumab vs. conventional therapy (oral corticosteroids, immunomodulators and/or oral 5-aminosalicylic acid compound)",nonresponsive to conventional therapy,Not Stated,18 Years,"Male, Female",Full,10 Years,3.00,3.00,43680,Canada,2013,49345.94
32523,Golimumab for ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2014-01-41607,,NotApplicable,NotApplicable,2014,NotApplicable /,,No,Not Stated,"NotApplicable; Golimumab for ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,Canada,Noninfective enteritis and colitis,Pharmaceutical,"golimumab vs. conventional therapy (oral corticosteroids, immunomodulators and/or oral 5-aminosalicylic acid compound)",nonresponsive to conventional therapy,Not Stated,18 Years,"Male, Female",Full,10 Years,3.00,3.00,43713,Canada,2013,49383.22
32524,Golimumab for ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2014-01-41607,,NotApplicable,NotApplicable,2014,NotApplicable /,,No,Not Stated,"NotApplicable; Golimumab for ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,Canada,Noninfective enteritis and colitis,Pharmaceutical,"adalimumab vs. conventional therapy (oral corticosteroids, immunomodulators and/or oral 5-aminosalicylic acid compound)",nonresponsive to conventional therapy,Not Stated,18 Years,"Male, Female",Full,10 Years,3.00,3.00,64775,Canada,2013,73177.27
